,caixa_equivalentes_caixa,ativo_total,divida_curto_prazo,divida_longo_prazo,divida_bruta,divida_liquida,patrimonio_liquido,valor_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,total,datas,tic
0,447.76,2280.0,109.0,440.34,549.34,101.58,1200.0,3.31,362.049.609,0,362.049.609,31/12/2024,FIQE3
1,514.64,2250.0,115.98,457.06,573.05,58.41,1170.0,3.23,362.049.609,0,362.049.609,30/09/2024,FIQE3
2,539.7,2230.0,110.13,462.08,572.22,32.52,1120.0,3.10,362.049.609,0,362.049.609,30/06/2024,FIQE3
3,244.45,1970.0,110.73,189.57,300.3,55.85,1130.0,3.13,362.049.609,0,362.049.609,31/03/2024,FIQE3
4,272.27,2020.0,108.43,215.3,323.73,51.47,1100.0,3.03,362.049.609,0,362.049.609,31/12/2023,FIQE3
5,305.65,1970.0,93.04,239.03,332.08,26.43,1080.0,2.98,362.049.609,0,362.049.609,30/09/2023,FIQE3
6,287.4,2000.0,101.67,234.99,336.66,49.27,1050.0,2.91,362.049.609,0,362.049.609,30/06/2023,FIQE3
7,292.37,1910.0,90.08,259.25,349.34,56.97,1020.0,2.83,362.049.609,0,362.049.609,31/03/2023,FIQE3
8,368.09,1920.0,85.39,284.77,370.16,2.07,997.27,2.75,362.049.609,0,362.049.609,31/12/2022,FIQE3
9,458.27,1900.0,76.36,302.06,378.42,-79.86,994.63,2.75,362.049.609,0,362.049.609,30/09/2022,FIQE3
10,535.7,1690.0,75.98,288.26,364.24,-171.46,963.5,2.66,362.049.609,0,362.049.609,30/06/2022,FIQE3
11,479.06,1620.0,70.02,218.72,288.74,-190.32,972.41,2.69,362.049.609,0,362.049.609,31/03/2022,FIQE3
12,528.85,1620.0,61.08,227.32,288.41,-240.44,959.01,2.67,359.332.409,0,359.332.409,31/12/2021,FIQE3
13,597.68,1600.0,44.96,242.57,287.53,-310.15,985.0,2.72,362.049.609,0,362.049.609,30/09/2021,FIQE3
14,76.11,656.43,37.26,259.76,297.02,220.91,124.21,0.47,261.651.830,0,261.651.830,30/06/2021,FIQE3
15,158.82,606.97,27.34,260.12,287.46,128.64,136.14,11.45,11.893.265,0,11.893.265,31/03/2021,FIQE3
16,43.34,455.84,29.42,125.03,154.44,111.11,117.48,9.88,11.893.265,0,11.893.265,31/12/2020,FIQE3
0,21.79,13060.0,497.61,4890.0,5390.0,5370.0,5290.0,9.67,547.191.026,0,547.191.026,31/12/2024,FLRY3
1,12.63,13030.0,905.46,4270.0,5170.0,5160.0,5340.0,9.76,547.191.026,0,547.191.026,30/09/2024,FLRY3
2,10.41,12800.0,593.82,4560.0,5160.0,5150.0,5360.0,9.79,547.191.026,0,547.191.026,30/06/2024,FLRY3
3,91.4,11690.0,594.66,3610.0,4210.0,4120.0,5180.0,9.47,547.191.026,0,547.191.026,31/03/2024,FLRY3
4,21.92,11580.0,580.16,3660.0,4240.0,4220.0,5080.0,9.29,547.191.026,0,547.191.026,31/12/2023,FLRY3
5,14.12,11530.0,707.6,3370.0,4080.0,4059.9999999999995,5180.0,9.46,547.191.026,0,547.191.026,30/09/2023,FLRY3
6,31.51,11510.0,824.47,3390.0,4220.0,4180.0,5100.0,9.31,547.185.685,0,547.185.685,30/06/2023,FLRY3
7,9.87,7860.0,563.98,3130.0,3690.0,3680.0,2790.0,7.59,367.197.096,0,367.197.096,31/03/2023,FLRY3
8,17.26,7790.0,535.82,3140.0,3680.0,3660.0,2680.0,7.30,367.197.096,0,367.197.096,31/12/2022,FLRY3
9,8.89,6780.0,683.05,2930.0,3620.0,3610.0,1910.0,6.02,318.137.880,0,318.137.880,30/09/2022,FLRY3
10,20.64,6730.0,649.95,2950.0,3600.0,3580.0,1820.0,5.72,317.943.996,0,317.943.996,30/06/2022,FLRY3
11,13.71,6000.0,366.89,2480.0,2850.0,2830.0,1740.0,5.48,317.943.996,0,317.943.996,31/03/2022,FLRY3
12,33.72,6070.0,504.7,2440.0,2950.0,2910.0,1850.0,5.80,317.943.996,0,317.943.996,31/12/2021,FLRY3
13,25.93,6110.0,467.54,2560.0,3030.0,3000.0,1810.0,5.71,317.943.996,0,317.943.996,30/09/2021,FLRY3
14,35.43,5320.0,841.62,1540.0,2390.0,2350.0,1760.0,5.54,317.366.103,0,317.366.103,30/06/2021,FLRY3
15,13.59,5500.0,740.88,1930.0,2670.0,2660.0,1690.0,5.33,317.366.103,0,317.366.103,31/03/2021,FLRY3
16,28.18,5520.0,472.25,1430.0,1900.0,1880.0,1750.0,5.52,317.266.103,0,317.266.103,31/12/2020,FLRY3
17,18.64,5600.0,326.18,1600.0,1930.0,1910.0,1690.0,5.32,317.366.103,0,317.366.103,30/09/2020,FLRY3
18,19.6,5400.0,311.46,1610.0,1920.0,1900.0,1550.0,4.89,316.788.210,0,316.788.210,30/06/2020,FLRY3
19,19.41,5140.0,59.04,1490.0,1550.0,1530.0,1620.0,5.12,316.788.210,0,316.788.210,31/03/2020,FLRY3
20,8.97,5100.0,208.5,1350.0,1560.0,1550.0,1760.0,5.55,316.744.460,0,316.744.460,31/12/2019,FLRY3
21,6.47,4750.0,220.0,854.67,1070.0,1070.0,1740.0,5.48,316.744.460,0,316.744.460,30/09/2019,FLRY3
22,8.96,4670.0,210.69,861.76,1070.0,1060.0,1700.0,5.39,316.113.442,0,316.113.442,30/06/2019,FLRY3
23,6.01,4710.0,217.9,869.03,1090.0,1080.0,1630.0,5.15,316.113.442,0,316.113.442,31/03/2019,FLRY3
24,55.23,3910.0,216.21,1040.0,1260.0,1200.0,1750.0,5.54,316.113.442,0,316.113.442,31/12/2018,FLRY3
25,130.34,3940.0,326.38,1050.0,1380.0,1250.0,1730.0,5.47,315.654.796,0,315.654.796,30/09/2018,FLRY3
26,222.27,3870.0,312.88,1060.0,1370.0,1150.0,1690.0,5.36,315.312.192,0,315.312.192,30/06/2018,FLRY3
27,191.49,3450.0,308.08,564.76,872.84,681.35,1600.0,5.08,315.312.192,0,315.312.192,31/03/2018,FLRY3
28,337.54,3530.0,315.64,739.28,1050.0,717.38,1710.0,5.41,315.312.192,0,315.312.192,31/12/2017,FLRY3
29,313.0,3230.0,307.47,542.95,850.42,537.42,1680.0,5.32,314.791.538,0,314.791.538,30/09/2017,FLRY3
30,267.9,3150.0,308.38,521.31,829.69,561.79,1650.0,5.23,314.791.538,0,314.791.538,30/06/2017,FLRY3
31,257.61,3020.0,301.67,515.53,817.2,559.59,1550.0,9.86,157.115.125,0,157.115.125,31/03/2017,FLRY3
32,313.83,3010.0,147.99,684.03,832.02,518.19,1540.0,9.77,157.115.125,0,157.115.125,31/12/2016,FLRY3
33,829.64,3370.0,194.61,787.26,981.87,152.23,1770.0,11.32,156.293.356,0,156.293.356,30/09/2016,FLRY3
34,753.89,3310.0,196.71,792.04,988.75,234.86,1740.0,11.11,156.293.356,0,156.293.356,30/06/2016,FLRY3
35,651.45,3250.0,186.89,796.81,983.7,332.26,1700.0,10.88,156.293.356,0,156.293.356,31/03/2016,FLRY3
36,651.45,3250.0,186.89,796.81,983.7,332.26,1700.0,10.88,156.293.356,0,156.293.356,31/12/2015,FLRY3
37,651.45,3250.0,186.89,796.81,983.7,332.26,1700.0,10.88,156.293.356,0,156.293.356,30/09/2015,FLRY3
38,651.45,3250.0,186.89,796.81,983.7,332.26,1700.0,10.88,156.293.356,0,156.293.356,30/06/2015,FLRY3
39,651.45,3250.0,186.89,796.81,983.7,332.26,1700.0,10.88,156.293.356,0,156.293.356,31/03/2015,FLRY3
40,651.45,3250.0,186.89,796.81,983.7,332.26,1700.0,10.88,156.293.356,0,156.293.356,31/12/2014,FLRY3
41,651.45,3250.0,186.89,796.81,983.7,332.26,1700.0,10.88,156.293.356,0,156.293.356,30/09/2014,FLRY3
42,651.45,3250.0,186.89,796.81,983.7,332.26,1700.0,10.88,156.293.356,0,156.293.356,30/06/2014,FLRY3
43,651.45,3250.0,186.89,796.81,983.7,332.26,1700.0,10.88,156.293.356,0,156.293.356,31/03/2014,FLRY3
44,651.45,3250.0,186.89,796.81,983.7,332.26,1700.0,10.88,156.293.356,0,156.293.356,31/12/2013,FLRY3
45,651.45,3250.0,186.89,796.81,983.7,332.26,1700.0,10.88,156.293.356,0,156.293.356,30/09/2013,FLRY3
46,651.45,3250.0,186.89,796.81,983.7,332.26,1700.0,10.88,156.293.356,0,156.293.356,30/06/2013,FLRY3
47,651.45,3250.0,186.89,796.81,983.7,332.26,1700.0,10.88,156.293.356,0,156.293.356,31/03/2013,FLRY3
48,651.45,3250.0,186.89,796.81,983.7,332.26,1700.0,10.88,156.293.356,0,156.293.356,31/12/2012,FLRY3
49,651.45,3250.0,186.89,796.81,983.7,332.26,1700.0,10.88,156.293.356,0,156.293.356,30/09/2012,FLRY3
50,651.45,3250.0,186.89,796.81,983.7,332.26,1700.0,10.88,156.293.356,0,156.293.356,30/06/2012,FLRY3
51,651.45,3250.0,186.89,796.81,983.7,332.26,1700.0,10.88,156.293.356,0,156.293.356,31/03/2012,FLRY3
52,651.45,3250.0,186.89,796.81,983.7,332.26,1700.0,10.88,156.293.356,0,156.293.356,31/12/2011,FLRY3
53,624.59,3200.0,188.42,801.6,990.03,365.44,1660.0,10.59,156.293.356,0,156.293.356,30/09/2011,FLRY3
54,624.59,3200.0,188.42,801.6,990.03,365.44,1660.0,10.59,156.293.356,0,156.293.356,30/06/2011,FLRY3
55,617.12,3350.0,80.29,957.5,1040.0,420.67,1640.0,10.50,156.293.356,0,156.293.356,31/03/2011,FLRY3
56,470.96,3250.0,75.69,959.49,1040.0,564.22,1590.0,10.15,156.293.356,0,156.293.356,31/12/2010,FLRY3
57,470.96,3250.0,75.69,959.49,1040.0,564.22,1590.0,10.15,156.293.356,0,156.293.356,30/09/2010,FLRY3
58,505.27,3210.0,78.26,960.56,1040.0,533.55,1570.0,10.06,156.293.356,0,156.293.356,30/06/2010,FLRY3
59,518.76,3240.0,76.26,908.68,984.94,466.18,1660.0,10.65,156.293.356,0,156.293.356,31/03/2010,FLRY3
60,522.23,3240.0,73.28,910.29,983.57,461.34,1720.0,10.98,156.293.356,0,156.293.356,31/12/2009,FLRY3
61,635.42,3280.0,34.04,968.34,1000.0,366.97,1750.0,11.21,156.293.356,0,156.293.356,30/09/2009,FLRY3
62,675.55,3300.0,100.32,971.15,1070.0,395.92,1730.0,11.06,156.293.356,0,156.293.356,30/06/2009,FLRY3
63,675.55,3300.0,100.32,971.15,1070.0,395.92,1730.0,11.06,156.293.356,0,156.293.356,31/03/2009,FLRY3
64,235.86,2730.0,89.82,482.4,572.21,336.35,1700.0,10.87,156.293.356,0,156.293.356,31/12/2008,FLRY3
0,844.88,4870.0,388.41,722.77,1110.0,266.3,2220.0,8.31,267.016.000,0,267.016.000,31/12/2024,FRAS3
1,814.92,4430.0,392.77,749.64,1140.0,327.49,2050.0,7.58,270.016.000,0,270.016.000,30/09/2024,FRAS3
2,1230.0,4480.0,395.5,850.41,1250.0,17.25,2040.0,7.54,270.016.000,0,270.016.000,30/06/2024,FRAS3
3,1070.0,4160.0,324.69,772.96,1100.0,24.54,1970.0,7.29,270.016.000,0,270.016.000,31/03/2024,FRAS3
4,1050.0,3910.0,304.82,573.32,878.14,-172.27,1840.0,6.81,270.016.000,0,270.016.000,31/12/2023,FRAS3
5,796.42,3950.0,262.24,610.26,872.49,76.07,1930.0,7.14,270.016.000,0,270.016.000,30/09/2023,FRAS3
6,811.75,3890.0,202.79,694.67,897.47,85.72,1900.0,7.02,270.016.000,0,270.016.000,30/06/2023,FRAS3
7,553.32,3860.0,193.41,727.29,920.7,367.38,1830.0,6.79,270.016.000,0,270.016.000,31/03/2023,FRAS3
8,567.86,3770.0,166.06,755.81,921.87,354.02,1760.0,6.53,270.016.000,0,270.016.000,31/12/2022,FRAS3
9,419.56,3750.0,164.23,769.16,933.39,513.83,1800.0,6.66,270.016.000,0,270.016.000,30/09/2022,FRAS3
10,676.16,3720.0,161.12,791.89,953.01,276.85,1750.0,6.57,267.016.000,0,267.016.000,30/06/2022,FRAS3
11,308.61,2980.0,158.3,798.47,956.77,648.15,1070.0,4.90,217.566.000,0,217.566.000,31/03/2022,FRAS3
12,363.6,3080.0,195.68,779.76,975.44,611.84,1100.0,5.04,217.566.000,0,217.566.000,31/12/2021,FRAS3
13,349.75,3100.0,181.07,790.96,972.02,622.27,1100.0,5.04,217.566.000,0,217.566.000,30/09/2021,FRAS3
14,259.79,2780.0,160.36,663.45,823.82,564.03,1020.0,4.69,217.566.000,0,217.566.000,30/06/2021,FRAS3
15,362.99,2960.0,233.64,689.06,922.7,559.71,1020.0,4.71,217.566.000,0,217.566.000,31/03/2021,FRAS3
16,443.24,2890.0,221.92,702.43,924.35,481.11,943.83,4.34,217.566.000,0,217.566.000,31/12/2020,FRAS3
17,393.27,2760.0,221.76,740.27,962.03,568.76,886.57,4.07,217.566.000,0,217.566.000,30/09/2020,FRAS3
18,412.39,1980.0,152.05,510.31,662.35,249.97,835.77,3.84,217.566.000,0,217.566.000,30/06/2020,FRAS3
19,121.46,1660.0,80.83,306.93,387.75,266.29,816.81,3.75,217.566.000,0,217.566.000,31/03/2020,FRAS3
20,178.39,1620.0,117.84,274.69,392.53,214.14,764.16,3.51,217.566.000,0,217.566.000,31/12/2019,FRAS3
21,175.09,1630.0,134.42,271.47,405.89,230.81,784.83,3.61,217.566.000,0,217.566.000,30/09/2019,FRAS3
22,121.11,1530.0,150.08,178.47,328.55,207.45,796.54,3.66,217.566.000,0,217.566.000,30/06/2019,FRAS3
23,170.44,1530.0,141.45,194.15,335.61,165.17,803.73,3.69,217.566.000,0,217.566.000,31/03/2019,FRAS3
24,224.72,1530.0,157.41,214.35,371.76,147.04,807.13,3.71,217.566.000,0,217.566.000,31/12/2018,FRAS3
25,352.69,1450.0,142.85,189.38,332.23,-20.46,828.47,3.81,217.566.000,0,217.566.000,30/09/2018,FRAS3
26,310.18,1360.0,156.23,67.56,223.8,-86.39,817.85,3.76,217.566.000,0,217.566.000,30/06/2018,FRAS3
27,112.81,1300.0,128.3,66.04,194.34,81.53,828.1,3.81,217.566.000,0,217.566.000,31/03/2018,FRAS3
28,237.77,1360.0,135.04,85.22,220.26,-17.52,780.9,3.59,217.566.000,0,217.566.000,31/12/2017,FRAS3
29,245.72,1210.0,132.87,81.14,214.02,-31.71,797.97,3.67,217.566.000,0,217.566.000,30/09/2017,FRAS3
30,321.06,1260.0,143.37,108.57,251.94,-69.12,779.93,3.58,217.566.000,0,217.566.000,30/06/2017,FRAS3
31,252.79,1210.0,134.36,109.65,244.01,-8.79,788.58,3.62,217.566.000,0,217.566.000,31/03/2017,FRAS3
32,256.24,1200.0,117.31,138.86,256.17,,772.14,3.55,217.566.000,0,217.566.000,31/12/2016,FRAS3
33,241.97,1210.0,121.65,150.1,271.74,29.77,770.87,3.54,217.566.000,0,217.566.000,30/09/2016,FRAS3
34,187.22,1180.0,91.53,173.31,264.83,77.61,755.58,3.47,217.566.000,0,217.566.000,30/06/2016,FRAS3
35,146.58,914.78,134.33,189.76,324.09,177.51,446.18,3.66,121.974.000,0,121.974.000,31/03/2016,FRAS3
36,161.9,970.96,150.88,231.28,382.16,220.26,432.14,3.46,124.974.000,0,124.974.000,31/12/2015,FRAS3
37,199.11,1040.0,196.66,247.12,443.78,244.67,440.95,3.62,121.974.000,0,121.974.000,30/09/2015,FRAS3
38,142.18,943.33,157.56,226.71,384.26,242.08,424.18,3.48,121.974.000,0,121.974.000,30/06/2015,FRAS3
39,172.55,977.56,121.29,291.65,412.94,240.4,420.2,3.45,121.974.000,0,121.974.000,31/03/2015,FRAS3
40,176.24,942.41,109.41,292.74,402.15,225.91,408.06,3.27,124.974.000,0,124.974.000,31/12/2014,FRAS3
41,190.34,953.78,93.09,303.87,396.96,206.63,416.76,3.33,124.973.000,0,124.973.000,30/09/2014,FRAS3
42,146.46,934.59,88.53,298.06,386.59,240.13,405.32,3.24,124.973.000,0,124.973.000,30/06/2014,FRAS3
43,141.31,915.16,67.59,311.42,379.01,237.7,404.29,3.23,124.974.000,0,124.974.000,31/03/2014,FRAS3
44,166.04,934.2,74.62,334.1,408.73,242.69,394.94,3.95,99.981.000,0,99.981.000,31/12/2013,FRAS3
45,58.62,932.72,62.64,334.15,396.79,338.17,393.12,3.84,66.174.000,36.207.000,102.381.000,30/09/2013,FRAS3
46,57.15,847.89,43.93,294.2,338.12,280.98,378.79,3.70,66.174.000,36.207.000,102.381.000,30/06/2013,FRAS3
47,55.18,870.24,155.82,223.2,379.02,323.84,373.42,3.65,66.174.000,36.207.000,102.381.000,31/03/2013,FRAS3
48,79.31,897.34,193.07,216.79,409.86,330.55,368.03,3.59,66.174.000,36.207.000,102.381.000,31/12/2012,FRAS3
49,69.25,872.84,181.85,192.7,374.55,305.3,366.73,3.58,66.174.000,36.207.000,102.381.000,30/09/2012,FRAS3
50,88.41,914.21,217.84,216.82,434.66,346.26,357.85,3.50,66.174.000,36.207.000,102.381.000,30/06/2012,FRAS3
51,61.23,809.17,112.67,221.48,334.15,272.92,352.38,3.44,66.174.000,36.207.000,102.381.000,31/03/2012,FRAS3
52,128.5,777.18,114.43,207.2,321.63,193.13,350.22,3.42,66.174.000,36.207.000,102.381.000,31/12/2011,FRAS3
53,260.32,789.37,112.83,204.58,317.41,57.09,347.82,3.40,66.174.000,36.207.000,102.381.000,30/09/2011,FRAS3
54,219.92,714.44,94.98,166.74,261.72,41.8,339.29,3.31,66.174.000,36.207.000,102.381.000,30/06/2011,FRAS3
55,205.71,687.12,108.92,141.91,250.83,45.13,335.18,3.27,66.175.000,36.206.000,102.381.000,31/03/2011,FRAS3
56,6.22,696.23,116.95,145.52,262.47,256.25,324.73,3.17,66.174.000,36.207.000,102.381.000,31/12/2010,FRAS3
57,246.97,611.97,59.58,211.98,271.56,24.59,264.72,2.59,66.174.000,36.207.000,102.381.000,30/09/2010,FRAS3
58,173.23,612.78,60.94,133.93,194.87,21.64,312.07,3.05,66.174.000,36.207.000,102.381.000,30/06/2010,FRAS3
59,182.84,607.95,70.47,136.33,206.8,23.96,305.37,4.47,44.116.000,24.138.000,68.254.000,31/03/2010,FRAS3
60,205.31,527.38,86.4,138.79,225.19,19.88,235.07,3.44,44.116.000,24.138.000,68.254.000,31/12/2009,FRAS3
61,201.66,529.39,88.08,144.06,232.14,30.47,227.85,3.34,44.116.000,24.138.000,68.254.000,30/09/2009,FRAS3
62,130.84,456.34,81.81,95.89,177.69,46.85,216.28,3.17,44.116.000,24.138.000,68.254.000,30/06/2009,FRAS3
63,106.0,452.32,81.32,101.39,182.71,76.71,207.37,3.04,44.116.000,24.138.000,68.254.000,31/03/2009,FRAS3
64,107.51,463.96,58.62,122.93,181.55,74.04,208.13,3.05,44.116.000,24.138.000,68.254.000,31/12/2008,FRAS3
65,143.54,468.38,57.66,123.1,180.76,37.22,210.83,3.09,44.116.000,24.138.000,68.254.000,30/09/2008,FRAS3
66,113.85,394.78,40.88,70.62,111.5,-2.35,209.63,3.07,44.116.000,24.138.000,68.254.000,30/06/2008,FRAS3
67,124.45,402.46,67.85,68.35,136.21,11.76,201.12,2.95,44.116.000,24.138.000,68.254.000,31/03/2008,FRAS3
68,88.27,366.72,66.66,38.12,104.78,16.51,191.79,2.81,44.116.000,24.138.000,68.254.000,31/12/2007,FRAS3
69,95.23,378.39,73.53,42.25,115.78,20.55,190.58,2.79,44.116.000,24.138.000,68.254.000,30/09/2007,FRAS3
70,91.0,365.28,71.69,34.79,106.48,15.47,181.44,2.66,44.116.000,24.138.000,68.254.000,30/06/2007,FRAS3
71,25.5,283.63,17.59,24.36,41.95,16.45,174.34,2.55,44.116.000,24.138.000,68.254.000,31/03/2007,FRAS3
72,22.46,281.84,25.76,19.99,45.76,23.29,164.26,2.41,44.116.000,24.138.000,68.254.000,31/12/2006,FRAS3
73,31.32,295.09,36.95,22.82,59.77,28.45,159.67,2.34,44.116.000,24.138.000,68.254.000,30/09/2006,FRAS3
74,29.32,283.81,30.01,21.45,51.46,22.14,149.57,2.19,44.116.000,24.138.000,68.254.000,30/06/2006,FRAS3
75,55.48,297.52,47.3,26.64,73.94,18.47,144.03,2.11,44.116.000,24.138.000,68.254.000,31/03/2006,FRAS3
76,55.95,293.44,51.49,22.07,73.56,17.62,136.95,2.01,44.116.000,24.138.000,68.254.000,31/12/2005,FRAS3
77,38.75,273.47,25.97,29.23,55.2,16.45,131.74,1.93,44.116.000,24.138.000,68.254.000,30/09/2005,FRAS3
78,34.23,266.22,11.23,41.16,52.38,18.16,124.39,1.82,44.116.000,24.138.000,68.254.000,30/06/2005,FRAS3
79,19.36,257.6,14.74,34.22,48.95,29.6,121.14,1.77,44.116.000,24.138.000,68.254.000,31/03/2005,FRAS3
80,21.14,246.76,14.74,33.87,48.6,27.47,114.92,1.68,44.116.000,24.138.000,68.254.000,31/12/2004,FRAS3
81,23.45,242.62,10.28,37.72,48.0,24.55,112.94,1.65,44.116.000,24.138.000,68.254.000,30/09/2004,FRAS3
82,5.94,228.22,9.99,35.08,45.06,39.12,103.71,1.52,44.116.000,24.138.000,68.254.000,30/06/2004,FRAS3
83,7.53,224.38,10.69,37.82,48.51,40.97,98.03,0.00,44.116.234.000,24.137.766.000,68.254.000.000,31/03/2004,FRAS3
84,4.54,218.93,12.67,37.51,50.19,45.65,89.07,0.00,44.116.234.000,24.137.766.000,68.254.000.000,31/12/2003,FRAS3
85,3.68,213.41,15.84,41.63,57.47,53.79,92.17,0.00,44.116.234.000,24.137.766.000,68.254.000.000,30/09/2003,FRAS3
86,6.44,199.25,17.46,40.83,58.29,51.85,83.49,0.00,44.116.234.000,24.137.766.000,68.254.000.000,30/06/2003,FRAS3
87,3.98,203.02,23.1,39.6,62.7,58.72,80.99,0.00,44.116.234.000,24.137.766.000,68.254.000.000,31/03/2003,FRAS3
88,6.09,198.92,22.87,44.01,66.88,60.79,74.28,0.00,44.116.234.000,24.137.766.000,68.254.000.000,31/12/2002,FRAS3
89,4.42,203.71,24.99,60.65,85.64,81.22,80.85,0.00,44.116.234.000,24.137.766.000,68.254.000.000,30/09/2002,FRAS3
90,3.0,175.13,16.73,46.92,63.65,60.65,75.75,0.00,44.116.234.000,24.137.766.000,68.254.000.000,30/06/2002,FRAS3
91,3.54,150.81,11.25,30.36,41.61,38.07,74.55,0.00,44.116.234.000,24.137.766.000,68.254.000.000,31/03/2002,FRAS3
92,4.6,147.37,8.74,32.94,41.68,37.08,71.08,0.00,44.116.234.000,24.137.766.000,68.254.000.000,31/12/2001,FRAS3
93,2.33,150.43,5.21,37.54,42.75,40.42,73.85,0.00,44.116.234.000,24.137.766.000,68.254.000.000,30/06/2001,FRAS3
94,4.92,141.72,8.12,26.72,34.84,29.92,70.34,0.00,44.116.234.000,24.137.766.000,68.254.000.000,31/03/2001,FRAS3
95,2.11,137.16,8.94,25.26,34.2,32.09,66.26,0.00,44.116.234.000,24.137.766.000,68.254.000.000,31/12/2000,FRAS3
96,7.3,133.27,3.03,29.82,32.84,25.54,68.02,0.00,44.116.234.000,24.137.766.000,68.254.000.000,30/09/2000,FRAS3
97,7.44,133.87,5.84,29.36,35.2,27.76,65.1,0.00,44.116.234.000,24.137.766.000,68.254.000.000,30/06/2000,FRAS3
98,6.97,131.26,11.35,28.83,40.18,33.21,60.79,0.00,44.116.234.000,24.137.766.000,68.254.000.000,31/03/2000,FRAS3
0,166.09,1980.0,513.48,342.38,855.86,689.77,343.43,54.63,6.286.293,0,6.286.293,31/12/2024,FRIO3
1,79.04,1840.0,499.82,253.68,753.5,674.46,340.19,54.12,6.286.293,0,6.286.293,30/09/2024,FRIO3
2,59.78,1970.0,658.58,176.96,835.54,775.76,345.54,54.97,6.286.293,0,6.286.293,30/06/2024,FRIO3
3,99.9,1820.0,553.67,180.32,733.99,634.09,339.52,54.01,6.286.293,0,6.286.293,31/03/2024,FRIO3
4,121.41,1790.0,1280.0,218.52,1500.0,1380.0,-414.19,-  100.86,4.106.754,0,4.106.754,31/12/2023,FRIO3
5,60.21,1730.0,1360.0,175.6,1530.0,1470.0,-439.86,-  107.11,4.106.754,0,4.106.754,30/09/2023,FRIO3
6,56.52,1720.0,1340.0,163.81,1510.0,1450.0,-416.79,-  101.49,4.106.754,0,4.106.754,30/06/2023,FRIO3
7,46.2,1750.0,1370.0,181.05,1550.0,1500.0,-427.89,-  104.19,4.106.754,0,4.106.754,31/03/2023,FRIO3
8,113.36,1670.0,1310.0,195.43,1510.0,1390.0,-407.21,-  99.15,4.106.754,0,4.106.754,31/12/2022,FRIO3
9,110.88,1860.0,1360.0,221.81,1580.0,1470.0,-330.59,-  80.50,4.106.754,0,4.106.754,30/09/2022,FRIO3
10,98.96,1900.0,1190.0,239.08,1430.0,1330.0,-302.04,-  73.55,4.106.754,0,4.106.754,30/06/2022,FRIO3
11,115.65,1830.0,1030.0,280.22,1310.0,1190.0,-223.04,-  54.31,4.106.754,0,4.106.754,31/03/2022,FRIO3
12,252.37,1970.0,1040.0,380.28,1420.0,1170.0,-183.59,-  44.70,4.106.754,0,4.106.754,31/12/2021,FRIO3
13,107.06,1790.0,828.64,420.68,1250.0,1140.0,-112.66,-  27.43,4.106.754,0,4.106.754,30/09/2021,FRIO3
14,143.55,1850.0,684.89,496.08,1180.0,1040.0,-93.82,-  22.84,4.106.754,0,4.106.754,30/06/2021,FRIO3
15,130.07,2050.0,572.79,740.34,1310.0,1180.0,-62.52,-  15.22,4.106.754,0,4.106.754,31/03/2021,FRIO3
16,204.16,1720.0,476.05,672.02,1150.0,943.91,-66.49,-  16.19,4.106.754,0,4.106.754,31/12/2020,FRIO3
17,130.24,1700.0,822.05,434.45,1260.0,1130.0,-74.38,-  18.11,4.106.754,0,4.106.754,30/09/2020,FRIO3
18,103.72,1790.0,840.28,419.31,1260.0,1160.0,-31.17,-  7.59,4.106.754,0,4.106.754,30/06/2020,FRIO3
19,88.21,1810.0,746.85,402.45,1150.0,1060.0,-20.2,-  4.92,4.106.754,0,4.106.754,31/03/2020,FRIO3
20,240.11,1630.0,653.42,376.76,1030.0,790.08,56.76,13.82,4.106.754,0,4.106.754,31/12/2019,FRIO3
21,92.67,1530.0,594.14,381.96,976.1,883.43,49.65,12.09,4.106.754,0,4.106.754,30/09/2019,FRIO3
22,178.79,1550.0,529.76,393.17,922.92,744.13,43.66,10.63,4.106.754,0,4.106.754,30/06/2019,FRIO3
23,166.75,1450.0,464.23,417.53,881.76,715.01,43.53,10.60,4.106.754,0,4.106.754,31/03/2019,FRIO3
24,177.99,1390.0,496.06,382.84,878.9,700.91,37.76,9.19,4.106.754,0,4.106.754,31/12/2018,FRIO3
25,126.55,1340.0,388.45,536.89,925.34,798.79,29.13,7.09,4.106.754,0,4.106.754,30/09/2018,FRIO3
26,162.59,1390.0,390.33,493.14,883.47,720.89,30.34,7.39,4.106.754,0,4.106.754,30/06/2018,FRIO3
27,215.05,1330.0,574.46,286.59,861.04,645.99,45.81,11.15,4.106.754,0,4.106.754,31/03/2018,FRIO3
28,294.38,1280.0,511.2,317.6,828.8,534.42,57.48,14.00,4.106.754,0,4.106.754,31/12/2017,FRIO3
29,138.26,1210.0,520.45,282.39,802.84,664.59,86.37,21.03,4.106.754,0,4.106.754,30/09/2017,FRIO3
30,232.7,1300.0,657.26,222.5,879.76,647.06,75.84,18.47,4.106.754,0,4.106.754,30/06/2017,FRIO3
31,127.24,1190.0,551.05,197.72,748.77,621.53,99.21,1.61,61.601.000,0,61.601.000,31/03/2017,FRIO3
32,178.09,1100.0,283.74,441.23,724.97,546.87,83.26,1.35,61.601.000,0,61.601.000,31/12/2016,FRIO3
33,183.4,1060.0,246.12,413.11,659.23,475.83,107.79,1.75,61.601.000,0,61.601.000,30/09/2016,FRIO3
