,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamento,aumento_reducao_caixa_equivalentes,datas,tic
22,1900.0,-423.47,74.5,1550.0,31/03/2019,CPFE3
23,-130.14,-590.85,-966.39,-1690.0,31/12/2018,CPFE3
24,616.31,-345.7,817.99,1090.0,30/09/2018,CPFE3
25,833.59,-468.41,-903.92,-538.74,30/06/2018,CPFE3
26,-463.07,-445.73,688.14,-220.66,31/03/2018,CPFE3
27,-66.68,-691.77,175.94,-582.51,31/12/2017,CPFE3
28,820.16,-435.77,-868.33,-483.93,30/09/2017,CPFE3
29,1010.0,-704.03,-865.95,-561.72,30/06/2017,CPFE3
30,272.29,-677.76,-881.72,-1290.0,31/03/2017,CPFE3
31,1880.0,-2190.0,1130.0,820.33,31/12/2016,CPFE3
32,1150.0,-665.29,-600.4,-120.12,30/09/2016,CPFE3
33,1260.0,-494.97,290.6,1060.0,30/06/2016,CPFE3
34,348.3,-468.6,-1160.0,-1280.0,31/03/2016,CPFE3
35,2160.0,-499.28,-8.37,1650.0,31/12/2015,CPFE3
36,231.78,-232.26,330.12,329.64,30/09/2015,CPFE3
37,251.38,-443.6,-131.86,-324.07,30/06/2015,CPFE3
38,-82.27,-349.77,102.38,-329.66,31/03/2015,CPFE3
39,765.76,-103.2,-305.39,357.17,31/12/2014,CPFE3
40,560.18,-194.63,-1110.0,-740.39,30/09/2014,CPFE3
41,535.9,-301.3,263.31,497.92,30/06/2014,CPFE3
42,-269.27,-333.87,639.48,36.33,31/03/2014,CPFE3
43,720.16,-337.1,-1580.0,-1200.0,31/12/2013,CPFE3
44,311.61,-294.92,-30.77,-14.08,30/09/2013,CPFE3
45,1260.0,-555.07,1950.0,2650.0,30/06/2013,CPFE3
46,230.73,-507.46,613.71,336.98,31/03/2013,CPFE3
47,450.47,-611.12,-25.56,-186.21,31/12/2012,CPFE3
48,663.94,-688.65,674.53,649.82,30/09/2012,CPFE3
49,356.53,-1330.0,281.51,-693.06,30/06/2012,CPFE3
50,673.15,-737.41,71.76,7.5,31/03/2012,CPFE3
51,482.49,-1580.0,-473.7,-1570.0,31/12/2011,CPFE3
52,829.86,-194.76,-763.43,-128.33,30/09/2011,CPFE3
53,457.55,-312.14,2290.0,2440.0,30/06/2011,CPFE3
54,718.75,-397.07,82.62,404.3,31/03/2011,CPFE3
0,-1130.0,-744.0,-2350.0,-4230.0,30/09/2024,CRFB3
1,3600.0,-74.0,-1440.0,2090.0,30/06/2024,CRFB3
2,-7410.0,-591.0,2060.0,-5940.0,31/03/2024,CRFB3
3,9600.0,-531.0,-720.0,8350.0,31/12/2023,CRFB3
4,-310.0,-468.0,-1580.0,-2360.0,30/09/2023,CRFB3
5,3830.0,1100.0,-1350.0,3580.0,30/06/2023,CRFB3
6,-8390.0,-1010.0,1010.0,-8380.0,31/03/2023,CRFB3
7,11520.0,-1080.0,-1970.0,8480.0,31/12/2022,CRFB3
8,-1910.0,-658.0,1580.0,-988.0,30/09/2022,CRFB3
9,3180.0,-4820.0,1370.0,-268.0,30/06/2022,CRFB3
10,-5820.0,-752.0,3230.0,-3340.0,31/03/2022,CRFB3
11,9370.0,-455.0,-4320.0,4600.0,31/12/2021,CRFB3
12,-687.0,-670.0,1810.0,448.0,30/09/2021,CRFB3
13,2029.9999999999998,-710.0,-629.0,692.0,30/06/2021,CRFB3
14,-6270.0,-1730.0,3540.0,-4460.0,31/03/2021,CRFB3
15,7400.0,-1940.0,-2250.0,3220.0,31/12/2020,CRFB3
16,-1040.0,-292.0,-363.0,-1700.0,30/09/2020,CRFB3
17,2050.0,-274.0,1230.0,3010.0,30/06/2020,CRFB3
18,-4380.0,-818.0,1020.0,-4180.0,31/03/2020,CRFB3
19,5650.0,-379.0,-355.0,4920.0,31/12/2019,CRFB3
20,-323.0,-396.0,-72.0,-791.0,30/09/2019,CRFB3
21,1250.0,-442.0,-363.0,446.0,30/06/2019,CRFB3
22,-3920.0,-587.0,604.0,-3900.0,31/03/2019,CRFB3
23,4840.0,-425.0,-1150.0,3270.0,31/12/2018,CRFB3
24,19.0,-430.0,-112.0,-523.0,30/09/2018,CRFB3
25,933.0,-365.0,-304.0,264.0,30/06/2018,CRFB3
26,-2690.0,-484.0,9.0,-3170.0,31/03/2018,CRFB3
27,4140.0,-389.0,280.0,4030.0000000000005,31/12/2017,CRFB3
28,-469.0,-454.0,399.0,-524.0,30/09/2017,CRFB3
29,1460.0,-414.0,-522.0,522.0,30/06/2017,CRFB3
30,-2240.0,-624.0,399.0,-2470.0,31/03/2017,CRFB3
31,,,,,31/12/2016,CRFB3
0,3260.0,-2650.0,-3190.0,-2600.0,30/09/2024,CSAN3
1,4170.0,626.64,-4070.0000000000005,831.64,30/06/2024,CSAN3
2,1950.0,-1100.0,845.57,1740.0,31/03/2024,CSAN3
3,1990.0,512.76,-2890.0,-422.89,31/12/2023,CSAN3
4,3360.0,-2029.9999999999998,-2020.0,-657.92,30/09/2023,CSAN3
5,3110.0,-1370.0,2700.0,4350.0,30/06/2023,CSAN3
6,1820.0,-1410.0,-2300.0,-1920.0,31/03/2023,CSAN3
7,2430.0,-10140.0,5530.0,-2190.0,31/12/2022,CSAN3
8,3640.0,-5840.0,5110.0,2810.0,30/09/2022,CSAN3
9,2600.0,-2940.0,892.29,596.3,30/06/2022,CSAN3
10,1300.0,-1690.0,-3360.0,-4090.0,31/03/2022,CSAN3
11,1270.0,-1890.0,1040.0,545.93,31/12/2021,CSAN3
12,1200.0,-1330.0,7030.0,7060.0,30/09/2021,CSAN3
13,1920.0,-1040.0,-87.67,634.28,30/06/2021,CSAN3
14,842.74,9260.0,-6930.0,3320.0,31/03/2021,CSAN3
15,653.84,-274.03,-525.43,-231.1,31/12/2020,CSAN3
16,668.94,-586.52,-11.2,115.25,30/09/2020,CSAN3
17,858.31,-680.96,1150.0,1390.0,30/06/2020,CSAN3
18,-38.27,-799.23,-2150.0,-2740.0,31/03/2020,CSAN3
19,943.9,147.87,1430.0,2500.0,31/12/2019,CSAN3
20,989.38,-129.13,-601.25,326.54,30/09/2019,CSAN3
21,635.04,408.66,-1260.0,-241.35,30/06/2019,CSAN3
22,239.67,258.76,284.95,790.78,31/03/2019,CSAN3
23,262.99,-33.8,-654.29,-442.2,31/12/2018,CSAN3
24,548.66,184.04,-759.57,-5.21,30/09/2018,CSAN3
25,349.73,-258.7,-990.73,-819.55,30/06/2018,CSAN3
26,1530.0,20.44,-742.75,813.58,31/03/2018,CSAN3
27,338.33,-21.91,-901.1,-570.17,31/12/2017,CSAN3
28,538.42,102.87,-326.03,305.38,30/09/2017,CSAN3
29,486.05,190.94,-1000.0,-309.43,30/06/2017,CSAN3
30,430.11,-66.84,-619.94,-266.38,31/03/2017,CSAN3
31,617.25,1090.0,-712.65,999.85,31/12/2016,CSAN3
32,691.67,39.65,6.47,731.72,30/09/2016,CSAN3
33,609.26,-97.76,-897.27,-400.9,30/06/2016,CSAN3
34,317.06,143.06,-909.23,-469.28,31/03/2016,CSAN3
35,410.43,346.19,510.02,1260.0,31/12/2015,CSAN3
36,554.95,-156.25,-581.05,-155.62,30/09/2015,CSAN3
37,611.01,-30.74,-421.51,159.02,30/06/2015,CSAN3
38,286.79,-79.33,85.45,321.4,31/03/2015,CSAN3
39,20.77,402.03,-190.58,233.7,31/12/2014,CSAN3
40,452.18,-185.14,-281.94,-14.9,30/09/2014,CSAN3
41,275.25,-269.73,-156.6,-151.09,30/06/2014,CSAN3
42,252.06,-2.01,-252.12,-2.07,31/03/2014,CSAN3
43,387.74,20.0,-135.42,272.32,31/12/2013,CSAN3
44,407.38,-250.68,-445.11,-288.41,30/09/2013,CSAN3
45,356.1,-292.4,-111.81,-48.12,30/06/2013,CSAN3
46,1240.0,-1000.0,-73.52,163.27,31/03/2013,CSAN3
47,557.86,-3030.0,2910.0,432.43,31/12/2012,CSAN3
48,508.22,-246.13,222.87,484.96,30/09/2012,CSAN3
49,44.67,-524.22,270.58,-208.97,30/06/2012,CSAN3
50,1210.0,-542.7,-244.98,421.28,31/03/2012,CSAN3
51,286.87,-400.31,-163.35,-276.8,31/12/2011,CSAN3
52,573.26,-417.96,38.23,193.53,30/09/2011,CSAN3
53,-107.63,-881.81,1010.0,24.09,30/06/2011,CSAN3
54,1760.0,-1440.0,-205.68,117.19,31/03/2011,CSAN3
0,3470.0,-1330.0,787.02,2910.0,30/09/2024,CSNA3
1,2250.0,-1270.0,-210.49,687.01,30/06/2024,CSNA3
2,-616.09,-834.5,271.6,-1190.0,31/03/2024,CSNA3
3,1650.0,-1770.0,865.01,743.6,31/12/2023,CSNA3
4,3970.0,-1190.0,553.05,3330.0,30/09/2023,CSNA3
5,1110.0,-792.7,-2060.0,-1700.0,30/06/2023,CSNA3
6,554.1,-838.39,1960.0,1680.0,31/03/2023,CSNA3
7,-88.75,-3890.0,1670.0,-2330.0,31/12/2022,CSNA3
8,3120.0,-5170.0,1440.0,-604.32,30/09/2022,CSNA3
9,2880.0,-1470.0,239.57,1620.0,30/06/2022,CSNA3
10,-3860.0,-928.35,1400.0,-3350.0,31/03/2022,CSNA3
11,1340.0,-770.76,826.28,1390.0,31/12/2021,CSNA3
12,5210.0,-2050.0,-9640.0,-6500.0,30/09/2021,CSNA3
13,4790.0,529.1,2500.0,7850.0,30/06/2021,CSNA3
14,3460.0,2740.0,-2210.0,3960.0,31/03/2021,CSNA3
15,3990.0,-515.44,742.88,4220.0,31/12/2020,CSNA3
16,3620.0,-523.76,-1580.0,1510.0,30/09/2020,CSNA3
17,1500.0,-419.61,-136.02,932.41,30/06/2020,CSNA3
18,466.93,-404.85,2160.0,2190.0,31/03/2020,CSNA3
19,1110.0,-919.84,-999.08,-806.91,31/12/2019,CSNA3
20,1840.0,-688.11,-1400.0,-258.77,30/09/2019,CSNA3
21,738.59,-407.67,-878.62,-547.45,30/06/2019,CSNA3
22,1190.0,-220.75,-514.82,454.07,31/03/2019,CSNA3
23,609.55,-623.59,-743.17,-747.24,31/12/2018,CSNA3
24,801.49,-462.66,-848.32,-516.09,30/09/2018,CSNA3
25,337.85,1200.0,-242.63,1280.0,30/06/2018,CSNA3
26,459.22,-213.57,-1420.0,-1180.0,31/03/2018,CSNA3
27,477.68,-363.38,-94.28,30.14,31/12/2017,CSNA3
28,585.41,-297.95,-500.34,-209.91,30/09/2017,CSNA3
29,-386.72,-234.5,-92.62,-724.46,30/06/2017,CSNA3
30,-104.52,-153.39,-306.52,-555.37,31/03/2017,CSNA3
31,501.8,-572.08,-128.35,-220.21,31/12/2016,CSNA3
32,505.07,-445.59,-83.22,-47.67,30/09/2016,CSNA3
33,208.5,-367.58,-232.97,-369.03,30/06/2016,CSNA3
34,-939.45,-919.93,-438.47,-2350.0,31/03/2016,CSNA3
35,3890.0,-2650.0,-1040.0,261.69,31/12/2015,CSNA3
36,179.69,-399.15,-26.73,-245.07,30/09/2015,CSNA3
37,-640.74,-227.57,-170.12,-1230.0,30/06/2015,CSNA3
38,1640.0,413.49,-1850.0,384.76,31/03/2015,CSNA3
39,587.95,-417.88,-124.28,-285.34,31/12/2014,CSNA3
40,183.89,-610.93,-405.39,-48.61,30/09/2014,CSNA3
41,-159.67,-493.18,-261.35,-980.4,30/06/2014,CSNA3
42,576.22,-135.75,-104.99,4.7,31/03/2014,CSNA3
43,796.84,-799.13,-1470.0,-1150.0,31/12/2013,CSNA3
44,608.4,-727.14,-574.06,-1130.0,30/09/2013,CSNA3
45,1010.0,-486.49,211.67,940.73,30/06/2013,CSNA3
46,-215.77,-233.06,-49.45,-559.68,31/03/2013,CSNA3
47,2009.9999999999998,-785.51,-134.67,-108.84,31/12/2012,CSNA3
48,827.35,-795.46,785.2,863.23,30/09/2012,CSNA3
49,306.86,-605.83,-1360.0,-453.54,30/06/2012,CSNA3
50,346.66,-1350.0,-36.23,-1270.0,31/03/2012,CSNA3
51,1160.0,-1560.0,-11.59,-217.77,31/12/2011,CSNA3
52,1050.0,-2020.0,3130.0,3950.0,30/09/2011,CSNA3
53,1080.0,-30.79,-163.32,569.95,30/06/2011,CSNA3
54,917.69,-1660.0,1790.0,875.77,31/03/2011,CSNA3
0,169.22,-23.56,-4.78,139.29,30/09/2024,CVCB3
1,8.1,-41.22,-171.8,-196.0,30/06/2024,CVCB3
2,-12.1,-11.4,-20.43,-42.67,31/03/2024,CVCB3
3,20.37,-2.65,245.04,261.25,31/12/2023,CVCB3
4,-327.18,-22.81,-76.2,-424.56,30/09/2023,CVCB3
5,-64.39,-28.58,316.95,219.93,30/06/2023,CVCB3
6,-199.28,-34.83,-24.17,-261.33,31/03/2023,CVCB3
7,453.05,-78.62,-88.96,285.19,31/12/2022,CVCB3
8,18.3,-61.77,-36.19,-77.18,30/09/2022,CVCB3
9,-439.02,-44.18,179.74,-299.82,30/06/2022,CVCB3
10,86.0,-60.22,-25.49,-16.48,31/03/2022,CVCB3
11,231.23,-60.53,-42.78,132.33,31/12/2021,CVCB3
12,-133.1,-26.82,225.44,79.56,30/09/2021,CVCB3
13,-44.6,-24.29,-34.76,-127.91,30/06/2021,CVCB3
14,-157.98,-22.0,-37.32,-198.97,31/03/2021,CVCB3
15,-393.36,-32.44,-409.8,-736.73,31/12/2020,CVCB3
16,325.81,-32.18,285.93,573.34,30/09/2020,CVCB3
17,585.15,-27.09,-58.04,468.17,30/06/2020,CVCB3
18,331.02,-23.92,-45.07,240.32,31/03/2020,CVCB3
19,13.53,-122.09,64.86,-44.48,31/12/2019,CVCB3
20,127.82,-28.36,-220.65,-120.02,30/09/2019,CVCB3
21,118.45,-102.34,358.8,379.19,30/06/2019,CVCB3
22,,-103.25,-85.16,-193.46,31/03/2019,CVCB3
23,157.32,-103.88,-207.17,-159.27,31/12/2018,CVCB3
24,16.47,-36.62,332.3,313.45,30/09/2018,CVCB3
25,-61.98,-34.04,159.45,78.21,30/06/2018,CVCB3
26,-159.86,-24.87,-33.51,-218.24,31/03/2018,CVCB3
27,-30.38,-70.07,267.12,171.3,31/12/2017,CVCB3
28,71.2,-13.95,-19.43,28.78,30/09/2017,CVCB3
29,100.64,-22.18,-84.06,5.59,30/06/2017,CVCB3
30,-90.9,-18.1,175.63,70.82,31/03/2017,CVCB3
31,129.29,-46.67,-90.98,-9.07,31/12/2016,CVCB3
32,-1.19,-1.75,-14.48,-3.65,30/09/2016,CVCB3
33,-9.17,-19.31,35.52,-5.02,30/06/2016,CVCB3
34,41.11,-25.45,21.77,24.59,31/03/2016,CVCB3
35,189.54,-39.48,-142.8,-2.67,31/12/2015,CVCB3
36,46.53,-55.0,,4.18,30/09/2015,CVCB3
37,34.69,-10.63,-65.27,-54.9,30/06/2015,CVCB3
38,-106.93,-8.45,156.57,51.57,31/03/2015,CVCB3
39,128.08,-9.99,-129.06,-11.42,31/12/2014,CVCB3
40,18.44,-6.73,-14.85,8.4,30/09/2014,CVCB3
41,75.56,-26.35,-33.54,8.86,30/06/2014,CVCB3
42,47.57,-17.87,-15.11,9.24,31/03/2014,CVCB3
43,36.4,-30.96,-23.57,-15.7,31/12/2013,CVCB3
44,-2.79,-15.58,-13.81,-41.64,30/09/2013,CVCB3
45,33.0,-19.65,-14.93,7.24,30/06/2013,CVCB3
46,-163.05,-14.04,-15.35,-192.25,31/03/2013,CVCB3
47,,,,,31/12/2012,CVCB3
0,-110.54,219.96,258.07,367.49,30/09/2024,CYRE3
1,-23.79,-181.51,224.42,19.13,30/06/2024,CYRE3
2,122.91,138.22,-346.86,-85.73,31/03/2024,CYRE3
3,-368.72,82.27,271.62,-14.83,31/12/2023,CYRE3
4,-83.09,261.74,-153.89,24.76,30/09/2023,CYRE3
5,-150.91,-84.57,229.48,-6.0,30/06/2023,CYRE3
6,-12.96,317.75,-195.94,108.85,31/03/2023,CYRE3
7,-423.56,-125.37,441.5,-107.42,31/12/2022,CYRE3
8,116.1,-453.47,310.84,-26.54,30/09/2022,CYRE3
9,116.1,-453.47,310.84,-26.54,30/06/2022,CYRE3
10,116.1,-453.47,310.84,-26.54,31/03/2022,CYRE3
11,116.1,-453.47,310.84,-26.54,31/12/2021,CYRE3
12,65.85,-178.54,75.85,-36.84,30/09/2021,CYRE3
13,-34.06,-103.3,246.29,108.93,30/06/2021,CYRE3
14,32.74,-20.59,-29.15,-17.0,31/03/2021,CYRE3
15,198.22,501.31,-690.68,8.86,31/12/2020,CYRE3
16,2029.9999999999998,-1890.0,-226.44,-83.58,30/09/2020,CYRE3
17,-83.28,-237.63,360.15,39.24,30/06/2020,CYRE3
18,-13.77,52.33,-15.43,23.13,31/03/2020,CYRE3
19,316.32,265.02,-456.28,125.07,31/12/2019,CYRE3
20,116.15,-313.96,144.59,-53.22,30/09/2019,CYRE3
21,154.25,-15.24,-127.52,11.49,30/06/2019,CYRE3
22,102.63,144.16,-291.53,-44.73,31/03/2019,CYRE3
23,103.23,648.08,-706.75,44.56,31/12/2018,CYRE3
24,441.49,-738.15,265.29,-31.37,30/09/2018,CYRE3
25,94.81,-248.43,215.74,62.12,30/06/2018,CYRE3
26,224.85,187.19,-509.15,-97.11,31/03/2018,CYRE3
27,225.69,214.0,-496.01,-56.32,31/12/2017,CYRE3
28,228.64,69.37,-314.83,-16.82,30/09/2017,CYRE3
29,5.31,291.58,-487.07,-190.18,30/06/2017,CYRE3
30,119.78,-291.57,116.98,-54.81,31/03/2017,CYRE3
31,269.38,-203.01,-60.86,5.51,31/12/2016,CYRE3
32,-373.68,436.34,-143.37,-80.7,30/09/2016,CYRE3
33,178.3,-99.48,-271.62,-192.8,30/06/2016,CYRE3
34,-67.77,146.69,-125.68,-46.76,31/03/2016,CYRE3
35,-224.15,583.07,-371.3,-12.38,31/12/2015,CYRE3
36,182.88,-291.18,83.81,-24.5,30/09/2015,CYRE3
37,304.36,-361.84,14.6,-42.88,30/06/2015,CYRE3
38,385.9,-253.04,-143.75,-10.9,31/03/2015,CYRE3
39,352.72,72.95,-432.04,-6.37,31/12/2014,CYRE3
40,226.83,19.22,-200.44,45.61,30/09/2014,CYRE3
41,136.57,-344.8,-570.08,-778.31,30/06/2014,CYRE3
42,319.97,-167.12,175.25,328.1,31/03/2014,CYRE3
43,-52.36,-163.95,161.72,-54.6,31/12/2013,CYRE3
44,20.84,343.96,50.95,415.75,30/09/2013,CYRE3
45,145.03,-11.69,-209.32,-75.98,30/06/2013,CYRE3
46,153.96,-59.27,-207.14,-112.45,31/03/2013,CYRE3
47,179.03,991.08,-286.12,883.98,31/12/2012,CYRE3
48,176.96,-18.08,-63.29,95.59,30/09/2012,CYRE3
49,162.96,-28.74,-347.57,-213.34,30/06/2012,CYRE3
50,235.25,-15.16,-7.31,212.77,31/03/2012,CYRE3
51,405.98,-36.91,-394.37,-25.3,31/12/2011,CYRE3
52,-262.44,-144.94,442.83,35.46,30/09/2011,CYRE3
53,-240.21,-4.69,206.8,-38.11,30/06/2011,CYRE3
54,-57.62,,108.29,50.88,31/03/2011,CYRE3
0,1050.0,-2000.0,43.17,-907.46,30/09/2024,ECOR3
1,998.67,-2290.0,-771.71,-2060.0,30/06/2024,ECOR3
2,740.49,-696.83,802.88,846.54,31/03/2024,ECOR3
3,1050.0,-1660.0,1380.0,775.13,31/12/2023,ECOR3
4,979.19,-1530.0,1270.0,721.11,30/09/2023,ECOR3
5,905.16,-1890.0,1260.0,277.58,30/06/2023,ECOR3
6,615.37,-740.81,496.4,370.96,31/03/2023,ECOR3
7,630.93,-799.43,-899.23,-1070.0,31/12/2022,ECOR3
8,519.03,-760.69,1660.0,1420.0,30/09/2022,ECOR3
9,387.32,-614.22,-680.82,-907.71,30/06/2022,ECOR3
10,348.55,-430.34,-50.39,-132.19,31/03/2022,ECOR3
11,497.48,-588.17,-1130.0,-1220.0,31/12/2021,ECOR3
12,512.61,-1880.0,1410.0,47.25,30/09/2021,ECOR3
13,450.91,-870.72,2130.0,1710.0,30/06/2021,ECOR3
14,412.08,-130.46,-96.93,184.69,31/03/2021,ECOR3
15,413.77,-299.29,-914.57,-800.09,31/12/2020,ECOR3
16,370.33,-318.95,646.24,697.62,30/09/2020,ECOR3
17,366.41,515.77,-584.55,297.63,30/06/2020,ECOR3
18,320.67,-949.59,-80.27,-709.19,31/03/2020,ECOR3
19,549.33,-267.09,-1300.0,-1020.0,31/12/2019,ECOR3
20,298.93,-254.03,-347.31,-302.4,30/09/2019,ECOR3
21,402.36,-881.03,1140.0,663.72,30/06/2019,ECOR3
22,153.1,-241.74,-50.62,-139.26,31/03/2019,ECOR3
23,392.22,-275.61,-262.36,-145.76,31/12/2018,ECOR3
24,382.39,-168.34,531.82,745.87,30/09/2018,ECOR3
25,213.4,-60.74,-582.81,-430.16,30/06/2018,ECOR3
26,355.74,-303.08,819.89,872.55,31/03/2018,ECOR3
27,268.96,-181.8,823.34,910.49,31/12/2017,ECOR3
28,370.63,-162.74,-115.56,92.33,30/09/2017,ECOR3
29,324.78,-154.28,-365.37,-194.88,30/06/2017,ECOR3
30,321.42,-91.8,-19.09,210.53,31/03/2017,ECOR3
31,128.6,-7.41,-303.99,-182.8,31/12/2016,ECOR3
32,359.45,-255.03,-71.25,33.17,30/09/2016,ECOR3
33,328.99,-151.43,-300.36,-122.81,30/06/2016,ECOR3
34,282.99,-77.24,-116.71,89.04,31/03/2016,ECOR3
35,317.75,-157.25,-55.94,104.56,31/12/2015,ECOR3
36,334.72,-200.36,58.92,193.28,30/09/2015,ECOR3
37,264.78,-293.42,-214.25,-242.9,30/06/2015,ECOR3
38,243.77,-107.88,-23.05,112.85,31/03/2015,ECOR3
39,295.78,-262.5,-147.03,-113.75,31/12/2014,ECOR3
40,192.72,-219.43,23.11,-3.59,30/09/2014,ECOR3
41,185.17,-294.13,-591.92,-700.88,30/06/2014,ECOR3
42,579.82,-162.11,-65.42,352.29,31/03/2014,ECOR3
43,257.49,-195.36,-251.44,-189.32,31/12/2013,ECOR3
44,419.05,-142.35,-225.85,50.85,30/09/2013,ECOR3
45,121.37,-134.92,324.68,311.12,30/06/2013,ECOR3
46,235.05,-105.08,-10.56,119.41,31/03/2013,ECOR3
47,149.69,-78.14,350.18,421.73,31/12/2012,ECOR3
48,235.95,-139.02,18.34,115.28,30/09/2012,ECOR3
49,138.24,-808.43,467.82,-202.38,30/06/2012,ECOR3
50,174.49,-58.42,-108.33,7.74,31/03/2012,ECOR3
51,134.06,-111.56,-145.14,-122.64,31/12/2011,ECOR3
52,181.7,-78.84,-44.61,58.24,30/09/2011,ECOR3
53,102.4,-79.93,-214.72,-192.25,30/06/2011,ECOR3
54,202.64,-39.8,-174.29,-11.45,31/03/2011,ECOR3
0,1110.0,-1720.0,441.86,-161.97,30/09/2024,EGIE3
1,1280.0,-2020.0,-316.75,-1050.0,30/06/2024,EGIE3
2,899.07,-351.6,-540.99,6.48,31/03/2024,EGIE3
3,1230.0,-359.77,1300.0,2170.0,31/12/2023,EGIE3
4,915.22,-764.51,-1820.0,-1670.0,30/09/2023,EGIE3
5,1160.0,-511.81,1170.0,1810.0,30/06/2023,EGIE3
6,1280.0,-406.34,-168.76,705.86,31/03/2023,EGIE3
7,991.88,-602.7,-1920.0,-1530.0,31/12/2022,EGIE3
8,794.25,-496.38,-846.32,-548.45,30/09/2022,EGIE3
9,703.85,-144.6,-833.51,-274.26,30/06/2022,EGIE3
10,847.52,-540.76,-875.51,-568.75,31/03/2022,EGIE3
11,704.56,156.53,-344.96,516.96,31/12/2021,EGIE3
12,204.14,-369.11,-269.6,-434.57,30/09/2021,EGIE3
13,469.43,106.84,183.72,759.99,30/06/2021,EGIE3
14,611.04,-233.32,-602.64,-224.92,31/03/2021,EGIE3
15,-205.57,-139.43,-812.75,-1160.0,31/12/2020,EGIE3
16,161.81,-406.11,1140.0,897.21,30/09/2020,EGIE3
17,472.25,146.9,-7.71,611.43,30/06/2020,EGIE3
18,913.77,-598.3,2.32,317.79,31/03/2020,EGIE3
19,958.62,160.79,1030.0,2150.0,31/12/2019,EGIE3
20,982.62,-20.79,-884.73,77.1,30/09/2019,EGIE3
21,728.55,-3710.0,3670.0,692.05,30/06/2019,EGIE3
22,951.48,-658.5,-1760.0,-1470.0,31/03/2019,EGIE3
23,643.34,-925.1,254.99,-26.77,31/12/2018,EGIE3
24,847.91,-1110.0,1660.0,1400.0,30/09/2018,EGIE3
25,954.6,-713.39,89.03,330.24,30/06/2018,EGIE3
26,700.86,-460.56,-1450.0,-1210.0,31/03/2018,EGIE3
27,-1670.0,-1390.0,3420.0,368.55,31/12/2017,EGIE3
28,550.57,-495.64,1.14,56.06,30/09/2017,EGIE3
29,717.37,-553.06,-510.18,-345.87,30/06/2017,EGIE3
30,733.23,-375.27,-321.98,35.98,31/03/2017,EGIE3
31,693.24,-513.74,-1450.0,-1270.0,31/12/2016,EGIE3
32,814.7,-343.97,509.9,980.63,30/09/2016,EGIE3
33,334.2,-213.87,-279.08,-158.75,30/06/2016,EGIE3
34,682.66,-200.52,-615.51,-133.38,31/03/2016,EGIE3
35,650.17,-175.19,-19.86,455.12,31/12/2015,EGIE3
36,971.59,-248.44,-525.88,197.28,30/09/2015,EGIE3
37,506.91,-163.1,-217.46,126.36,30/06/2015,EGIE3
38,449.94,-192.21,-244.36,13.37,31/03/2015,EGIE3
39,872.8,-131.79,413.58,1150.0,31/12/2014,EGIE3
40,379.46,-77.76,-669.6,-367.9,30/09/2014,EGIE3
41,85.5,-162.48,-237.65,-314.64,30/06/2014,EGIE3
42,339.15,-216.19,-214.56,-91.61,31/03/2014,EGIE3
43,591.42,-129.85,-2.59,458.98,31/12/2013,EGIE3
44,720.34,-168.27,-772.1,-220.03,30/09/2013,EGIE3
45,721.25,-119.21,-432.02,170.03,30/06/2013,EGIE3
46,282.92,-141.57,-506.02,-364.67,31/03/2013,EGIE3
47,763.02,-90.32,83.94,756.64,31/12/2012,EGIE3
48,708.43,-68.73,-699.31,-59.61,30/09/2012,EGIE3
49,655.52,-84.1,-733.56,-162.13,30/06/2012,EGIE3
50,232.34,-91.84,-277.23,-136.73,31/03/2012,EGIE3
51,541.76,-97.21,-790.31,-345.77,31/12/2011,EGIE3
52,699.61,-78.12,-36.41,585.08,30/09/2011,EGIE3
53,511.48,-88.94,-1170.0,-748.47,30/06/2011,EGIE3
54,300.83,-96.81,4.37,208.39,31/03/2011,EGIE3
0,3780.0,1810.0,-1850.0,3730.0,30/09/2024,ELET3
1,1860.0,-3780.0,8370.0,6450.0,30/06/2024,ELET3
2,1290.0,-1350.0,-1490.0,-1550.0,31/03/2024,ELET3
3,1610.0,84.34,-9650.0,-7960.0,31/12/2023,ELET3
4,3130.0,-3610.0,10050.0,9580.0,30/09/2023,ELET3
5,2410.0,1370.0,-3960.0,-189.3,30/06/2023,ELET3
6,1100.0,2980.0,-3200.0,878.74,31/03/2023,ELET3
7,3820.0,-31610.0,34410.0,14470.0,31/12/2022,ELET3
8,2120.0,1790.0,-2220.0,-6150.0,30/09/2022,ELET3
9,1650.0,1110.0,-483.01,2270.0,30/06/2022,ELET3
10,1680.0,-91.36,-1640.0,-43.42,31/03/2022,ELET3
11,5790.0,-1780.0,-5690.0,-1690.0,31/12/2021,ELET3
12,263.83,31.83,666.05,961.71,30/09/2021,ELET3
13,-954.0,993.88,587.6,627.47,30/06/2021,ELET3
14,3130.0,881.72,-4010.0,5.34,31/03/2021,ELET3
15,1770.0,94.74,-1890.0,-20.69,31/12/2020,ELET3
16,2700.0,782.16,-3540.0,-61.08,30/09/2020,ELET3
17,-154.63,934.85,-923.37,-143.15,30/06/2020,ELET3
18,-117.53,629.81,-336.06,176.22,31/03/2020,ELET3
19,-2460.0,596.92,1750.0,-112.43,31/12/2019,ELET3
20,3550.0,299.24,-7730.0,-3880.0,30/09/2019,ELET3
21,-814.24,1260.0,2950.0,3400.0,30/06/2019,ELET3
