,retorno_sobre_capital_tangivel_inicial,retorno_sobre_capital_investido_inicial,retorno_sobre_capital_tangivel_inicial_pre_impostos,retorno_sobre_capital_investido_inicial_pre_impostos,retorno_sobre_patrimonio_liquido_inicial,retorno_sobre_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_do_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda,datas,tic
39,0.047,0.04,0.072,0.061,0.043,0.023,0.116,0.031,0.064,0.118,0.74,2.01,1.01,3.92,31/03/2015,GGBR4
40,0.05,0.043,0.077,0.064,0.046,0.024,0.121,0.033,0.068,0.121,0.73,1.96,0.96,3.21,31/12/2014,GGBR4
41,0.05,0.042,0.075,0.064,0.05,0.026,0.124,0.035,0.066,0.118,0.75,1.96,0.96,3.14,30/09/2014,GGBR4
42,0.054,0.046,0.081,0.069,0.063,0.033,0.131,0.043,0.071,0.123,0.76,1.93,0.93,2.74,30/06/2014,GGBR4
43,0.058,0.05,0.088,0.075,0.068,0.035,0.134,0.044,0.074,0.125,0.80,1.92,0.92,2.88,31/03/2014,GGBR4
44,0.052,0.045,0.079,0.068,0.058,0.03,0.129,0.04,0.069,0.12,0.75,1.92,0.92,3.05,31/12/2013,GGBR4
45,0.044,0.038,0.066,0.058,0.046,0.024,0.125,0.033,0.062,0.112,0.72,1.92,0.92,3.21,30/09/2013,GGBR4
46,0.038,0.034,0.058,0.051,0.039,0.02,0.118,0.028,0.054,0.104,0.71,1.93,0.93,3.67,30/06/2013,GGBR4
47,0.042,0.038,0.064,0.057,0.048,0.024,0.12,0.032,0.056,0.105,0.76,1.92,0.92,3.49,31/03/2013,GGBR4
48,0.047,0.042,0.071,0.063,0.057,0.028,0.125,0.038,0.062,0.11,0.76,1.95,0.95,3.17,31/12/2012,GGBR4
49,0.05,0.044,0.076,0.067,0.069,0.035,0.13,0.046,0.066,0.113,0.77,1.96,0.96,3.09,30/09/2012,GGBR4
50,0.058,0.053,0.088,0.08,0.089,0.046,0.136,0.055,0.073,0.121,0.83,1.98,0.98,2.94,30/06/2012,GGBR4
51,0.064,0.057,0.097,0.086,0.103,0.046,0.139,0.055,0.077,0.126,0.84,1.97,0.97,2.66,31/03/2012,GGBR4
52,0.065,0.057,0.099,0.087,0.103,0.047,0.144,0.057,0.081,0.131,0.83,2.00,1.00,2.62,31/12/2011,GGBR4
53,0.054,0.062,0.082,0.094,0.102,0.045,0.142,0.057,0.087,0.14,0.80,1.97,0.97,2.56,30/09/2011,GGBR4
54,0.053,0.066,0.08,0.1,0.091,0.038,0.146,0.053,0.09,0.145,0.72,1.95,0.95,2.22,30/06/2011,GGBR4
55,0.061,0.076,0.092,0.115,0.107,0.045,0.162,0.062,0.103,0.16,0.72,2.23,1.23,2.51,31/03/2011,GGBR4
56,0.068,0.085,0.103,0.129,0.116,0.048,0.176,0.068,0.116,0.176,0.70,2.20,1.20,2.46,31/12/2010,GGBR4
57,,,,,,,0.202,0.084,0.126,,NA,2.25,1.25,NA,30/09/2010,GGBR4
58,,,,,,,0.215,0.089,0.134,,NA,2.38,1.38,NA,30/06/2010,GGBR4
59,,,,,,,0.191,0.058,0.062,,NA,2.40,1.40,NA,31/03/2010,GGBR4
60,,,,,,,0.167,0.042,0.032,,NA,2.41,1.41,NA,31/12/2009,GGBR4
61,0.022,0.022,0.034,0.034,0.024,0.021,0.0,0.0,0.0,,0.00,1.32,0.32,NA,30/09/2009,GGBR4
62,0.037,0.037,0.056,0.056,0.036,0.032,0.0,0.0,0.0,,0.00,1.34,0.34,NA,30/06/2009,GGBR4
63,0.085,0.085,0.128,0.129,0.184,0.148,0.0,0.0,0.0,,0.00,1.35,0.35,NA,31/03/2009,GGBR4
64,0.119,0.12,0.18,0.181,0.252,0.199,0.0,0.0,0.0,,0.00,1.35,0.35,NA,31/12/2008,GGBR4
65,0.135,0.136,0.205,0.206,0.237,0.196,0.0,0.0,0.0,,0.00,1.15,0.15,NA,30/09/2008,GGBR4
66,0.14,0.141,0.212,0.213,0.253,0.212,0.0,0.0,0.0,,0.00,1.15,0.15,NA,30/06/2008,GGBR4
67,0.126,0.127,0.191,0.192,0.227,0.189,0.0,0.0,0.0,,0.00,1.25,0.25,NA,31/03/2008,GGBR4
68,0.124,0.125,0.188,0.189,0.23,0.187,0.0,0.0,0.0,,0.00,1.27,0.27,NA,31/12/2007,GGBR4
69,0.142,0.143,0.215,0.216,0.266,0.218,0.0,0.0,0.0,,0.00,1.21,0.21,NA,30/09/2007,GGBR4
70,0.125,0.154,0.19,0.233,0.296,0.111,0.266,0.109,0.154,,1.01,2.50,1.50,NA,30/06/2007,GGBR4
71,0.144,0.177,0.218,0.268,0.331,0.125,0.273,0.118,0.17,,1.06,2.56,1.56,NA,31/03/2007,GGBR4
72,0.141,0.171,0.214,0.26,0.358,0.132,0.276,0.122,0.17,,1.07,2.70,1.70,NA,31/12/2006,GGBR4
73,0.159,0.193,0.241,0.292,0.365,0.137,0.279,0.126,0.192,,1.09,2.66,1.66,NA,30/09/2006,GGBR4
74,0.163,0.201,0.247,0.305,0.386,0.15,0.272,0.131,0.182,,1.14,2.68,1.68,NA,30/06/2006,GGBR4
75,0.16,0.198,0.243,0.3,0.409,0.144,0.266,0.132,0.184,,1.09,2.64,1.64,NA,31/03/2006,GGBR4
76,0.191,0.238,0.29,0.36,0.458,0.149,0.27,0.131,0.205,,1.14,2.72,1.72,NA,31/12/2005,GGBR4
77,0.209,0.25,0.316,0.379,0.472,0.165,0.279,0.131,0.205,,1.26,2.66,1.66,NA,30/09/2005,GGBR4
78,0.238,0.288,0.36,0.436,0.637,0.193,0.301,0.147,0.228,,1.31,2.58,1.58,NA,30/06/2005,GGBR4
79,0.27,0.323,0.409,0.489,0.716,0.208,0.322,0.148,0.243,,1.41,2.84,1.84,NA,31/03/2005,GGBR4
80,0.249,0.296,0.378,0.448,0.686,0.199,0.319,0.144,0.235,,1.38,3.07,2.07,NA,31/12/2004,GGBR4
81,0.207,0.251,0.314,0.381,0.694,0.18,0.309,0.146,0.222,,1.24,2.87,1.87,NA,30/09/2004,GGBR4
82,0.172,0.209,0.261,0.317,0.498,0.128,0.276,0.11,0.197,,1.16,3.29,2.29,NA,30/06/2004,GGBR4
83,0.105,0.128,0.16,0.194,0.366,0.086,0.245,0.09,0.145,,0.95,3.44,2.44,NA,31/03/2004,GGBR4
84,0.093,0.113,0.14,0.172,0.345,0.079,0.246,0.085,0.134,,0.92,3.45,2.45,NA,31/12/2003,GGBR4
85,0.082,0.094,0.125,0.143,0.26,0.065,0.255,0.069,0.118,,0.95,3.84,2.84,NA,30/09/2003,GGBR4
86,0.138,0.172,0.209,0.261,0.321,0.089,0.268,0.08,0.166,,1.12,3.91,2.91,NA,30/06/2003,GGBR4
87,0.162,0.203,0.245,0.307,0.336,0.094,0.273,0.086,0.201,,1.10,4.28,3.28,NA,31/03/2003,GGBR4
88,0.151,0.192,0.229,0.292,0.297,0.082,0.286,0.087,0.218,,0.94,4.39,3.39,NA,31/12/2002,GGBR4
89,0.172,0.193,0.261,0.292,0.267,0.088,0.289,0.091,0.236,,0.98,3.99,2.99,NA,30/09/2002,GGBR4
90,0.128,0.144,0.194,0.217,0.211,0.072,0.298,0.081,0.194,,0.89,3.61,2.61,NA,30/06/2002,GGBR4
91,,,,,,,0.294,0.078,0.171,,NA,3.56,2.56,NA,31/03/2002,GGBR4
92,0.114,0.128,0.172,0.194,0.196,0.067,0.281,0.079,0.182,,0.85,3.64,2.64,NA,31/12/2001,GGBR4
93,,,,,,,0.266,0.076,0.212,,NA,3.02,2.02,NA,30/09/2001,GGBR4
94,,,,,,,0.252,0.074,0.178,,NA,2.92,1.92,NA,30/06/2001,GGBR4
95,0.125,0.136,0.19,0.206,0.173,0.093,0.319,0.132,0.255,,0.71,1.86,0.86,NA,31/03/2001,GGBR4
96,0.098,0.114,0.149,0.173,0.19,0.062,0.258,0.076,0.164,,0.82,2.92,1.92,NA,31/12/2000,GGBR4
97,0.105,0.112,0.16,0.17,0.186,0.1,0.327,0.143,0.217,,0.70,1.89,0.89,NA,30/09/2000,GGBR4
98,0.122,0.13,0.185,0.198,0.199,0.108,0.341,0.155,0.251,,0.70,1.86,0.86,NA,30/06/2000,GGBR4
99,0.116,0.124,0.176,0.188,0.19,0.102,0.353,0.152,0.251,,0.67,1.85,0.85,NA,31/03/2000,GGBR4
0,0.096,0.2,0.145,0.303,0.092,0.02,0.137,0.023,0.112,0.158,0.89,4.34,3.34,0.54,31/12/2024,GOAU3
1,0.091,0.184,0.137,0.278,0.092,0.021,0.136,0.025,0.113,0.162,0.84,4.34,3.34,0.40,30/09/2024,GOAU3
2,0.097,0.197,0.148,0.299,0.1,0.023,0.14,0.027,0.118,0.167,0.86,4.41,3.41,0.71,30/06/2024,GOAU3
3,0.112,0.217,0.17,0.329,0.124,0.028,0.153,0.032,0.134,0.181,0.86,4.37,3.37,0.61,31/03/2024,GOAU3
4,0.138,0.258,0.209,0.391,0.156,0.034,0.164,0.037,0.151,0.196,0.92,4.49,3.49,0.58,31/12/2023,GOAU3
5,0.162,0.338,0.246,0.513,0.164,0.034,0.175,0.038,0.166,0.208,0.90,4.31,3.31,0.57,30/09/2023,GOAU3
6,0.196,0.405,0.296,0.613,0.197,0.041,0.191,0.042,0.184,0.224,0.97,4.30,3.30,0.48,30/06/2023,GOAU3
7,0.252,0.497,0.381,0.754,0.264,0.054,0.212,0.048,0.21,0.246,1.12,4.44,3.44,0.49,31/03/2023,GOAU3
8,0.258,0.474,0.391,0.718,0.254,0.05,0.228,0.045,0.215,0.25,1.10,4.54,3.54,0.49,31/12/2022,GOAU3
9,0.275,0.462,0.416,0.701,0.301,0.059,0.244,0.052,0.229,0.261,1.12,4.81,3.81,0.30,30/09/2022,GOAU3
10,0.351,0.572,0.532,0.867,0.399,0.078,0.263,0.062,0.263,0.293,1.26,4.82,3.82,0.26,30/06/2022,GOAU3
11,0.365,0.562,0.553,0.851,0.407,0.075,0.27,0.064,0.273,0.303,1.18,4.94,3.94,0.32,31/03/2022,GOAU3
12,0.372,0.563,0.563,0.853,0.433,0.078,0.266,0.065,0.268,0.3,1.21,5.06,4.06,0.42,31/12/2021,GOAU3
13,0.326,0.466,0.494,0.706,0.369,0.067,0.26,0.061,0.27,0.306,1.11,5.13,4.13,0.61,30/09/2021,GOAU3
14,0.222,0.307,0.336,0.465,0.283,0.05,0.221,0.051,0.213,0.254,0.98,5.13,4.13,0.82,30/06/2021,GOAU3
15,0.145,0.202,0.22,0.306,0.148,0.026,0.174,0.031,0.162,0.212,0.84,5.41,4.41,1.25,31/03/2021,GOAU3
16,0.097,0.146,0.146,0.221,0.087,0.016,0.135,0.02,0.118,0.174,0.81,5.54,4.54,1.69,31/12/2020,GOAU3
17,0.062,0.091,0.093,0.137,0.052,0.01,0.099,0.013,0.081,0.139,0.75,5.47,4.47,2.78,30/09/2020,GOAU3
18,0.049,0.073,0.074,0.11,0.035,0.007,0.086,0.009,0.067,0.126,0.73,5.62,4.62,3.58,30/06/2020,GOAU3
19,0.052,0.077,0.078,0.116,0.037,0.007,0.098,0.009,0.068,0.123,0.74,5.62,4.62,3.39,31/03/2020,GOAU3
20,0.066,0.095,0.1,0.144,0.046,0.008,0.106,0.011,0.08,0.132,0.77,5.40,4.40,2.55,31/12/2019,GOAU3
21,0.059,0.083,0.09,0.126,0.053,0.009,0.118,0.012,0.079,0.129,0.73,5.23,4.23,2.50,30/09/2019,GOAU3
22,0.071,0.099,0.107,0.15,0.075,0.013,0.13,0.016,0.087,0.132,0.81,5.35,4.35,2.27,30/06/2019,GOAU3
23,0.079,0.113,0.12,0.172,0.093,0.016,0.133,0.018,0.088,0.131,0.90,5.48,4.48,2.22,31/03/2019,GOAU3
24,0.08,0.115,0.121,0.174,0.094,0.016,0.133,0.017,0.087,0.128,0.92,5.49,4.49,2.14,31/12/2018,GOAU3
25,0.043,0.059,0.065,0.089,0.016,0.003,0.131,0.003,0.049,0.092,0.86,5.83,4.83,3.88,30/09/2018,GOAU3
26,0.029,0.04,0.044,0.06,-0.012,-0.002,0.12,-0.002,0.037,0.084,0.77,5.93,4.93,4.62,30/06/2018,GOAU3
27,0.016,0.022,0.025,0.034,-0.037,-0.006,0.11,-0.008,0.022,0.074,0.72,5.92,4.92,5.23,31/03/2018,GOAU3
28,0.021,0.029,0.032,0.044,-0.024,-0.004,0.098,-0.006,0.03,0.086,0.67,5.93,4.93,4.60,31/12/2017,GOAU3
29,-0.011,-0.014,-0.016,-0.021,-0.09,-0.015,0.086,-0.025,-0.017,0.046,0.61,5.93,4.93,9.84,30/09/2017,GOAU3
30,-0.011,-0.014,-0.016,-0.021,-0.098,-0.017,0.09,-0.028,-0.017,0.049,0.60,5.99,4.99,9.63,30/06/2017,GOAU3
31,-0.01,-0.013,-0.016,-0.02,-0.092,-0.016,0.092,-0.029,-0.018,0.048,0.55,6.02,5.02,9.18,31/03/2017,GOAU3
32,-0.026,-0.032,-0.039,-0.048,-0.114,-0.02,0.092,-0.037,-0.044,0.024,0.54,6.38,5.38,18.24,31/12/2016,GOAU3
33,-0.026,-0.031,-0.039,-0.047,-0.118,-0.02,0.094,-0.038,-0.045,0.02,0.51,5.86,4.86,23.17,30/09/2016,GOAU3
34,-0.057,-0.074,-0.086,-0.112,-0.2,-0.036,0.091,-0.058,-0.088,-0.025,0.62,5.86,4.86,-17.06,30/06/2016,GOAU3
35,-0.053,-0.069,-0.081,-0.104,-0.189,-0.034,0.092,-0.056,-0.084,-0.022,0.61,5.78,4.78,-21.79,31/03/2016,GOAU3
36,-0.055,-0.074,-0.083,-0.111,-0.201,-0.037,0.098,-0.053,-0.077,-0.017,0.69,5.84,4.84,-30.46,31/12/2015,GOAU3
37,0.01,0.014,0.015,0.021,-0.091,-0.017,0.109,-0.024,0.013,0.07,0.71,5.96,4.96,8.02,30/09/2015,GOAU3
38,0.047,0.066,0.071,0.1,0.003,0.0,0.113,0.001,0.062,0.117,0.73,5.52,4.52,4.17,30/06/2015,GOAU3
39,0.047,0.066,0.071,0.1,0.009,0.002,0.116,0.002,0.064,0.118,0.73,5.50,4.50,4.39,31/03/2015,GOAU3
40,0.05,0.07,0.075,0.106,0.018,0.003,0.121,0.005,0.068,0.12,0.73,5.45,4.45,3.61,31/12/2014,GOAU3
41,0.049,0.07,0.074,0.106,0.041,0.008,0.124,0.01,0.065,0.117,0.74,5.38,4.38,3.42,30/09/2014,GOAU3
42,0.053,0.074,0.08,0.112,0.054,0.01,0.131,0.013,0.07,0.122,0.76,5.33,4.33,3.00,30/06/2014,GOAU3
43,0.057,0.08,0.086,0.121,0.062,0.012,0.134,0.015,0.074,0.125,0.79,5.29,4.29,3.14,31/03/2014,GOAU3
44,0.051,0.073,0.077,0.111,0.051,0.01,0.129,0.013,0.068,0.119,0.75,5.26,4.26,3.35,31/12/2013,GOAU3
45,0.043,0.063,0.065,0.095,0.04,0.008,0.125,0.01,0.061,0.111,0.72,5.29,4.29,3.54,30/09/2013,GOAU3
46,0.038,0.055,0.057,0.083,0.035,0.006,0.118,0.009,0.054,0.103,0.71,5.28,4.28,4.03,30/06/2013,GOAU3
47,0.041,0.061,0.062,0.092,0.042,0.008,0.12,0.01,0.055,0.104,0.76,5.29,4.29,3.86,31/03/2013,GOAU3
48,0.046,0.068,0.07,0.103,0.05,0.009,0.125,0.012,0.061,0.109,0.76,5.36,4.36,3.50,31/12/2012,GOAU3
49,0.049,0.072,0.075,0.109,0.064,0.012,0.13,0.015,0.065,0.113,0.77,5.38,4.38,3.40,30/09/2012,GOAU3
50,0.058,0.088,0.088,0.133,0.087,0.016,0.136,0.019,0.072,0.12,0.82,5.44,4.44,3.24,30/06/2012,GOAU3
51,0.064,0.083,0.096,0.126,0.094,0.017,0.139,0.02,0.077,0.125,0.84,5.48,4.48,2.95,31/03/2012,GOAU3
52,0.065,0.083,0.098,0.126,0.097,0.018,0.144,0.022,0.081,0.131,0.82,5.55,4.55,2.91,31/12/2011,GOAU3
53,0.052,0.087,0.079,0.132,0.091,0.018,0.142,0.023,0.087,0.139,0.78,5.46,4.46,2.85,30/09/2011,GOAU3
54,0.051,0.096,0.077,0.145,0.084,0.016,0.146,0.022,0.089,0.144,0.70,5.48,4.48,2.50,30/06/2011,GOAU3
55,0.058,0.11,0.088,0.167,0.1,0.018,0.162,0.026,0.102,0.16,0.70,5.68,4.68,2.77,31/03/2011,GOAU3
56,0.065,0.124,0.099,0.187,0.107,0.02,0.176,0.028,0.115,0.175,0.69,5.51,4.51,2.71,31/12/2010,GOAU3
57,,,,,,,0.202,0.034,0.124,,NA,5.13,4.13,NA,30/09/2010,GOAU3
58,,,,,,,0.215,0.036,0.132,,NA,5.41,4.41,NA,30/06/2010,GOAU3
59,,,,,,,0.191,0.021,0.06,,NA,5.42,4.42,NA,31/03/2010,GOAU3
60,,,,,,,0.167,0.014,0.03,,NA,5.44,4.44,NA,31/12/2009,GOAU3
61,0.016,0.017,0.025,0.025,0.024,0.02,0.0,0.0,0.0,,0.00,1.18,0.18,NA,30/09/2009,GOAU3
62,0.018,0.019,0.028,0.028,0.029,0.024,0.0,0.0,0.0,,0.00,1.18,0.18,NA,30/06/2009,GOAU3
63,0.109,0.111,0.165,0.168,0.167,0.163,0.0,0.0,0.0,,0.00,1.17,0.17,NA,31/03/2009,GOAU3
64,0.147,0.149,0.222,0.226,0.229,0.22,0.0,0.0,0.0,,0.00,1.17,0.17,NA,31/12/2008,GOAU3
65,0.139,0.142,0.211,0.214,0.212,0.207,0.0,0.0,0.0,,0.00,1.18,0.18,NA,30/09/2008,GOAU3
66,0.154,0.156,0.233,0.237,0.235,0.23,0.0,0.0,0.0,,0.00,1.20,0.20,NA,30/06/2008,GOAU3
67,0.14,0.142,0.212,0.216,0.217,0.212,0.0,0.0,0.0,,0.00,1.03,0.03,NA,31/03/2008,GOAU3
68,0.144,0.147,0.219,0.222,0.224,0.213,0.0,0.0,0.0,,0.00,1.04,0.04,NA,31/12/2007,GOAU3
69,0.16,0.163,0.243,0.248,0.254,0.247,0.0,0.0,0.0,,0.00,1.02,0.02,NA,30/09/2007,GOAU3
70,0.123,0.218,0.187,0.33,0.289,0.051,0.267,0.051,0.152,,1.01,5.30,4.30,NA,30/06/2007,GOAU3
71,0.141,0.252,0.214,0.382,0.316,0.057,0.274,0.054,0.168,,1.06,5.41,4.41,NA,31/03/2007,GOAU3
72,0.14,0.24,0.212,0.364,0.349,0.061,0.277,0.057,0.169,,1.07,5.70,4.70,NA,31/12/2006,GOAU3
73,0.158,0.272,0.24,0.412,0.356,0.064,0.279,0.059,0.192,,1.08,5.59,4.59,NA,30/09/2006,GOAU3
74,0.162,0.293,0.245,0.444,0.372,0.069,0.272,0.061,0.182,,1.14,5.65,4.65,NA,30/06/2006,GOAU3
75,0.16,0.28,0.242,0.425,0.398,0.067,0.266,0.062,0.184,,1.09,5.51,4.51,NA,31/03/2006,GOAU3
76,0.189,0.328,0.286,0.497,0.431,0.068,0.27,0.06,0.204,,1.13,5.69,4.69,NA,31/12/2005,GOAU3
77,0.214,0.35,0.323,0.53,0.496,0.082,0.279,0.065,0.211,,1.25,5.56,4.56,NA,30/09/2005,GOAU3
78,0.241,0.38,0.366,0.576,0.67,0.096,0.301,0.073,0.234,,1.30,5.38,4.38,NA,30/06/2005,GOAU3
79,0.274,0.42,0.414,0.637,0.761,0.104,0.322,0.074,0.248,,1.40,5.91,4.91,NA,31/03/2005,GOAU3
80,0.254,0.384,0.385,0.582,0.729,0.1,0.319,0.073,0.241,,1.36,6.35,5.35,NA,31/12/2004,GOAU3
81,0.203,0.305,0.308,0.462,0.679,0.084,0.309,0.069,0.219,,1.23,6.07,5.07,NA,30/09/2004,GOAU3
82,0.169,0.253,0.256,0.384,0.492,0.06,0.276,0.052,0.195,,1.15,7.01,6.01,NA,30/06/2004,GOAU3
83,0.103,0.153,0.156,0.231,0.368,0.041,0.245,0.043,0.143,,0.95,7.32,6.32,NA,31/03/2004,GOAU3
84,0.091,0.135,0.138,0.204,0.365,0.04,0.246,0.043,0.132,,0.92,7.29,6.29,NA,31/12/2003,GOAU3
85,0.082,0.112,0.124,0.169,0.288,0.035,0.255,0.037,0.117,,0.94,8.04,7.04,NA,30/09/2003,GOAU3
86,0.137,0.215,0.208,0.326,0.358,0.047,0.268,0.042,0.165,,1.11,8.20,7.20,NA,30/06/2003,GOAU3
87,0.161,0.253,0.244,0.384,0.357,0.05,0.273,0.046,0.201,,1.10,8.99,7.99,NA,31/03/2003,GOAU3
88,0.151,0.239,0.228,0.362,0.327,0.044,0.286,0.047,0.217,,0.94,9.24,8.24,NA,31/12/2002,GOAU3
89,,,,,,,0.289,0.049,0.235,,NA,8.32,7.32,NA,30/09/2002,GOAU3
90,0.126,0.182,0.191,0.276,0.234,0.039,0.298,0.044,0.194,,0.89,7.57,6.57,NA,30/06/2002,GOAU3
91,,,,,,,0.294,0.044,0.171,,NA,7.10,6.10,NA,31/03/2002,GOAU3
92,0.112,0.163,0.17,0.246,0.219,0.036,0.281,0.043,0.181,,0.84,7.36,6.36,NA,31/12/2001,GOAU3
93,,,,,,,0.252,0.041,0.177,,NA,5.97,4.97,NA,30/06/2001,GOAU3
94,0.122,0.125,0.185,0.19,0.199,0.181,0.0,0.0,0.0,,0.00,1.07,0.07,NA,31/03/2001,GOAU3
95,0.097,0.144,0.147,0.218,0.219,0.034,0.258,0.042,0.165,,0.80,6.03,5.03,NA,31/12/2000,GOAU3
96,0.131,0.141,0.198,0.214,0.222,0.193,0.0,0.0,0.0,,0.00,1.07,0.07,NA,30/09/2000,GOAU3
97,0.143,0.155,0.217,0.235,0.234,0.213,0.0,0.0,0.0,,0.00,1.10,0.10,NA,30/06/2000,GOAU3
98,0.138,0.15,0.209,0.228,0.228,0.207,0.0,0.0,0.0,,0.00,1.10,0.10,NA,31/03/2000,GOAU3
0,0.096,0.2,0.145,0.303,0.092,0.02,0.137,0.023,0.112,0.158,0.89,4.34,3.34,0.54,31/12/2024,GOAU4
1,0.091,0.184,0.137,0.278,0.092,0.021,0.136,0.025,0.113,0.162,0.84,4.34,3.34,0.40,30/09/2024,GOAU4
2,0.097,0.197,0.148,0.299,0.1,0.023,0.14,0.027,0.118,0.167,0.86,4.41,3.41,0.71,30/06/2024,GOAU4
3,0.112,0.217,0.17,0.329,0.124,0.028,0.153,0.032,0.134,0.181,0.86,4.37,3.37,0.61,31/03/2024,GOAU4
4,0.138,0.258,0.209,0.391,0.156,0.034,0.164,0.037,0.151,0.196,0.92,4.49,3.49,0.58,31/12/2023,GOAU4
5,0.162,0.338,0.246,0.513,0.164,0.034,0.175,0.038,0.166,0.208,0.90,4.31,3.31,0.57,30/09/2023,GOAU4
6,0.196,0.405,0.296,0.613,0.197,0.041,0.191,0.042,0.184,0.224,0.97,4.30,3.30,0.48,30/06/2023,GOAU4
7,0.252,0.497,0.381,0.754,0.264,0.054,0.212,0.048,0.21,0.246,1.12,4.44,3.44,0.49,31/03/2023,GOAU4
8,0.258,0.474,0.391,0.718,0.254,0.05,0.228,0.045,0.215,0.25,1.10,4.54,3.54,0.49,31/12/2022,GOAU4
9,0.275,0.462,0.416,0.701,0.301,0.059,0.244,0.052,0.229,0.261,1.12,4.81,3.81,0.30,30/09/2022,GOAU4
10,0.351,0.572,0.532,0.867,0.399,0.078,0.263,0.062,0.263,0.293,1.26,4.82,3.82,0.26,30/06/2022,GOAU4
11,0.365,0.562,0.553,0.851,0.407,0.075,0.27,0.064,0.273,0.303,1.18,4.94,3.94,0.32,31/03/2022,GOAU4
12,0.372,0.563,0.563,0.853,0.433,0.078,0.266,0.065,0.268,0.3,1.21,5.06,4.06,0.42,31/12/2021,GOAU4
13,0.326,0.466,0.494,0.706,0.369,0.067,0.26,0.061,0.27,0.306,1.11,5.13,4.13,0.61,30/09/2021,GOAU4
14,0.222,0.307,0.336,0.465,0.283,0.05,0.221,0.051,0.213,0.254,0.98,5.13,4.13,0.82,30/06/2021,GOAU4
15,0.145,0.202,0.22,0.306,0.148,0.026,0.174,0.031,0.162,0.212,0.84,5.41,4.41,1.25,31/03/2021,GOAU4
16,0.097,0.146,0.146,0.221,0.087,0.016,0.135,0.02,0.118,0.174,0.81,5.54,4.54,1.69,31/12/2020,GOAU4
17,0.062,0.091,0.093,0.137,0.052,0.01,0.099,0.013,0.081,0.139,0.75,5.47,4.47,2.78,30/09/2020,GOAU4
18,0.049,0.073,0.074,0.11,0.035,0.007,0.086,0.009,0.067,0.126,0.73,5.62,4.62,3.58,30/06/2020,GOAU4
19,0.052,0.077,0.078,0.116,0.037,0.007,0.098,0.009,0.068,0.123,0.74,5.62,4.62,3.39,31/03/2020,GOAU4
20,0.066,0.095,0.1,0.144,0.046,0.008,0.106,0.011,0.08,0.132,0.77,5.40,4.40,2.55,31/12/2019,GOAU4
21,0.059,0.083,0.09,0.126,0.053,0.009,0.118,0.012,0.079,0.129,0.73,5.23,4.23,2.50,30/09/2019,GOAU4
22,0.071,0.099,0.107,0.15,0.075,0.013,0.13,0.016,0.087,0.132,0.81,5.35,4.35,2.27,30/06/2019,GOAU4
23,0.079,0.113,0.12,0.172,0.093,0.016,0.133,0.018,0.088,0.131,0.90,5.48,4.48,2.22,31/03/2019,GOAU4
24,0.08,0.115,0.121,0.174,0.094,0.016,0.133,0.017,0.087,0.128,0.92,5.49,4.49,2.14,31/12/2018,GOAU4
25,0.043,0.059,0.065,0.089,0.016,0.003,0.131,0.003,0.049,0.092,0.86,5.83,4.83,3.88,30/09/2018,GOAU4
26,0.029,0.04,0.044,0.06,-0.012,-0.002,0.12,-0.002,0.037,0.084,0.77,5.93,4.93,4.62,30/06/2018,GOAU4
27,0.016,0.022,0.025,0.034,-0.037,-0.006,0.11,-0.008,0.022,0.074,0.72,5.92,4.92,5.23,31/03/2018,GOAU4
28,0.021,0.029,0.032,0.044,-0.024,-0.004,0.098,-0.006,0.03,0.086,0.67,5.93,4.93,4.60,31/12/2017,GOAU4
29,-0.011,-0.014,-0.016,-0.021,-0.09,-0.015,0.086,-0.025,-0.017,0.046,0.61,5.93,4.93,9.84,30/09/2017,GOAU4
30,-0.011,-0.014,-0.016,-0.021,-0.098,-0.017,0.09,-0.028,-0.017,0.049,0.60,5.99,4.99,9.63,30/06/2017,GOAU4
31,-0.01,-0.013,-0.016,-0.02,-0.092,-0.016,0.092,-0.029,-0.018,0.048,0.55,6.02,5.02,9.18,31/03/2017,GOAU4
32,-0.026,-0.032,-0.039,-0.048,-0.114,-0.02,0.092,-0.037,-0.044,0.024,0.54,6.38,5.38,18.24,31/12/2016,GOAU4
33,-0.026,-0.031,-0.039,-0.047,-0.118,-0.02,0.094,-0.038,-0.045,0.02,0.51,5.86,4.86,23.17,30/09/2016,GOAU4
34,-0.057,-0.074,-0.086,-0.112,-0.2,-0.036,0.091,-0.058,-0.088,-0.025,0.62,5.86,4.86,-17.06,30/06/2016,GOAU4
35,-0.053,-0.069,-0.081,-0.104,-0.189,-0.034,0.092,-0.056,-0.084,-0.022,0.61,5.78,4.78,-21.79,31/03/2016,GOAU4
36,-0.055,-0.074,-0.083,-0.111,-0.201,-0.037,0.098,-0.053,-0.077,-0.017,0.69,5.84,4.84,-30.46,31/12/2015,GOAU4
37,0.01,0.014,0.015,0.021,-0.091,-0.017,0.109,-0.024,0.013,0.07,0.71,5.96,4.96,8.02,30/09/2015,GOAU4
38,0.047,0.066,0.071,0.1,0.003,0.0,0.113,0.001,0.062,0.117,0.73,5.52,4.52,4.17,30/06/2015,GOAU4
39,0.047,0.066,0.071,0.1,0.009,0.002,0.116,0.002,0.064,0.118,0.73,5.50,4.50,4.39,31/03/2015,GOAU4
