,receita_liquida,resultado_bruto,ebit,amortizacao,ebitda,lucro_liquido,lucro_por_acao,datas,tic
20,575.24,391.04,96.11,-36.07,132.18,87.26,0.45,30/09/2019,TOTS3
21,564.0,377.36,79.36,-36.89,116.25,57.04,0.30,30/06/2019,TOTS3
22,563.59,382.04,77.4,-37.26,114.66,12.08,0.07,31/03/2019,TOTS3
23,592.93,357.49,-44.55,-32.22,-12.33,-41.73,-  0.25,31/12/2018,TOTS3
24,589.55,362.96,53.18,-31.82,85.0,36.0,0.22,30/09/2018,TOTS3
25,574.79,353.16,55.45,-34.68,90.13,31.29,0.19,30/06/2018,TOTS3
26,563.0,362.09,62.15,-34.49,96.64,33.98,0.21,31/03/2018,TOTS3
27,554.37,337.05,18.95,-38.75,57.69,9.43,0.06,31/12/2017,TOTS3
28,562.3,345.54,23.06,-39.21,62.27,21.54,0.13,30/09/2017,TOTS3
29,550.53,338.01,47.76,-38.52,86.29,32.05,0.19,30/06/2017,TOTS3
30,560.13,343.25,53.83,-34.42,88.24,29.97,0.18,31/03/2017,TOTS3
31,549.96,325.37,21.45,-34.87,56.32,26.66,0.16,31/12/2016,TOTS3
32,537.5,320.68,42.28,-33.82,76.1,38.22,0.23,30/09/2016,TOTS3
33,544.91,325.1,65.92,-30.98,96.9,37.92,0.23,30/06/2016,TOTS3
34,551.42,335.86,82.6,-32.0,114.6,49.86,0.30,31/03/2016,TOTS3
35,533.91,303.72,-24.26,-29.18,4.92,-8.04,-  0.05,31/12/2015,TOTS3
36,464.5,298.24,80.44,-24.71,105.15,71.78,0.44,30/09/2015,TOTS3
37,451.35,296.0,78.75,-28.29,107.04,60.74,0.37,30/06/2015,TOTS3
38,458.97,304.32,93.38,-21.49,114.87,71.06,0.43,31/03/2015,TOTS3
39,455.71,292.16,82.81,-23.52,106.34,69.09,0.42,31/12/2014,TOTS3
40,445.57,293.97,83.43,-21.42,104.85,68.21,0.42,30/09/2014,TOTS3
41,445.57,293.97,83.43,-21.42,104.85,68.21,0.42,30/06/2014,TOTS3
42,439.3,294.47,87.62,-23.27,110.89,64.16,0.39,31/03/2014,TOTS3
43,431.87,292.69,93.21,-20.72,113.93,61.5,0.38,31/12/2013,TOTS3
44,431.87,292.69,93.21,-20.72,113.93,61.5,0.38,30/09/2013,TOTS3
45,410.42,276.38,84.83,-19.91,104.73,56.3,0.34,30/06/2013,TOTS3
46,395.51,262.92,78.6,-20.24,98.84,53.67,0.33,31/03/2013,TOTS3
47,374.21,246.16,75.97,-21.56,97.53,51.89,0.32,31/12/2012,TOTS3
48,361.48,241.29,74.61,-19.18,93.79,66.87,0.41,30/09/2012,TOTS3
49,359.81,245.02,79.55,-19.87,99.42,43.07,0.27,30/06/2012,TOTS3
50,349.98,237.52,71.65,-21.06,92.71,47.29,0.30,31/03/2012,TOTS3
51,351.09,237.44,71.01,-21.13,92.14,49.92,0.31,31/12/2011,TOTS3
52,323.88,216.3,56.57,-20.58,77.15,39.73,0.25,30/09/2011,TOTS3
53,315.2,214.25,51.71,-21.43,73.13,36.15,0.23,30/06/2011,TOTS3
54,305.02,209.13,51.55,-19.81,71.35,32.99,0.21,31/03/2011,TOTS3
55,295.72,198.63,57.5,,,42.35,1.35,31/12/2010,TOTS3
56,303.2,211.18,69.06,,,32.98,1.05,30/09/2010,TOTS3
57,303.2,211.18,69.06,,,32.98,1.05,30/06/2010,TOTS3
58,260.42,166.05,41.56,,,27.85,0.89,31/03/2010,TOTS3
59,267.43,176.76,46.22,,,34.43,1.11,31/12/2009,TOTS3
60,252.6,173.34,48.6,,,30.22,0.97,30/09/2009,TOTS3
61,240.28,163.46,41.75,,,26.61,0.85,30/06/2009,TOTS3
62,228.37,155.54,42.78,,,29.03,0.93,31/03/2009,TOTS3
63,231.91,151.08,13.51,,,11.19,0.36,31/12/2008,TOTS3
64,193.02,126.46,13.96,,,14.83,0.48,30/09/2008,TOTS3
65,132.79,88.13,12.04,,,10.8,0.40,30/06/2008,TOTS3
66,121.05,80.95,12.87,,,11.4,0.43,31/03/2008,TOTS3
67,117.94,79.22,12.87,,,9.68,0.36,31/12/2007,TOTS3
68,112.25,75.68,11.79,,,9.83,0.37,30/09/2007,TOTS3
69,112.25,75.68,11.79,,,9.83,0.37,30/06/2007,TOTS3
70,101.16,71.16,8.37,,,8.38,0.31,31/03/2007,TOTS3
71,101.11,69.81,7.36,,,7.21,0.27,31/12/2006,TOTS3
72,94.37,64.56,3.1,,,5.45,0.20,30/09/2006,TOTS3
73,92.08,62.63,4.97,,,8.27,0.31,30/06/2006,TOTS3
74,62.43,40.12,-15.89,,,-9.87,-  0.37,31/03/2006,TOTS3
75,56.9,34.42,1.93,,,,-  0.00,31/12/2005,TOTS3
76,58.63,38.81,7.45,,,6.12,0.03,30/09/2005,TOTS3
77,55.13,36.8,7.08,,,4.85,0.03,30/06/2005,TOTS3
78,48.62,31.64,6.92,,,4.65,0.02,31/03/2005,TOTS3
79,,,,,,,NA,31/12/2004,TOTS3
0,35360.0,2280.0,1110.0,-300.24,1410.0,651.58,0.58,30/09/2024,UGPA3
1,32340.000000000004,2110.0,889.6,-323.95,1210.0,437.92,0.39,30/06/2024,UGPA3
2,30400.0,2060.0,947.35,-279.78,1230.0,431.47,0.39,31/03/2024,UGPA3
3,33420.0,3070.0,1810.0,-318.42,2130.0,1100.0,0.99,31/12/2023,UGPA3
4,32479.999999999996,2860.0,1580.0,-279.49,1860.0,864.85,0.78,30/09/2023,UGPA3
5,29590.0,1670.0,514.6,-276.96,791.56,213.88,0.19,30/06/2023,UGPA3
6,30550.0,1710.0,677.84,-271.41,949.25,262.07,0.23,31/03/2023,UGPA3
7,35960.0,2450.0,1410.0,-259.8,1670.0,822.62,0.74,31/12/2022,UGPA3
8,39290.0,1590.0,551.77,-260.65,812.43,73.1,0.07,30/09/2022,UGPA3
9,36880.0,1850.0,823.48,-253.32,1080.0,452.87,0.41,30/06/2022,UGPA3
10,31500.0,1470.0,564.94,-246.89,811.83,452.25,0.41,31/03/2022,UGPA3
11,25350.0,-105.74,595.6,100.71,494.9,380.18,0.34,31/12/2021,UGPA3
12,31910.0,1800.0,562.28,-346.14,908.42,369.2,0.33,30/09/2021,UGPA3
13,28530.0,1500.0,39.37,-335.7,375.07,-31.08,-  0.03,30/06/2021,UGPA3
14,23950.0,1720.0,572.13,-332.7,904.83,132.16,0.12,31/03/2021,UGPA3
15,23220.0,1510.0,509.74,-326.65,836.39,426.03,0.38,31/12/2020,UGPA3
16,20760.0,1640.0,598.53,-323.37,921.9,265.43,0.24,30/09/2020,UGPA3
17,15880.0,1050.0,186.56,-313.41,499.97,41.07,0.04,30/06/2020,UGPA3
18,21390.0,1410.0,473.61,-303.73,777.34,160.86,0.14,31/03/2020,UGPA3
19,23660.0,1640.0,-34.14,-301.86,267.72,-266.54,-  0.24,31/12/2019,UGPA3
20,23200.0,1620.0,611.03,-272.72,883.76,297.8,0.27,30/09/2019,UGPA3
21,21690.0,1410.0,301.62,-281.33,582.95,108.6,0.10,30/06/2019,UGPA3
22,20740.0,1440.0,409.89,-288.79,698.69,233.66,0.42,31/03/2019,UGPA3
23,23470.0,1560.0,693.41,-210.2,903.61,507.64,0.91,31/12/2018,UGPA3
24,23830.0,1630.0,553.68,-210.26,763.94,327.33,0.59,30/09/2018,UGPA3
25,22650.0,1460.0,428.14,-197.79,625.92,241.59,0.43,30/06/2018,UGPA3
26,20750.0,1520.0,209.35,-194.24,403.59,73.86,0.13,31/03/2018,UGPA3
27,21570.0,1920.0,760.66,-296.64,1060.0,404.89,0.73,31/12/2017,UGPA3
28,20530.0,2080.0,958.84,-290.1,1250.0,555.15,1.00,30/09/2017,UGPA3
29,19170.0,1580.0,490.57,-293.64,784.2,246.1,0.44,30/06/2017,UGPA3
30,18730.0,1690.0,677.53,-295.58,973.11,368.17,0.66,31/03/2017,UGPA3
31,19090.0,1820.0,838.31,-274.34,1110.0,435.39,0.78,31/12/2016,UGPA3
32,19450.0,1780.0,754.89,-277.62,1030.0,376.82,0.68,30/09/2016,UGPA3
33,19300.0,1690.0,732.53,-281.46,1010.0,364.16,0.65,30/06/2016,UGPA3
34,19520.0,1720.0,787.46,-270.12,1060.0,385.22,0.69,31/03/2016,UGPA3
35,20580.0,1950.0,905.66,-262.03,1170.0,494.15,0.89,31/12/2015,UGPA3
36,19160.0,1650.0,690.21,-256.5,946.71,295.88,0.53,30/09/2015,UGPA3
37,18510.0,1540.0,604.07,-248.24,852.32,328.56,0.59,30/06/2015,UGPA3
38,17400.0,1580.0,750.7,-235.88,986.57,384.87,0.69,31/03/2015,UGPA3
39,17820.0,1490.0,679.25,-226.92,906.17,369.39,0.66,31/12/2014,UGPA3
40,17300.0,1370.0,568.68,-223.99,792.67,326.18,0.59,30/09/2014,UGPA3
41,16670.0,1300.0,534.45,-222.63,757.08,299.07,0.54,30/06/2014,UGPA3
42,15950.0,1270.0,487.73,-214.28,702.02,246.92,0.44,31/03/2014,UGPA3
43,16230.0,1290.0,632.58,-191.65,824.23,372.81,0.68,31/12/2013,UGPA3
44,15910.0,1260.0,568.76,-198.93,767.69,325.43,0.60,30/09/2013,UGPA3
45,15200.0,1160.0,513.18,-195.88,709.06,282.07,0.52,30/06/2013,UGPA3
46,13600.0,1060.0,424.52,-192.48,616.99,244.84,0.45,31/03/2013,UGPA3
47,14350.0,1120.0,491.4,-188.75,680.15,299.77,0.55,31/12/2012,UGPA3
48,14120.0,1090.0,470.8,-183.91,654.71,288.67,0.53,30/09/2012,UGPA3
49,13050.0,1010.0,408.95,-170.41,579.36,232.54,0.43,30/06/2012,UGPA3
50,12400.0,904.42,337.96,-164.94,502.91,190.03,0.35,31/03/2012,UGPA3
51,12760.0,917.22,356.44,-157.51,513.94,220.11,0.40,31/12/2011,UGPA3
52,12910.0,926.56,397.92,-149.71,547.63,223.06,0.41,30/09/2011,UGPA3
53,12190.0,852.22,363.73,-144.68,508.42,212.58,0.39,30/06/2011,UGPA3
54,10810.0,825.71,334.1,-138.34,472.44,193.02,0.35,31/03/2011,UGPA3
55,11260.0,850.24,321.62,,,247.13,0.45,31/12/2010,UGPA3
56,10910.0,804.79,343.44,,,202.62,1.49,30/09/2010,UGPA3
57,10380.0,808.92,334.01,,,190.33,1.40,30/06/2010,UGPA3
58,9930.0,694.88,246.45,,,125.24,0.92,31/03/2010,UGPA3
59,10420.0,756.01,273.44,,,148.83,1.09,31/12/2009,UGPA3
60,9660.0,727.38,259.25,,,133.44,0.98,30/09/2009,UGPA3
61,9620.0,694.33,222.12,,,93.32,0.69,30/06/2009,UGPA3
62,6410.0,526.18,180.81,,,91.16,0.67,31/03/2009,UGPA3
63,7610.0,627.76,225.46,,,79.58,0.58,31/12/2008,UGPA3
64,7740.0,534.06,190.38,,,116.7,0.86,30/09/2008,UGPA3
65,6990.0,487.68,164.1,,,103.91,0.76,30/06/2008,UGPA3
66,5930.0,466.16,144.7,,,90.08,0.66,31/03/2008,UGPA3
67,6400.0,518.39,149.63,,,82.65,0.61,31/12/2007,UGPA3
68,6160.0,478.56,135.92,,,24.67,0.30,30/09/2007,UGPA3
69,6180.0,476.89,143.58,,,37.34,0.46,30/06/2007,UGPA3
70,1170.0,223.23,66.41,,,37.24,0.46,31/03/2007,UGPA3
71,1200.0,233.19,72.08,,,48.34,0.59,31/12/2006,UGPA3
72,1300.0,265.33,104.31,,,88.83,1.09,30/09/2006,UGPA3
73,1200.0,236.63,79.31,,,88.11,1.08,30/06/2006,UGPA3
74,1100.0,199.03,57.17,,,56.79,0.70,31/03/2006,UGPA3
75,1130.0,181.04,39.44,,,41.64,0.51,31/12/2005,UGPA3
76,1230.0,219.59,78.44,,,67.26,0.83,30/09/2005,UGPA3
77,1200.0,251.01,119.45,,,89.53,0.00,30/06/2005,UGPA3
78,1200.0,251.01,119.45,,,89.53,0.00,31/03/2005,UGPA3
79,1140.0,258.78,120.79,,,100.75,0.00,31/12/2004,UGPA3
80,1220.0,288.38,167.17,,,109.74,0.00,30/09/2004,UGPA3
81,1320.0,321.63,201.93,,,129.5,0.00,30/06/2004,UGPA3
82,1050.0,216.74,104.18,,,63.15,0.00,31/03/2004,UGPA3
83,1070.0,203.34,85.92,,,59.0,0.00,31/12/2003,UGPA3
84,1060.0,220.15,121.23,,,75.81,0.00,30/09/2003,UGPA3
85,932.73,187.89,96.1,,,51.61,0.00,30/06/2003,UGPA3
86,934.18,192.48,101.24,,,59.96,0.00,31/03/2003,UGPA3
87,907.47,229.16,122.6,,,107.74,0.00,31/12/2002,UGPA3
88,833.12,224.19,99.09,,,47.56,0.00,30/09/2002,UGPA3
89,674.34,161.41,81.61,,,42.67,0.00,30/06/2002,UGPA3
90,579.57,132.62,59.93,,,24.33,0.00,31/03/2002,UGPA3
91,1210.0,326.94,175.75,,,71.92,0.00,31/12/2001,UGPA3
92,565.24,143.84,83.92,,,40.33,0.00,30/06/2001,UGPA3
93,510.18,115.62,52.82,,,19.95,0.00,31/03/2001,UGPA3
94,492.0,112.89,61.81,,,23.67,0.00,31/12/2000,UGPA3
95,491.9,127.66,72.54,,,35.54,0.00,30/09/2000,UGPA3
96,462.77,126.7,66.66,,,33.32,0.00,30/06/2000,UGPA3
97,431.33,111.12,60.16,,,35.97,0.00,31/03/2000,UGPA3
0,6820.0,413.69,151.17,-306.69,457.86,163.53,0.13,30/09/2024,USIM5
1,6820.0,413.69,151.17,-306.69,457.86,163.53,0.13,30/06/2024,USIM5
2,6220.0,398.95,131.05,-302.82,433.86,14.38,0.01,31/03/2024,USIM5
3,6220.0,398.95,131.05,-302.82,433.86,14.38,0.01,31/12/2023,USIM5
4,6710.0,175.36,-244.65,-261.51,16.86,-211.98,-  0.17,30/09/2023,USIM5
5,6710.0,175.36,-244.65,-261.51,16.86,-211.98,-  0.17,30/06/2023,USIM5
6,7260.0,884.79,540.45,-248.67,789.12,474.13,0.38,31/03/2023,USIM5
7,7660.0,773.15,-1020.0,-234.5,-788.17,-982.15,-  0.78,31/12/2022,USIM5
8,8430.0,1000.0,641.97,-224.95,866.92,517.0,0.41,30/09/2022,USIM5
9,8530.0,2190.0,1720.0,-220.48,1940.0,889.27,0.71,30/06/2022,USIM5
10,7840.0,1720.0,1330.0,-222.75,1550.0,1190.0,0.95,31/03/2022,USIM5
11,8050.000000000001,2029.9999999999998,2230.0,-239.98,2470.0,2410.0,1.92,31/12/2021,USIM5
12,9030.0,3140.0,2270.0,-243.46,2510.0,1560.0,1.25,30/09/2021,USIM5
13,9600.0,3640.0,4830.0,-250.66,5080.0,4170.0,3.33,30/06/2021,USIM5
14,7070.0,2460.0,2160.0,-248.64,2410.0,931.8,0.74,31/03/2021,USIM5
15,5470.0,1570.0,2110.0,-252.81,2360.0,1560.0,1.24,31/12/2020,USIM5
16,4380.0,891.89,571.5,-248.47,819.96,57.12,0.05,30/09/2020,USIM5
17,2420.0,278.98,-42.04,-250.24,208.21,-466.88,-  0.37,30/06/2020,USIM5
18,3810.0,512.85,290.52,-248.71,539.23,-476.57,-  0.38,31/03/2020,USIM5
19,3810.0,512.85,290.52,-248.71,539.23,-476.57,-  0.38,31/12/2019,USIM5
20,3850.0,475.84,199.24,-253.66,452.9,-183.91,-  0.15,30/09/2019,USIM5
21,3690.0,606.47,329.1,-240.92,570.02,131.25,0.11,30/06/2019,USIM5
22,3690.0,606.47,329.1,-240.92,570.02,131.25,0.11,31/03/2019,USIM5
23,3430.0,375.87,109.0,-258.59,367.59,354.8,0.28,31/12/2018,USIM5
24,3860.0,644.33,428.11,-257.51,685.62,263.92,0.21,30/09/2018,USIM5
25,3200.0,582.79,240.4,-256.33,496.73,-32.18,-  0.03,30/06/2018,USIM5
26,3240.0,612.1,364.76,-257.1,621.87,140.11,0.11,31/03/2018,USIM5
27,3080.0,414.46,122.61,-250.34,372.95,-49.92,-  0.04,31/12/2017,USIM5
28,2740.0,357.67,157.58,-286.57,444.15,76.96,0.06,30/09/2017,USIM5
29,2570.0,382.23,381.93,-328.6,710.53,117.07,0.09,30/06/2017,USIM5
30,2350.0,480.74,221.75,-306.34,528.1,88.9,0.07,31/03/2017,USIM5
31,2120.0,259.41,310.41,-273.5,583.91,-273.61,-  0.22,31/12/2016,USIM5
32,2270.0,265.8,-7.05,-307.63,300.58,-114.14,-  0.09,30/09/2016,USIM5
33,2029.9999999999998,2.7,-256.65,-317.27,60.62,-129.43,-  0.12,30/06/2016,USIM5
34,2040.0,-40.58,-268.29,-318.09,49.8,-152.77,-  0.15,31/03/2016,USIM5
35,2400.0,-66.75,-2170.0,-352.2,-1820.0,-1360.0,-  1.34,31/12/2015,USIM5
36,2420.0,-109.7,-445.3,-348.73,-96.57,-1030.0,-  1.02,30/09/2015,USIM5
37,2680.0,105.38,-1060.0,-304.34,-755.21,-602.19,-  0.59,30/06/2015,USIM5
38,2680.0,243.62,47.45,-306.43,353.88,-247.46,-  0.24,31/03/2015,USIM5
39,2590.0,58.15,1.17,-289.77,290.94,-143.38,-  0.14,31/12/2014,USIM5
40,2910.0,124.86,64.28,-280.21,344.49,-26.1,-  0.03,30/09/2014,USIM5
41,2910.0,124.86,64.28,-280.21,344.49,-26.1,-  0.03,30/06/2014,USIM5
42,3110.0,334.06,260.53,-277.53,538.06,114.42,0.11,31/03/2014,USIM5
43,3140.0,519.7,380.77,-267.09,647.86,184.61,0.18,31/12/2013,USIM5
44,3200.0,455.46,274.42,-260.07,534.48,70.54,0.07,30/09/2013,USIM5
45,3200.0,455.46,274.42,-260.07,534.48,70.54,0.07,30/06/2013,USIM5
46,3240.0,376.24,166.48,-261.85,428.32,-59.48,-  0.06,31/03/2013,USIM5
47,3190.0,207.17,37.4,-258.48,295.88,-153.61,-  0.15,31/12/2012,USIM5
48,3210.0,163.27,-28.97,-270.88,241.91,-323.76,-  0.32,30/09/2012,USIM5
49,3230.0,158.31,12.58,-232.97,245.54,-101.73,-  0.10,30/06/2012,USIM5
50,3230.0,158.31,12.58,-232.97,245.54,-101.73,-  0.10,31/03/2012,USIM5
51,2810.0,227.35,33.32,-214.47,247.79,44.57,0.04,31/12/2011,USIM5
52,3000.0,348.05,244.86,-214.02,458.88,102.96,0.10,30/09/2011,USIM5
53,3000.0,348.05,244.86,-214.02,458.88,102.96,0.10,30/06/2011,USIM5
54,3030.0,420.05,235.44,-215.16,450.6,111.63,0.11,31/03/2011,USIM5
55,3090.0,201.21,285.7,,,418.85,0.41,31/12/2010,USIM5
56,3090.0,201.21,285.7,,,418.85,0.41,30/09/2010,USIM5
57,3240.0,803.42,613.0,,,477.42,0.47,30/06/2010,USIM5
58,3590.0,826.35,680.45,,,338.75,0.67,31/03/2010,USIM5
59,3040.0,699.88,559.2,,,318.91,0.63,31/12/2009,USIM5
60,2980.0,69.81,808.35,,,525.47,1.04,30/09/2009,USIM5
61,2410.0,408.59,6.74,,,368.68,0.73,30/06/2009,USIM5
62,2410.0,408.59,6.74,,,368.68,0.73,31/03/2009,USIM5
63,3730.0,1480.0,1620.0,,,836.98,1.65,31/12/2008,USIM5
64,4450.0,1840.0,1770.0,,,880.45,1.74,30/09/2008,USIM5
65,4450.0,1840.0,1770.0,,,880.45,1.74,30/06/2008,USIM5
66,3550.0,1230.0,1020.0,,,646.23,1.91,31/03/2008,USIM5
67,3480.0,1200.0,1340.0,,,969.87,2.87,31/12/2007,USIM5
68,3480.0,1200.0,1340.0,,,969.87,2.87,30/09/2007,USIM5
69,3630.0,1340.0,1140.0,,,757.89,3.36,30/06/2007,USIM5
70,3380.0,1200.0,1010.0,,,802.31,3.56,31/03/2007,USIM5
71,3340.0,1140.0,1040.0,,,641.83,2.85,31/12/2006,USIM5
72,3280.0,1170.0,990.23,,,752.21,3.34,30/09/2006,USIM5
73,3050.0,1010.0,938.9,,,704.05,3.13,30/06/2006,USIM5
74,3050.0,1010.0,938.9,,,704.05,3.13,31/03/2006,USIM5
75,2970.0,912.28,1410.0,,,1320.0,5.88,31/12/2005,USIM5
76,3130.0,1220.0,1140.0,,,782.08,3.47,30/09/2005,USIM5
77,3130.0,1220.0,1140.0,,,782.08,3.47,30/06/2005,USIM5
78,3490.0,1550.0,1380.0,,,810.45,3.60,31/03/2005,USIM5
79,3810.0,1730.0,1710.0,,,1130.0,5.00,31/12/2004,USIM5
80,3280.0,1590.0,1530.0,,,1000.0,4.46,30/09/2004,USIM5
81,2770.0,1320.0,1140.0,,,528.28,2.34,30/06/2004,USIM5
82,2370.0,935.9,787.95,,,358.42,1.59,31/03/2004,USIM5
83,2370.0,935.9,787.95,,,358.42,1.59,31/12/2003,USIM5
84,1980.0,658.2,506.34,,,123.27,0.55,30/09/2003,USIM5
85,2110.0,762.0,629.93,,,467.96,2.08,30/06/2003,USIM5
86,2120.0,875.02,746.54,,,356.19,1.58,31/03/2003,USIM5
87,2240.0,999.1,979.08,,,618.43,2.75,31/12/2002,USIM5
88,1680.0,615.06,401.09,,,-684.0,-  3.04,30/09/2002,USIM5
89,1680.0,615.06,401.09,,,-684.0,-  3.04,30/06/2002,USIM5
90,1310.0,339.18,260.49,,,30.92,0.14,31/03/2002,USIM5
91,,,,,,,NA,31/12/2001,USIM5
92,747.82,282.62,198.89,,,1.5,0.01,30/06/2001,USIM5
93,679.58,246.41,210.91,,,6.7,0.03,31/03/2001,USIM5
94,,,,,,,NA,31/12/2000,USIM5
95,626.48,248.27,225.41,,,61.81,0.27,30/09/2000,USIM5
96,605.03,224.2,171.38,,,34.0,0.15,30/06/2000,USIM5
97,504.44,162.02,134.99,,,48.24,0.21,31/03/2000,USIM5
0,52980.0,18150.0,17210.0,-4150.0,21360.0,13390.0,2.95,30/09/2024,VALE3
1,52980.0,18150.0,17210.0,-4150.0,21360.0,13390.0,2.95,30/06/2024,VALE3
2,41890.0,15300.0,12730.0,-3540.0,16270.0,8290.0,1.83,31/03/2024,VALE3
3,64510.00000000001,30420.0,19890.0,-4230.0,24120.0,11980.0,2.64,31/12/2023,VALE3
4,51960.0,21110.0,16500.0,-3810.0,20310.0,13860.0,3.05,30/09/2023,VALE3
5,51960.0,21110.0,16500.0,-3810.0,20310.0,13860.0,3.05,30/06/2023,VALE3
6,43840.0,18120.0,14670.0,-3410.0,18080.0,9520.0,2.10,31/03/2023,VALE3
7,43840.0,18120.0,14670.0,-3410.0,18080.0,9520.0,2.10,31/12/2022,VALE3
8,52080.0,19040.0,15240.0,-4070.0000000000005,19310.0,23290.0,4.87,30/09/2022,VALE3
9,52080.0,19040.0,15240.0,-4070.0000000000005,19310.0,23290.0,4.87,30/06/2022,VALE3
10,54970.0,25600.0,20850.0,-3990.0,24840.0,30030.0,6.01,31/03/2022,VALE3
11,70120.0,39350.0,31430.0,-4230.0,35670.0,30370.0,5.92,31/12/2021,VALE3
12,70120.0,39350.0,31430.0,-4230.0,35670.0,30370.0,5.92,30/09/2021,VALE3
13,66260.0,35730.0,20600.0,-3660.0,24260.0,20200.0,3.94,30/06/2021,VALE3
14,66260.0,35730.0,20600.0,-3660.0,24260.0,20200.0,3.94,31/03/2021,VALE3
15,87850.0,57270.0,48990.0,-4480.0,53470.0,40090.0,7.59,31/12/2020,VALE3
16,78940.0,48150.0,9010.0,-4510.0,13520.0,4820.0,0.91,30/09/2020,VALE3
17,57910.0,32009.999999999996,26710.0,-4160.0,30870.0,15620.0,2.95,30/06/2020,VALE3
18,31250.0,12040.0,8020.0,-3680.0,11700.0,984.38,0.19,31/03/2020,VALE3
19,31250.0,12040.0,8020.0,-3680.0,11700.0,984.38,0.19,31/12/2019,VALE3
20,41020.0,17840.0,-10520.0,-4250.0,-6270.0,-6410.0,-  1.21,30/09/2019,VALE3
21,40660.0,18040.0,14880.0,-3690.0,18570.0,6540.0,1.24,30/06/2019,VALE3
22,36000.0,15720.0,4280.0,-3790.0,8060.000000000001,-384.16,-  0.07,31/03/2019,VALE3
23,30950.0,13200.0,-6400.0,-3030.0,-3370.0,-6420.0,-  1.22,31/12/2018,VALE3
24,37460.0,15510.0,11300.0,-2920.0,14210.0,14490.0,2.74,30/09/2018,VALE3
25,37860.0,15040.0,13020.0,-3380.0,16390.0,5750.0,1.09,30/06/2018,VALE3
26,31230.0,11770.0,9010.0,-3110.0,12120.0,306.09,0.06,31/03/2018,VALE3
27,27930.0,10960.0,9860.0,-2830.0,12690.0,5110.0,0.97,31/12/2017,VALE3
28,29830.0,11000.0,7670.0,-3170.0,10840.0,2530.0,0.48,30/09/2017,VALE3
29,23360.0,6900.0,4740.0,-2910.0,7650.0,60.33,0.01,30/06/2017,VALE3
30,23360.0,6900.0,4740.0,-2910.0,7650.0,60.33,0.01,31/03/2017,VALE3
31,26740.0,11880.0,12310.0,-2850.0,15160.0,7890.0,1.50,31/12/2016,VALE3
32,25590.0,13790.0,12370.0,-2410.0,14790.0,1570.0,0.30,30/09/2016,VALE3
33,23770.0,7690.0,6630.0,-3130.0,9760.0,1840.0,0.35,30/06/2016,VALE3
34,23200.0,6410.0,1110.0,-3250.0,4360.0,3590.0,0.68,31/03/2016,VALE3
35,22070.0,5600.0,4960.0,-3310.0,8270.0,6310.0,1.20,31/12/2015,VALE3
36,22680.0,3000.0,-35290.0,-3780.0,-31510.0,-33150.0,-  6.32,30/09/2015,VALE3
37,23350.0,5330.0,1680.0,-3670.0,5350.0,-6660.0,-  1.27,30/06/2015,VALE3
38,21440.0,5470.0,3940.0,-3040.0,6980.0,5140.0,0.98,31/03/2015,VALE3
39,23150.0,5610.0,834.94,-3160.0,3990.0,-4760.0,-  0.91,31/12/2014,VALE3
40,23150.0,5610.0,834.94,-3160.0,3990.0,-4760.0,-  0.91,30/09/2014,VALE3
41,20630.0,5820.0,3690.0,-2550.0,6240.0,-3380.0,-  0.64,30/06/2014,VALE3
42,22080.0,8520.0,5450.0,-1990.0,7440.0,3190.0,0.61,31/03/2014,VALE3
43,29960.0,14790.0,5970.0,-2250.0,8220.0,-14870.0,-  2.77,31/12/2013,VALE3
44,28190.0,13900.0,11160.0,-2380.0,13610.0,7950.0,1.48,30/09/2013,VALE3
45,28190.0,13900.0,11160.0,-2380.0,13610.0,7950.0,1.48,30/06/2013,VALE3
46,22870.0,10010.0,7610.0,-2230.0,9840.0,832.07,0.16,31/03/2013,VALE3
47,28760.0,10840.0,-6220.0,-2470.0,-3750.0,-5630.0,-  1.05,31/12/2012,VALE3
48,28760.0,10840.0,-6220.0,-2470.0,-3750.0,-5630.0,-  1.05,30/09/2012,VALE3
49,23400.0,11730.0,8140.000000000001,-2040.0,10180.0,5310.0,0.99,30/06/2012,VALE3
50,23400.0,11730.0,8140.000000000001,-2040.0,10180.0,5310.0,0.99,31/03/2012,VALE3
51,19590.0,9540.0,7330.0,-1800.0,9120.0,6720.0,1.25,31/12/2011,VALE3
52,27140.0,16000.0,11430.0,-2110.0,13550.0,8350.0,1.56,30/09/2011,VALE3
53,28010.0,17570.0,14470.0,-1670.0,16140.0,7890.0,1.47,30/06/2011,VALE3
54,22990.0,13470.0,13940.0,-1600.0,15530.0,11290.0,2.10,31/03/2011,VALE3
55,22990.0,13470.0,13940.0,-1600.0,15530.0,11290.0,2.10,31/12/2010,VALE3
56,26490.0,16110.0,13030.0,,,10000.0,1.86,30/09/2010,VALE3
57,25680.0,16670.0,14570.0,,,10550.0,1.97,30/06/2010,VALE3
58,18470.0,10740.0,9030.0,,,6630.0,1.24,31/03/2010,VALE3
59,12580.0,5950.0,3810.0,,,2880.0,0.54,31/12/2009,VALE3
60,11680.0,4480.0,1950.0,,,2630.0,0.49,30/09/2009,VALE3
61,13210.0,6250.0,4740.0,,,3000.0,0.56,30/06/2009,VALE3
62,12920.0,6050.0,4160.0,,,3150.0,0.59,31/03/2009,VALE3
63,17380.0,9270.0,1800.0,,,2020.0,0.38,31/12/2008,VALE3
