,receita_liquida,resultado_bruto,ebit,amortizacao,ebitda,lucro_liquido,lucro_por_acao,datas,tic
25,5690.0,1560.0,1540.0,-325.57,1870.0,1160.0,0.84,30/06/2018,CSNA3
26,5070.0,1380.0,2640.0,-315.87,2950.0,1470.0,1.06,31/03/2018,CSNA3
27,4990.0,1410.0,1240.0,-330.26,1570.0,357.57,0.26,31/12/2017,CSNA3
28,4810.0,1210.0,662.2,-355.4,1020.0,226.47,0.16,30/09/2017,CSNA3
29,4310.0,984.72,333.39,-366.4,699.79,-659.39,-  0.48,30/06/2017,CSNA3
30,4410.0,1320.0,751.79,-401.28,1150.0,85.63,0.06,31/03/2017,CSNA3
31,4520.0,1350.0,626.14,-365.78,991.92,-82.16,-  0.06,31/12/2016,CSNA3
32,4470.0,1310.0,813.32,-319.32,1130.0,-98.25,-  0.07,30/09/2016,CSNA3
33,4190.0,922.44,271.27,-315.45,586.72,30.85,0.02,30/06/2016,CSNA3
34,4010.0,926.05,233.93,-321.94,555.88,-785.19,-  0.57,31/03/2016,CSNA3
35,3680.0,766.74,3080.0,-319.7,3400.0,2370.0,1.71,31/12/2015,CSNA3
36,3960.0,940.59,1190.0,-295.48,1480.0,-532.51,-  0.38,30/09/2015,CSNA3
37,3690.0,840.05,151.97,-288.15,440.12,-614.27,-  0.44,30/06/2015,CSNA3
38,4010.0,984.72,758.99,-273.5,1030.0,392.06,0.28,31/03/2015,CSNA3
39,3820.0,920.66,421.41,-346.93,768.34,67.84,0.05,31/12/2014,CSNA3
40,3880.0,971.03,726.87,-334.4,1060.0,-250.11,-  0.18,30/09/2014,CSNA3
41,4050.0,1310.0,849.29,-305.75,1160.0,21.72,0.01,30/06/2014,CSNA3
42,4370.0,1340.0,820.45,-294.41,1110.0,55.33,0.04,31/03/2014,CSNA3
43,4950.0,1660.0,756.85,-286.71,1040.0,-512.45,-  0.35,31/12/2013,CSNA3
44,4660.0,1400.0,1160.0,-289.4,1450.0,499.68,0.34,30/09/2013,CSNA3
45,4059.9999999999995,1040.0,797.83,-285.22,1080.0,494.47,0.34,30/06/2013,CSNA3
46,3640.0,790.41,401.62,-294.27,695.89,27.33,0.02,31/03/2013,CSNA3
47,4600.0,1360.0,721.57,-340.63,1060.0,331.84,0.23,31/12/2012,CSNA3
48,4270.0,1160.0,657.34,-307.59,964.94,169.71,0.12,30/09/2012,CSNA3
49,4140.0,1160.0,-1450.0,-294.04,-1160.0,-1030.0,-  0.71,30/06/2012,CSNA3
50,3900.0,1140.0,716.25,-288.39,1000.0,110.69,0.08,31/03/2012,CSNA3
51,3900.0,1140.0,716.25,-288.39,1000.0,110.69,0.08,31/12/2011,CSNA3
52,4240.0,1720.0,1340.0,-225.49,1560.0,1120.0,0.77,30/09/2011,CSNA3
53,4320.0,1840.0,2140.0,-245.91,2380.0,1140.0,0.77,30/06/2011,CSNA3
54,3790.0,1560.0,1190.0,-221.52,1410.0,617.52,0.42,31/03/2011,CSNA3
55,3440.0,1520.0,1050.0,,,451.3,0.30,31/12/2010,CSNA3
56,3950.0,1920.0,1500.0,,,736.41,0.49,30/09/2010,CSNA3
57,3870.0,1900.0,1480.0,,,878.76,0.58,30/06/2010,CSNA3
58,3180.0,1400.0,956.3,,,448.94,0.30,31/03/2010,CSNA3
59,3060.0,1380.0,1190.0,,,745.44,0.99,31/12/2009,CSNA3
60,2990.0,1180.0,1460.0,,,1150.0,1.52,30/09/2009,CSNA3
61,2490.0,835.76,404.38,,,334.74,0.42,30/06/2009,CSNA3
62,2490.0,835.76,404.38,,,334.74,0.42,31/03/2009,CSNA3
63,2490.0,835.76,404.38,,,334.74,0.42,31/12/2008,CSNA3
64,2490.0,835.76,404.38,,,334.74,0.42,30/09/2008,CSNA3
65,2490.0,835.76,404.38,,,334.74,0.42,30/06/2008,CSNA3
66,3390.0,1980.0,5700.0,,,3940.0,4.96,31/03/2008,CSNA3
67,3010.0,1190.0,822.91,,,508.1,1.87,31/12/2007,CSNA3
68,3010.0,1190.0,822.91,,,508.1,1.87,30/09/2007,CSNA3
69,2970.0,1300.0,890.5,,,952.17,3.50,30/06/2007,CSNA3
70,2480.0,1010.0,999.3,,,762.9,2.80,31/03/2007,CSNA3
71,2580.0,966.02,471.16,,,83.42,0.31,31/12/2006,CSNA3
72,2590.0,912.91,819.51,,,334.23,1.23,30/09/2006,CSNA3
73,1920.0,436.5,628.61,,,409.46,1.51,30/06/2006,CSNA3
74,1950.0,736.16,667.25,,,340.42,1.25,31/03/2006,CSNA3
75,2410.0,1060.0,753.09,,,352.36,1.30,31/12/2005,CSNA3
76,2220.0,907.07,820.49,,,516.89,1.90,30/09/2005,CSNA3
77,2550.0,1210.0,946.84,,,419.2,1.46,30/06/2005,CSNA3
78,2860.0,1380.0,1120.0,,,716.83,2.50,31/03/2005,CSNA3
79,2590.0,1430.0,980.77,,,530.51,1.85,31/12/2004,CSNA3
80,2780.0,1340.0,1120.0,,,694.48,2.42,30/09/2004,CSNA3
81,2560.0,1190.0,962.92,,,423.51,1.48,30/06/2004,CSNA3
82,1870.0,840.84,665.34,,,333.29,0.00,31/03/2004,CSNA3
83,2020.0,806.36,343.19,,,315.03,0.00,31/12/2003,CSNA3
84,1780.0,768.35,548.09,,,203.04,0.00,30/09/2003,CSNA3
85,1590.0,743.83,601.28,,,116.39,0.00,30/06/2003,CSNA3
86,1590.0,821.33,825.62,,,396.55,0.01,31/03/2003,CSNA3
87,1700.0,903.92,1070.0,,,379.68,0.01,31/12/2002,CSNA3
88,1320.0,674.24,-1590.0,,,-166.64,-  0.00,30/09/2002,CSNA3
89,1100.0,447.03,-1030.0,,,-209.92,-  0.00,30/06/2002,CSNA3
90,1040.0,392.13,87.55,,,-197.81,-  0.00,31/03/2002,CSNA3
91,1080.0,496.19,190.26,,,-124.96,-  0.00,31/12/2001,CSNA3
92,2900.0,1210.0,471.65,,,424.79,0.01,30/09/2001,CSNA3
93,,,,,,,NA,31/12/2000,CSNA3
94,853.05,338.46,146.3,,,84.81,0.00,30/09/2000,CSNA3
95,846.1,333.8,113.07,,,56.16,0.00,30/06/2000,CSNA3
96,727.81,263.09,194.71,,,90.12,0.00,31/03/2000,CSNA3
0,375.81,347.02,43.75,-55.24,98.99,14.44,0.03,30/09/2024,CVCB3
1,316.5,294.02,,-58.55,58.73,-22.17,-  0.04,30/06/2024,CVCB3
2,353.31,317.36,33.13,-49.84,82.96,-34.37,-  0.07,31/03/2024,CVCB3
3,492.04,352.25,-7.44,-61.73,54.29,-74.47,-  0.14,31/12/2023,CVCB3
4,375.84,375.84,-31.39,-51.04,19.65,-87.5,-  0.20,30/09/2023,CVCB3
5,269.36,269.36,-55.29,-53.74,-1.54,-166.95,-  0.38,30/06/2023,CVCB3
6,295.46,295.46,-36.36,-51.98,15.62,-127.96,-  0.46,31/03/2023,CVCB3
7,321.4,321.4,29.25,-53.42,82.67,-96.77,-  0.35,31/12/2022,CVCB3
8,337.62,337.62,-1.36,-52.02,50.66,-75.05,-  0.27,30/09/2022,CVCB3
9,269.74,269.74,-49.54,-48.69,,-94.81,-  0.34,30/06/2022,CVCB3
10,292.84,292.84,-15.93,-49.05,33.13,-166.82,-  0.74,31/03/2022,CVCB3
11,292.84,292.84,-15.93,-49.05,33.13,-166.82,-  0.74,31/12/2021,CVCB3
12,230.37,230.37,-66.69,-47.23,-19.47,-81.05,-  0.36,30/09/2021,CVCB3
13,115.52,115.52,-173.71,-49.96,-123.75,-171.02,-  0.85,30/06/2021,CVCB3
14,165.94,165.94,-107.12,-50.71,-56.4,-77.05,-  0.38,31/03/2021,CVCB3
15,162.8,162.8,-129.36,-19.43,-109.93,388.95,2.25,31/12/2020,CVCB3
16,62.03,62.03,-221.34,-79.58,-141.76,-212.17,-  1.23,30/09/2020,CVCB3
17,2.95,2.95,-256.04,-58.57,-197.47,-237.65,-  1.59,30/06/2020,CVCB3
18,397.06,289.6,-796.5,-55.07,-741.43,-1140.0,-  7.61,31/03/2020,CVCB3
19,397.06,289.6,-796.5,-55.07,-741.43,-1140.0,-  7.61,31/12/2019,CVCB3
20,449.62,449.62,132.89,-35.7,168.59,79.54,0.53,30/09/2019,CVCB3
21,387.45,387.45,27.63,-37.11,64.74,-15.92,-  0.11,30/06/2019,CVCB3
22,565.66,467.68,184.46,-30.57,215.03,96.44,0.65,31/03/2019,CVCB3
23,576.31,448.91,139.11,-35.36,174.47,81.46,0.56,31/12/2018,CVCB3
24,414.87,414.87,164.45,-27.69,192.14,82.56,0.56,30/09/2018,CVCB3
25,316.38,316.38,79.1,-25.6,104.7,24.73,0.17,30/06/2018,CVCB3
26,385.01,385.01,161.95,-25.81,187.75,81.52,0.56,31/03/2018,CVCB3
27,338.78,338.78,136.68,-23.41,160.09,79.22,0.56,31/12/2017,CVCB3
28,313.78,313.78,139.55,-16.81,156.36,70.19,0.52,30/09/2017,CVCB3
29,250.38,234.29,68.57,-16.13,84.7,13.47,0.10,30/06/2017,CVCB3
30,298.3,298.3,144.18,-15.86,160.04,61.01,0.45,31/03/2017,CVCB3
31,235.56,292.06,127.37,-13.7,141.07,55.96,0.42,31/12/2016,CVCB3
32,297.54,276.31,122.9,-15.65,138.55,50.9,0.38,30/09/2016,CVCB3
33,229.66,215.15,60.98,-15.88,76.86,12.25,0.09,30/06/2016,CVCB3
34,280.41,280.41,128.11,-15.63,143.74,58.61,0.44,31/03/2016,CVCB3
35,243.67,283.28,132.11,-9.56,141.67,64.85,0.48,31/12/2015,CVCB3
36,244.69,229.16,102.5,-6.52,109.03,43.71,0.33,30/09/2015,CVCB3
37,158.91,149.28,43.96,-8.43,52.39,10.32,0.08,30/06/2015,CVCB3
38,220.17,220.17,105.87,-6.92,112.8,52.31,0.40,31/03/2015,CVCB3
39,188.66,220.48,110.27,-6.87,117.14,59.56,0.45,31/12/2014,CVCB3
40,188.74,177.69,87.56,-6.3,93.86,38.64,0.29,30/09/2014,CVCB3
41,139.74,130.69,35.67,-6.79,42.46,8.24,0.06,30/06/2014,CVCB3
42,185.68,185.68,90.59,-6.98,97.57,39.31,0.30,31/03/2014,CVCB3
43,183.62,183.62,86.31,-6.34,92.65,39.86,0.31,31/12/2013,CVCB3
44,177.05,177.05,83.46,-6.28,89.73,37.59,0.86,30/09/2013,CVCB3
45,116.58,116.58,20.05,-6.16,26.21,-1.78,-  0.04,30/06/2013,CVCB3
46,116.58,116.58,20.05,-6.16,26.21,-1.78,-  0.04,31/03/2013,CVCB3
47,,,,,,,NA,31/12/2012,CVCB3
0,2029.9999999999998,676.17,553.5,-13.63,567.13,608.92,1.52,30/09/2024,CYRE3
1,1860.0,610.03,474.55,-11.54,486.09,543.88,1.36,30/06/2024,CYRE3
2,1570.0,493.52,338.71,-19.89,358.6,267.26,0.67,31/03/2024,CYRE3
3,1710.0,576.58,311.76,-20.76,332.52,28.92,0.07,31/12/2023,CYRE3
4,1630.0,545.46,317.57,-16.27,333.83,357.96,0.90,30/09/2023,CYRE3
5,1630.0,527.09,318.67,,319.56,336.67,0.84,30/06/2023,CYRE3
6,1630.0,527.09,318.67,,319.56,336.67,0.84,31/03/2023,CYRE3
7,1370.0,430.7,223.85,16.92,206.93,126.32,0.32,31/12/2022,CYRE3
8,1560.0,528.38,335.08,-28.75,363.83,330.57,0.83,30/09/2022,CYRE3
9,1250.0,391.33,166.62,-14.4,181.03,150.8,0.38,30/06/2022,CYRE3
10,1230.0,383.55,187.74,-17.24,204.98,161.75,0.40,31/03/2022,CYRE3
11,1320.0,440.1,261.71,-19.52,281.23,217.55,0.54,31/12/2021,CYRE3
12,1290.0,446.9,283.97,-40.23,324.2,237.55,0.00,30/09/2021,CYRE3
13,1180.0,432.28,302.11,3.4,298.7,266.97,0.67,30/06/2021,CYRE3
14,1000.0,346.54,215.15,-5.89,221.04,192.29,0.48,31/03/2021,CYRE3
15,1060.0,336.08,253.6,-3.03,256.63,261.23,0.65,31/12/2020,CYRE3
16,1160.0,378.58,1790.0,-11.41,1800.0,1400.0,3.51,30/09/2020,CYRE3
17,838.81,274.87,102.76,-18.97,121.72,67.81,0.17,30/06/2020,CYRE3
18,764.75,260.85,61.83,-7.5,69.33,27.93,0.07,31/03/2020,CYRE3
19,1230.0,384.94,234.76,2.53,232.23,149.22,0.37,31/12/2019,CYRE3
20,934.76,288.93,133.87,-5.89,139.76,104.38,0.26,30/09/2019,CYRE3
21,936.62,292.96,143.62,-11.85,155.47,113.84,0.28,30/06/2019,CYRE3
22,826.24,248.89,77.64,-18.0,95.64,48.41,0.12,31/03/2019,CYRE3
23,1330.0,334.07,165.43,-5.52,170.95,116.11,0.29,31/12/2018,CYRE3
24,724.83,204.78,-77.92,-5.88,-72.04,-120.75,-  0.30,30/09/2018,CYRE3
25,639.54,171.3,-9.41,-6.66,-2.75,-28.44,-  0.07,30/06/2018,CYRE3
26,450.62,124.78,-25.66,-15.82,-9.84,-51.28,-  0.13,31/03/2018,CYRE3
27,808.8,218.58,88.5,-15.74,104.24,48.76,0.12,31/12/2017,CYRE3
28,597.83,147.33,16.78,,17.47,-6.76,-  0.02,30/09/2017,CYRE3
29,574.76,153.59,-125.19,-17.76,-107.43,-141.03,-  0.35,30/06/2017,CYRE3
30,692.39,215.02,36.73,-21.3,58.03,4.03,0.01,31/03/2017,CYRE3
31,918.76,264.91,63.66,-28.09,91.75,30.93,0.08,31/12/2016,CYRE3
32,824.81,261.42,43.28,-25.08,68.36,14.44,0.04,30/09/2016,CYRE3
33,641.03,253.93,45.41,-16.51,61.92,44.7,0.11,30/06/2016,CYRE3
34,810.71,282.26,86.86,-27.75,114.61,61.27,0.15,31/03/2016,CYRE3
35,1030.0,348.9,125.53,-22.72,148.25,98.02,0.25,31/12/2015,CYRE3
36,1030.0,348.9,125.53,-22.72,148.25,98.02,0.25,30/09/2015,CYRE3
37,1140.0,399.06,218.98,-16.37,235.35,118.01,0.30,30/06/2015,CYRE3
38,1140.0,399.06,218.98,-16.37,235.35,118.01,0.30,31/03/2015,CYRE3
39,1140.0,399.06,218.98,-16.37,235.35,118.01,0.30,31/12/2014,CYRE3
40,1610.0,482.73,258.76,-19.85,278.6,179.13,0.45,30/09/2014,CYRE3
41,1360.0,453.55,247.63,-20.95,268.57,168.89,0.42,30/06/2014,CYRE3
42,1320.0,437.66,219.16,-23.25,242.41,163.45,0.39,31/03/2014,CYRE3
43,1390.0,457.25,265.25,-18.96,284.21,182.52,0.44,31/12/2013,CYRE3
44,1390.0,457.25,255.64,-27.67,283.31,174.6,0.42,30/09/2013,CYRE3
45,1370.0,447.68,249.4,-24.06,254.04,182.69,0.44,30/06/2013,CYRE3
46,1250.0,416.11,251.14,-25.33,276.48,179.02,0.43,31/03/2013,CYRE3
47,1480.0,519.41,315.21,-42.52,357.73,249.1,0.60,31/12/2012,CYRE3
48,1430.0,441.96,215.36,-71.92,287.27,150.4,0.36,30/09/2012,CYRE3
49,1480.0,447.76,211.89,-6.71,218.6,142.75,0.34,30/06/2012,CYRE3
50,1440.0,425.51,179.03,-2.94,181.97,117.91,0.28,31/03/2012,CYRE3
51,1980.0,576.32,249.88,-1.58,251.45,181.37,0.43,31/12/2011,CYRE3
52,1560.0,445.96,217.73,-4.84,222.57,146.75,0.35,30/09/2011,CYRE3
53,1380.0,382.5,134.42,-3.53,137.95,95.87,0.23,30/06/2011,CYRE3
54,1200.0,328.71,128.75,-3.39,132.13,74.18,0.18,31/03/2011,CYRE3
55,1390.0,340.01,122.91,,,82.53,0.20,31/12/2010,CYRE3
56,1160.0,408.96,208.61,,,176.03,0.42,30/09/2010,CYRE3
57,1210.0,393.04,211.84,,,167.45,0.40,30/06/2010,CYRE3
58,1130.0,394.62,210.4,,,174.24,0.41,31/03/2010,CYRE3
59,1190.0,398.73,245.65,,,207.72,0.49,31/12/2009,CYRE3
60,1190.0,398.73,245.65,,,207.72,0.49,30/09/2009,CYRE3
61,875.6,299.87,209.15,,,157.07,0.43,30/06/2009,CYRE3
62,671.45,252.09,151.26,,,100.46,0.28,31/03/2009,CYRE3
63,888.83,270.43,37.06,,,,0.00,31/12/2008,CYRE3
64,695.76,294.16,149.07,,,72.39,0.20,30/09/2008,CYRE3
65,743.93,300.43,157.68,,,119.2,0.34,30/06/2008,CYRE3
66,518.93,217.56,108.97,,,85.85,0.24,31/03/2008,CYRE3
67,518.93,217.56,108.97,,,85.85,0.24,31/12/2007,CYRE3
68,414.82,180.49,113.75,,,90.01,0.25,30/09/2007,CYRE3
69,355.51,142.83,193.69,,,183.91,0.52,30/06/2007,CYRE3
70,303.28,125.74,67.1,,,56.86,0.16,31/03/2007,CYRE3
71,390.79,153.57,78.08,,,80.63,0.23,31/12/2006,CYRE3
72,232.82,99.14,26.31,,,31.29,0.18,30/09/2006,CYRE3
73,262.0,115.56,77.77,,,72.96,0.48,30/06/2006,CYRE3
74,231.08,103.24,65.87,,,57.41,0.39,31/03/2006,CYRE3
75,123.05,44.12,4.26,,,22.31,0.15,31/12/2005,CYRE3
76,252.95,120.85,64.77,,,30.5,0.21,30/09/2005,CYRE3
77,254.81,120.64,63.62,,,57.87,0.50,30/06/2005,CYRE3
78,58.03,32.99,22.03,,,17.13,0.21,31/03/2005,CYRE3
79,81.69,36.89,25.12,,,18.07,0.23,31/12/2004,CYRE3
80,45.45,22.59,14.39,,,9.47,0.12,30/09/2004,CYRE3
81,37.11,19.07,9.72,,,8.77,0.11,30/06/2004,CYRE3
82,52.83,15.84,9.87,,,9.63,0.12,31/03/2004,CYRE3
83,34.88,16.99,9.59,,,-1.83,-  0.02,31/12/2003,CYRE3
84,37.36,23.76,17.92,,,19.67,0.25,30/09/2003,CYRE3
85,28.88,11.92,2.85,,,2.03,0.03,30/06/2003,CYRE3
86,29.75,16.86,11.2,,,13.29,0.17,31/03/2003,CYRE3
87,37.21,24.08,13.82,,,17.77,0.22,31/12/2002,CYRE3
88,38.71,23.41,19.24,,,12.08,0.15,30/09/2002,CYRE3
89,35.54,19.38,9.97,,,6.67,0.08,30/06/2002,CYRE3
90,36.1,20.47,14.28,,,10.93,0.13,31/03/2002,CYRE3
91,74.1,34.32,17.65,,,8.82,0.11,31/12/2001,CYRE3
92,44.08,20.8,9.31,,,7.89,0.10,30/06/2001,CYRE3
93,35.96,19.3,12.66,,,11.27,0.14,31/03/2001,CYRE3
94,35.15,14.62,7.47,,,10.7,0.13,31/12/2000,CYRE3
95,53.24,28.5,17.93,,,18.81,0.23,30/09/2000,CYRE3
96,33.1,15.57,8.98,,,7.83,0.10,30/06/2000,CYRE3
97,34.25,16.04,10.12,,,12.31,0.16,31/03/2000,CYRE3
0,2540.0,1020.0,928.62,-252.79,1180.0,262.55,0.38,30/09/2024,ECOR3
1,2410.0,953.57,882.53,-228.02,1110.0,268.06,0.38,30/06/2024,ECOR3
2,2130.0,932.63,846.05,-216.83,1060.0,231.37,0.33,31/03/2024,ECOR3
3,2660.0,968.06,683.84,-229.42,913.26,117.68,0.17,31/12/2023,ECOR3
4,2570.0,886.22,813.23,-184.65,997.87,219.03,0.31,30/09/2023,ECOR3
5,2009.9999999999998,750.55,683.88,-200.69,884.57,120.1,0.17,30/06/2023,ECOR3
6,1600.0,649.87,601.7,-183.36,785.06,112.75,0.16,31/03/2023,ECOR3
7,1910.0,731.58,554.96,-164.24,719.2,108.56,0.16,31/12/2022,ECOR3
8,1670.0,456.97,379.9,-144.95,524.85,128.24,0.18,30/09/2022,ECOR3
9,1340.0,351.72,289.63,-138.23,427.86,-7.02,-  0.01,30/06/2022,ECOR3
10,1140.0,386.41,317.89,-133.8,451.69,15.92,0.02,31/03/2022,ECOR3
11,1290.0,474.61,346.42,-179.17,525.59,12.97,0.02,31/12/2021,ECOR3
12,1260.0,494.21,469.38,-181.28,650.66,143.72,0.21,30/09/2021,ECOR3
13,1100.0,422.27,363.12,-176.39,539.52,127.36,0.18,30/06/2021,ECOR3
14,1010.0,448.8,389.01,-154.3,543.31,87.99,0.16,31/03/2021,ECOR3
15,1060.0,451.43,-62.23,-132.59,70.36,-630.74,-  1.13,31/12/2020,ECOR3
16,1060.0,426.29,343.76,-145.04,488.8,71.62,0.13,30/09/2020,ECOR3
17,907.76,322.79,210.71,-143.58,354.3,35.3,0.06,30/06/2020,ECOR3
18,970.03,442.47,373.5,-125.85,499.34,99.84,0.18,31/03/2020,ECOR3
19,1110.0,408.65,372.71,-156.04,528.74,79.23,0.14,31/12/2019,ECOR3
20,976.54,387.9,-160.75,-154.98,-6.68,-408.63,-  0.73,30/09/2019,ECOR3
21,972.84,359.83,297.17,-134.69,431.86,60.88,0.11,30/06/2019,ECOR3
22,881.86,346.15,287.47,-121.8,409.27,86.07,0.15,31/03/2019,ECOR3
23,893.04,339.45,268.23,-87.18,355.41,56.58,0.10,31/12/2018,ECOR3
24,766.78,340.3,292.67,-117.22,409.89,93.53,0.17,30/09/2018,ECOR3
25,721.14,319.44,273.75,-115.63,389.38,79.5,0.14,30/06/2018,ECOR3
26,788.3,390.06,349.66,-113.53,463.19,145.58,0.26,31/03/2018,ECOR3
27,850.24,386.24,290.62,-107.87,398.49,92.93,0.17,31/12/2017,ECOR3
28,826.93,394.73,314.37,-105.78,420.15,125.34,0.22,30/09/2017,ECOR3
29,773.75,367.18,286.45,-103.03,389.47,76.42,0.14,30/06/2017,ECOR3
30,749.79,409.4,320.25,-101.83,422.08,97.79,0.18,31/03/2017,ECOR3
31,745.53,247.35,271.9,-77.57,349.47,88.74,0.16,31/12/2016,ECOR3
32,755.36,348.82,267.02,-87.42,354.44,67.08,0.12,30/09/2016,ECOR3
33,664.65,323.94,-59.69,-76.65,25.05,-1180.0,-  2.11,30/06/2016,ECOR3
34,736.95,366.6,287.16,-98.33,385.48,56.49,0.10,31/03/2016,ECOR3
35,774.45,340.83,257.29,-102.19,359.48,40.61,0.07,31/12/2015,ECOR3
36,777.48,334.11,248.93,-96.96,345.89,20.1,0.04,30/09/2015,ECOR3
37,663.24,281.58,199.9,-84.52,284.42,19.62,0.04,30/06/2015,ECOR3
38,685.55,324.0,239.63,-81.95,321.58,28.65,0.05,31/03/2015,ECOR3
39,735.2,301.73,197.54,-91.02,288.56,53.89,0.10,31/12/2014,ECOR3
40,712.27,326.73,216.7,-75.22,291.92,77.36,0.14,30/09/2014,ECOR3
41,827.3,254.61,187.1,-71.06,258.15,52.24,0.09,30/06/2014,ECOR3
42,662.24,332.77,508.09,-71.66,579.75,288.41,0.52,31/03/2014,ECOR3
43,717.48,357.23,217.65,-79.88,297.53,88.29,0.16,31/12/2013,ECOR3
44,699.36,294.13,254.72,-56.87,311.59,111.29,0.20,30/09/2013,ECOR3
45,653.89,318.39,233.69,-53.78,287.47,87.11,0.16,30/06/2013,ECOR3
46,568.33,322.7,253.59,-46.11,299.7,111.16,0.20,31/03/2013,ECOR3
47,720.55,416.08,288.64,-69.17,357.81,130.54,0.23,31/12/2012,ECOR3
48,691.74,313.19,254.41,-71.48,325.88,99.69,0.18,30/09/2012,ECOR3
49,521.22,262.91,195.95,-49.63,245.58,84.42,0.15,30/06/2012,ECOR3
50,475.6,254.58,214.06,-47.15,261.21,107.43,0.19,31/03/2012,ECOR3
51,492.67,309.12,208.32,-42.89,251.2,102.78,0.18,31/12/2011,ECOR3
52,471.02,252.51,207.91,-42.41,250.32,102.74,0.18,30/09/2011,ECOR3
53,441.28,229.69,178.37,-41.84,220.21,85.91,0.15,30/06/2011,ECOR3
54,422.4,223.04,193.67,-41.09,234.76,91.58,0.16,31/03/2011,ECOR3
55,508.68,256.78,451.72,,,332.49,0.60,31/12/2010,ECOR3
56,320.43,191.13,155.65,,,76.14,0.14,30/09/2010,ECOR3
57,337.9,193.03,164.86,,,70.37,0.13,30/06/2010,ECOR3
58,303.23,182.0,215.88,,,119.72,0.26,31/03/2010,ECOR3
59,290.7,170.37,139.25,,,53.26,0.11,31/12/2009,ECOR3
60,255.54,128.73,117.32,,,38.42,0.08,30/09/2009,ECOR3
61,226.65,141.52,107.5,,,46.43,0.10,30/06/2009,ECOR3
62,229.81,150.74,121.02,,,54.29,0.12,31/03/2009,ECOR3
63,236.36,153.31,110.08,,,34.8,0.07,31/12/2008,ECOR3
64,209.83,131.56,103.69,,,35.54,0.08,30/09/2008,ECOR3
65,193.49,129.71,88.85,,,18.27,0.04,30/06/2008,ECOR3
66,191.61,122.92,101.54,,,41.02,0.09,31/03/2008,ECOR3
67,171.53,100.76,76.55,,,35.84,0.08,31/12/2007,ECOR3
68,163.24,101.86,83.87,,,37.42,0.08,30/09/2007,ECOR3
69,146.78,90.58,76.13,,,40.74,0.09,30/06/2007,ECOR3
70,161.76,102.59,85.74,,,45.8,0.10,31/03/2007,ECOR3
71,150.67,77.99,63.89,,,22.44,0.05,31/12/2006,ECOR3
72,140.39,71.07,45.33,,,21.36,0.05,30/09/2006,ECOR3
73,131.93,74.1,59.39,,,34.79,0.07,30/06/2006,ECOR3
74,147.28,91.91,81.55,,,56.5,0.12,31/03/2006,ECOR3
75,139.65,55.57,54.71,,,20.33,0.04,31/12/2005,ECOR3
76,134.21,81.17,63.21,,,45.25,0.10,30/09/2005,ECOR3
77,121.69,70.78,54.97,,,51.42,0.11,30/06/2005,ECOR3
78,132.7,85.04,69.21,,,35.04,0.08,31/03/2005,ECOR3
79,126.46,73.8,62.32,,,45.25,0.10,31/12/2004,ECOR3
80,122.53,73.73,61.38,,,46.02,0.10,30/09/2004,ECOR3
81,122.53,73.73,61.38,,,46.02,0.10,30/06/2004,ECOR3
82,50.91,30.71,20.16,,,9.67,0.02,31/03/2004,ECOR3
83,20.73,8.08,1.7,,,,-  0.02,31/12/2003,ECOR3
84,21.95,12.03,6.53,,,2.59,0.10,30/09/2003,ECOR3
85,23.33,13.18,9.52,,,3.87,0.15,30/06/2003,ECOR3
86,19.65,10.06,6.26,,,1.37,0.05,31/03/2003,ECOR3
87,,,,,,,NA,31/12/2002,ECOR3
0,2540.0,1300.0,1380.0,-272.54,1650.0,655.05,0.80,30/09/2024,EGIE3
1,2800.0,1690.0,1700.0,-265.06,1960.0,871.3,1.07,30/06/2024,EGIE3
2,2610.0,1520.0,2920.0,-245.72,3170.0,1680.0,2.06,31/03/2024,EGIE3
3,2710.0,1380.0,1570.0,-233.34,1800.0,947.87,1.16,31/12/2023,EGIE3
4,2510.0,1320.0,1480.0,-232.42,1710.0,867.28,1.06,30/09/2023,EGIE3
5,2610.0,1530.0,1480.0,-231.94,1710.0,732.6,0.90,30/06/2023,EGIE3
6,2910.0,1680.0,1840.0,-226.56,2060.0,881.81,1.08,31/03/2023,EGIE3
7,3100.0,1410.0,1490.0,-227.44,1710.0,890.23,1.09,31/12/2022,EGIE3
8,2750.0,1090.0,1220.0,-253.46,1470.0,733.87,0.90,30/09/2022,EGIE3
9,3000.0,1550.0,1460.0,-259.87,1720.0,394.26,0.48,30/06/2022,EGIE3
10,3060.0,1530.0,1640.0,-249.03,1890.0,644.72,0.79,31/03/2022,EGIE3
11,2770.0,1890.0,749.92,-333.84,1080.0,77.44,0.09,31/12/2021,EGIE3
12,3390.0,1400.0,1510.0,-240.0,1750.0,638.7,0.78,30/09/2021,EGIE3
13,3130.0,1220.0,1130.0,-237.91,1370.0,318.79,0.39,30/06/2021,EGIE3
14,3250.0,1400.0,1510.0,-230.68,1740.0,528.8,0.65,31/03/2021,EGIE3
15,3770.0,2140.0,2060.0,-223.44,2290.0,1030.0,1.26,31/12/2020,EGIE3
16,3210.0,1170.0,1210.0,-223.39,1430.0,489.71,0.60,30/09/2020,EGIE3
17,2690.0,1100.0,1200.0,-232.75,1430.0,765.71,0.94,30/06/2020,EGIE3
18,2590.0,1060.0,1100.0,-235.39,1330.0,511.56,0.63,31/03/2020,EGIE3
19,2800.0,1070.0,1070.0,-242.8,1320.0,617.23,0.76,31/12/2019,EGIE3
