,preço_lucro,preço_vpa,preço_receita_líquida,preço_fco,preço_fcf,preço_ativo_total,preço_ebit,preço_capital_giro,preço_ncav,ev_ebit,ev_ebitda,ev_receita_líquida,ev_fco,ev_fcf,ev_ativo_total,market_cap_empresa,enterprise_value,dividend_yield,datas,tic
0,-8.33,0.58,0.50,113.39,-7.38,0.20,5.28,141.80,-0.32,8.38,4.96,0.79,179.80,-11.70,0.32,620.1,983.3,0.0,16/12/2025,AALR3
1,-10.23,0.71,0.61,139.29,-9.07,0.25,6.49,174.20,-0.39,9.59,5.67,0.91,205.70,-13.39,0.37,761.8,1120.0,0.0,30/09/2025,AALR3
2,-10.49,0.80,0.69,-33.27,-7.51,0.29,7.13,29.69,-0.47,9.85,5.16,0.95,-45.97,-10.38,0.41,844.07,1170.0,0.0,30/06/2025,AALR3
3,-14.18,0.85,0.73,33.45,-14.35,0.32,6.98,-72.10,-0.51,11.14,6.10,1.17,53.43,-22.93,0.51,909.59,1450.0,0.0,31/03/2025,AALR3
4,-10.81,1.22,1.09,-32.44,-9.48,0.46,11.78,47.47,-0.75,17.14,8.77,1.59,-47.23,-13.80,0.67,1330.0,1940.0,0.0,31/12/2024,AALR3
5,-10.01,1.44,1.37,8.38,15.48,0.63,25.06,-11.37,-1.01,33.67,12.81,1.84,11.26,20.80,0.84,1650.0,2220.0,0.0,30/09/2024,AALR3
6,-5.38,1.08,0.99,7.03,13.65,0.44,30.09,-7.56,-0.67,45.11,11.86,1.48,10.54,20.46,0.65,1180.0,1760.0,0.0,30/06/2024,AALR3
7,-4.86,1.35,1.12,20.74,-67.91,0.51,73.02,-5.67,-0.72,115.84,15.98,1.78,32.90,-107.73,0.81,1310.0,2080.0,0.0,31/03/2024,AALR3
8,-3.97,0.99,0.77,8.85,83.92,0.34,23.26,-4.31,-0.46,44.51,11.38,1.47,16.93,160.57,0.65,904.94,1730.0,0.0,31/12/2023,AALR3
9,-4.60,1.19,1.05,21.17,-20.33,0.44,65.41,-5.41,-0.62,106.31,14.52,1.70,34.41,-33.04,0.72,1210.0,1970.0,0.0,30/09/2023,AALR3
10,-9.87,3.27,2.50,56.18,-36.54,1.12,-229.11,-8.79,-1.43,-301.66,35.74,3.29,73.98,-48.11,1.48,2830.0,3720.0,0.0,30/06/2023,AALR3
11,-10.84,2.96,2.44,13.03,33.47,1.04,-157.58,-10.73,-1.40,-208.13,35.40,3.22,17.21,44.20,1.38,2680.0,3540.0,0.0,31/03/2023,AALR3
12,-11.71,2.81,2.46,14.24,35.90,1.02,-83.26,-13.74,-1.43,-108.74,40.65,3.21,18.60,46.89,1.33,2670.0,3480.0,0.0,31/12/2022,AALR3
13,-18.58,2.35,2.30,9.65,16.01,0.96,-672.17,-30.69,-1.53,-849.03,28.25,2.91,12.19,20.22,1.21,2520.0,3180.0,0.0,30/09/2022,AALR3
14,-43.88,2.12,2.18,8.97,14.17,0.94,48.73,-26.06,-1.59,60.16,17.97,2.70,11.07,17.50,1.16,2420.0,2990.0,0.0,30/06/2022,AALR3
15,-72.35,2.02,2.07,18.85,103.95,0.92,35.83,-29.45,-1.60,46.26,16.48,2.68,24.33,134.21,1.19,2340.0,3020.0,0.0,31/03/2022,AALR3
16,-376.43,1.80,1.86,14.20,43.54,0.83,24.01,-21.12,-1.44,31.39,13.32,2.44,18.56,56.92,1.09,2120.0,2770.0,0.0,31/12/2021,AALR3
17,41.73,1.33,1.38,9.62,22.77,0.62,11.22,-35.64,-1.11,15.52,8.37,1.91,13.31,31.50,0.85,1600.0,2220.0,0.0,30/09/2021,AALR3
18,41.08,1.00,1.08,8.34,20.71,0.46,9.90,12.15,-0.92,14.56,7.27,1.59,12.26,30.45,0.68,1210.0,1780.0,0.0,30/06/2021,AALR3
19,-15.92,0.87,1.07,9.04,22.91,0.41,41.81,18.03,-0.80,64.34,11.06,1.64,13.91,35.26,0.63,1040.0,1610.0,0.0,31/03/2021,AALR3
20,-11.29,0.92,1.18,9.33,21.51,0.43,-120.59,11.90,-0.87,-182.49,15.13,1.79,14.13,32.55,0.66,1100.0,1660.0,0.009399999999999999,31/12/2020,AALR3
21,-12.05,1.05,1.38,9.38,18.52,0.48,-84.22,-38.66,-0.88,-124.33,17.83,2.03,13.85,27.34,0.72,1240.0,1830.0,0.0083,30/09/2020,AALR3
22,-15.32,1.10,1.41,6.90,10.78,0.49,211.91,-13.24,-0.84,306.29,15.01,2.04,9.98,15.58,0.71,1290.0,1870.0,0.008,30/06/2020,AALR3
23,105.73,0.81,0.98,4.50,6.76,0.39,9.77,-72.72,-0.75,15.15,7.12,1.53,6.99,10.49,0.61,1030.0,1600.0,0.01,31/03/2020,AALR3
24,35.09,1.13,1.35,6.79,10.49,0.60,10.16,134.03,-1.31,13.85,7.58,1.84,9.26,14.30,0.82,1450.0,1980.0,0.0069,31/12/2019,AALR3
25,40.90,1.60,1.93,8.94,13.61,0.83,13.48,72.35,-1.79,17.05,10.10,2.44,11.31,17.21,1.05,2060.0,2600.0,0.0049,30/09/2019,AALR3
26,38.10,1.41,1.68,9.58,16.29,0.74,12.13,-71.74,-1.54,15.76,9.48,2.18,12.45,21.17,0.97,1800.0,2340.0,0.005600000000000001,30/06/2019,AALR3
27,41.36,1.40,1.65,10.02,18.88,0.73,12.54,-310.16,-1.51,16.39,9.95,2.15,13.10,24.68,0.95,1770.0,2320.0,0.005600000000000001,31/03/2019,AALR3
28,45.74,1.46,1.70,11.38,24.40,0.83,13.36,122.23,-1.96,17.23,10.76,2.20,14.68,31.48,1.07,1830.0,2370.0,0.0,31/12/2018,AALR3
29,134.49,1.11,1.29,10.40,30.05,0.61,19.03,66.42,-1.40,26.87,12.42,1.82,14.69,42.44,0.87,1390.0,1960.0,0.0,30/09/2018,AALR3
30,165.64,1.24,1.41,9.81,23.10,0.68,20.66,328.03,-1.50,28.00,13.52,1.92,13.29,31.30,0.92,1540.0,2080.0,0.0,30/06/2018,AALR3
31,217.47,1.41,1.60,12.01,66.53,0.76,22.38,70.35,-1.70,29.64,14.79,2.12,15.91,88.13,1.01,1730.0,2300.0,0.0,31/03/2018,AALR3
32,280.97,1.53,1.73,13.93,-126.05,0.82,26.57,47.32,-1.82,33.79,15.91,2.20,17.71,-160.28,1.04,1870.0,2380.0,0.0,31/12/2017,AALR3
33,53.56,1.57,1.78,17.22,-28.78,0.84,16.53,-23.44,-1.66,20.50,12.40,2.21,21.35,-35.70,1.04,1930.0,2390.0,0.0,30/09/2017,AALR3
34,71.22,1.54,1.80,18.55,-19.65,0.83,16.97,-30.60,-1.68,21.01,12.59,2.23,22.97,-24.32,1.02,1880.0,2320.0,0.0,30/06/2017,AALR3
35,158.53,1.75,2.04,25.45,-37.13,0.93,20.10,-45.84,-1.91,24.29,14.87,2.46,30.75,-44.86,1.13,2070.0,2500.0,0.0,31/03/2017,AALR3
36,100.98,1.27,1.57,18.91,-56.06,0.69,14.85,16.62,-1.65,18.29,11.87,1.93,23.30,-69.06,0.85,1490.0,1840.0,0.0,31/12/2016,AALR3
37,92.47,1.81,1.83,19.45,261.68,0.83,14.74,-32.28,-1.45,19.42,13.72,2.41,25.64,344.84,1.09,1600.0,2100.0,0.0,30/09/2016,AALR3
38,-144.37,2.17,2.38,22.14,111.57,1.02,18.35,-79.11,-1.89,22.96,16.65,2.98,27.71,139.61,1.28,1920.0,2400.0,0.0,30/06/2016,AALR3
39,201.06,2.15,2.61,18.76,557.94,1.04,17.22,-105.53,-1.98,21.45,16.16,3.26,23.37,695.02,1.29,1920.0,2390.0,0.0,31/03/2016,AALR3
40,-114.42,1.99,2.09,14.82,-345.50,0.95,13.43,50.46,-1.89,17.51,13.24,2.72,19.32,-450.40,1.24,1460.0,1900.0,0.0,31/12/2015,AALR3
0,13.92,2.43,2.47,8.89,10.73,1.59,9.33,41.62,-5.15,8.68,6.78,2.30,8.27,9.99,1.48,223180.0,207770.0,0.07429999999999999,16/12/2025,ABEV3
1,12.37,2.16,2.19,7.90,9.54,1.41,8.29,37.00,-4.58,7.65,5.97,2.02,7.29,8.80,1.30,198440.0,183020.0,0.08349999999999999,30/09/2025,ABEV3
2,13.31,2.12,2.14,7.47,9.01,1.38,8.55,50.10,-4.29,7.97,6.14,2.00,6.97,8.40,1.29,196390.0,183140.0,0.0741,30/06/2025,ABEV3
3,15.70,2.40,2.47,8.52,10.21,1.54,10.01,53.83,-4.66,9.30,7.15,2.30,7.92,9.49,1.43,226490.0,210590.0,0.0553,31/03/2025,ABEV3
4,12.77,1.87,2.06,7.06,8.57,1.13,8.45,38.67,-3.12,7.30,5.58,1.78,6.10,7.40,0.98,184360.0,159220.0,0.0571,31/12/2024,ABEV3
5,14.28,2.03,2.42,7.62,9.57,1.35,10.11,28.45,-4.73,9.27,7.04,2.22,6.99,8.78,1.24,199180.0,182770.0,0.057800000000000004,30/09/2024,ABEV3
6,12.85,1.94,2.29,7.13,9.01,1.29,9.61,50.02,-4.16,9.05,6.86,2.16,6.72,8.49,1.22,184990.0,174300.0,0.0622,30/06/2024,ABEV3
7,13.22,2.21,2.41,7.37,9.44,1.43,10.28,-809.80,-4.04,9.80,7.38,2.30,7.03,9.00,1.37,191770.0,182740.0,0.06,31/03/2024,ABEV3
8,13.67,2.51,2.49,8.02,10.51,1.49,10.63,-44.62,-3.41,9.96,7.53,2.33,7.51,9.84,1.40,198180.0,185630.0,0.057999999999999996,31/12/2023,ABEV3
9,13.43,2.24,2.46,8.97,11.97,1.47,10.88,54.65,-4.61,10.14,7.64,2.29,8.37,11.16,1.37,202590.0,188900.0,0.0593,30/09/2023,ABEV3
10,16.14,2.71,2.79,11.10,15.84,1.73,12.96,1.139.10,-4.80,12.50,9.37,2.69,10.71,15.28,1.67,230480.0,222350.0,0.0521,30/06/2023,ABEV3
11,15.63,2.71,2.82,11.79,17.91,1.70,12.55,-908.50,-4.54,12.09,9.24,2.71,11.36,17.25,1.64,230480.0,222050.0,0.0521,31/03/2023,ABEV3
12,14.30,2.52,2.59,10.02,14.52,1.50,11.71,-75.92,-3.52,11.08,8.46,2.45,9.48,13.74,1.42,206800.0,195640.0,0.0581,31/12/2022,ABEV3
13,18.71,2.72,3.10,11.86,18.21,1.73,14.13,37.26,-5.41,13.28,10.15,2.91,11.15,17.11,1.62,245070.0,230340.0,0.0388,30/09/2022,ABEV3
14,17.56,2.76,3.09,11.35,17.12,1.74,13.76,54.79,-5.17,13.13,10.07,2.95,10.83,16.33,1.66,237830.0,226900.0,0.04,30/06/2022,ABEV3
15,16.07,2.74,2.90,10.51,15.85,1.70,12.61,166.26,-4.58,12.03,9.24,2.76,10.02,15.12,1.62,216250.0,206350.0,0.044000000000000004,31/03/2022,ABEV3
16,18.44,2.83,3.21,10.20,15.05,1.69,13.77,-976.52,-4.16,12.98,9.97,3.02,9.61,14.18,1.59,233650.0,220120.0,0.0407,31/12/2021,ABEV3
17,16.59,3.03,3.79,13.50,19.38,1.95,13.62,37.08,-6.37,12.85,10.18,3.57,12.74,18.28,1.83,262880.0,247950.0,0.0294,30/09/2021,ABEV3
18,18.50,3.42,4.05,13.38,18.26,2.17,14.29,68.89,-6.48,13.74,10.87,3.90,12.87,17.56,2.08,269650.0,259370.0,0.0286,30/06/2021,ABEV3
19,19.72,3.10,4.08,12.64,16.33,1.91,15.09,49.17,-5.51,14.36,11.06,3.88,12.03,15.55,1.82,254660.0,242400.0,0.030299999999999997,31/03/2021,ABEV3
20,19.59,3.02,3.82,11.82,15.62,1.78,14.00,119.58,-4.50,13.23,10.08,3.61,11.17,14.76,1.68,222970.0,210670.0,0.0346,31/12/2020,ABEV3
21,23.33,2.60,3.64,10.09,13.56,1.60,14.67,22.99,-5.04,13.60,10.04,3.38,9.36,12.57,1.48,202830.0,188020.0,0.0381,30/09/2020,ABEV3
22,25.68,3.10,4.40,13.82,20.84,1.89,17.11,32.57,-5.66,16.31,11.97,4.20,13.17,19.87,1.80,228950.0,218290.0,0.0337,30/06/2020,ABEV3
23,17.79,2.58,3.45,10.18,14.91,1.60,12.08,30.94,-4.85,11.44,8.74,3.27,9.63,14.11,1.51,181580.0,171850.0,0.0425,31/03/2020,ABEV3
24,19.37,3.72,4.34,12.41,16.90,2.24,14.21,87.41,-6.03,13.66,10.66,4.17,11.93,16.24,2.16,228140.0,219300.0,0.0338,31/12/2019,ABEV3
25,25.01,4.21,5.25,16.19,21.61,2.70,16.45,38.67,-9.37,15.80,12.74,5.04,15.55,20.76,2.60,276910.0,265980.0,0.0182,30/09/2019,ABEV3
26,26.89,4.97,5.91,16.18,20.00,3.10,17.92,65.01,-9.46,17.38,14.10,5.73,15.68,19.40,3.01,306530.0,297190.0,0.016399999999999998,30/06/2019,ABEV3
27,24.83,4.70,5.42,14.57,17.88,2.86,16.10,94.37,-7.96,15.65,12.75,5.27,14.16,17.38,2.78,277580.0,269840.0,0.027200000000000002,31/03/2019,ABEV3
28,24.57,4.81,5.39,15.12,18.76,2.88,15.94,540.45,-7.27,15.41,12.57,5.21,14.62,18.13,2.78,270890.0,261850.00000000003,0.0279,31/12/2018,ABEV3
29,21.87,4.00,4.79,13.08,15.99,2.46,13.83,368.48,-6.53,13.41,11.00,4.64,12.68,15.50,2.39,235830.0,228590.0,0.036000000000000004,30/09/2018,ABEV3
30,39.32,5.98,6.31,18.04,21.91,3.44,18.08,-330.66,-7.90,17.75,14.71,6.20,17.71,21.51,3.38,312710.0,306950.0,0.0271,30/06/2018,ABEV3
31,45.04,7.06,7.13,20.65,25.22,4.18,20.65,-267.08,-9.89,20.44,16.87,7.06,20.44,24.97,4.14,344470.0,340990.0,0.0246,31/03/2018,ABEV3
32,47.89,7.63,7.33,19.64,23.77,4.04,21.38,-88.44,-7.84,20.90,17.24,7.17,19.21,23.24,3.95,351130.0,343330.0,0.0242,31/12/2017,ABEV3
33,37.22,7.01,7.18,19.56,24.33,3.98,20.13,-264.32,-8.91,19.83,16.42,7.07,19.26,23.97,3.92,330700.0,325690.0,0.028999999999999998,30/09/2017,ABEV3
34,25.14,6.29,6.65,17.79,22.39,3.57,18.84,-101.03,-7.64,18.60,15.37,6.56,17.56,22.11,3.52,300360.0,296520.0,0.0319,30/06/2017,ABEV3
35,24.97,6.39,6.61,18.08,23.57,3.70,18.46,-114.73,-8.20,18.33,15.19,6.56,17.95,23.41,3.68,299110.0,297010.0,0.0305,31/03/2017,ABEV3
36,21.56,6.03,5.93,21.91,32.41,3.23,15.82,-55.35,-6.16,15.67,13.08,5.88,21.71,32.12,3.20,270500.0,268020.0,0.0337,31/12/2016,ABEV3
37,24.96,6.33,6.29,19.49,28.05,3.79,16.80,-159.14,-8.94,16.63,13.99,6.23,19.29,27.76,3.76,300210.0,297130.0,0.0215,30/09/2016,ABEV3
38,24.79,6.67,6.16,18.08,26.24,3.85,15.58,-88.65,-8.28,15.47,13.19,6.11,17.95,26.05,3.83,295490.0,293390.0,0.0298,30/06/2016,ABEV3
39,24.88,6.54,6.48,16.99,23.71,3.84,16.40,-108.88,-8.56,16.29,13.96,6.44,16.88,23.55,3.81,308070.0,306020.0,0.027000000000000003,31/03/2016,ABEV3
40,22.41,5.76,5.96,11.80,15.11,3.09,14.82,-152.32,-6.37,14.29,12.34,5.74,11.38,14.57,2.98,278360.0,268340.0,0.035,31/12/2015,ABEV3
41,23.43,6.22,6.87,14.04,17.64,3.41,16.86,-71.10,-6.82,16.48,14.26,6.72,13.73,17.25,3.33,300050.0,293350.0,0.0296,30/09/2015,ABEV3
42,23.46,6.73,7.16,15.80,20.47,3.99,17.41,-125.51,-9.11,17.16,14.87,7.05,15.58,20.18,3.94,297220.0,292990.0,0.0336,30/06/2015,ABEV3
43,25.11,6.99,7.78,17.64,23.22,4.12,18.52,-122.54,-9.30,18.26,15.95,7.67,17.40,22.90,4.07,309640.0,305350.0,0.0353,31/03/2015,ABEV3
44,23.83,6.81,7.55,18.09,24.89,3.99,18.15,-262.27,-9.27,17.70,15.46,7.36,17.64,24.27,3.89,287540.0,280440.0,0.04019999999999999,31/12/2014,ABEV3
45,21.14,6.07,7.02,16.73,23.71,3.95,16.45,300.79,-11.77,16.24,14.24,6.93,16.52,23.41,3.90,257470.00000000003,254240.0,0.0466,30/09/2014,ABEV3
46,21.06,6.02,6.71,14.55,19.62,3.90,15.49,186.52,-11.77,15.27,13.49,6.61,14.34,19.33,3.84,245560.0,241950.0,0.0347,30/06/2014,ABEV3
47,24.00,6.56,7.09,16.07,21.46,4.03,16.18,1.403.72,-10.56,15.89,14.08,6.97,15.79,21.08,3.96,255360.0,250820.0,0.0236,31/03/2014,ABEV3
48,27.53,6.13,7.55,17.22,22.71,3.82,17.07,79.80,-11.64,16.53,14.61,7.30,16.67,21.99,3.70,262510.0,254120.0,0.0151,31/12/2013,ABEV3
49,NA,4.37,NA,62.76,72.89,2.83,NA,87.23,-8.85,NA,160.74,NA,62.07,72.10,2.80,168670.0,166830.0,0.0,30/09/2013,ABEV3
50,NA,6.33,NA,-207.24,-152.66,2.87,NA,84.46,-5.60,NA,294.35,NA,-205.43,-151.33,2.85,168670.0,167200.0,0.0,30/06/2013,ABEV3
51,81.09,4.52,559.69,59.29,NA,3.23,116.48,141.23,-12.34,114.49,114.49,550.10,58.27,NA,3.18,4330.0,4260.0,0.0,31/03/2013,ABEV3
52,93.26,4.43,0.00,124.75,NA,3.22,137.42,104.72,-13.22,135.90,135.90,0.00,123.37,NA,3.18,4330.0,4290.0,0.0,31/12/2012,ABEV3
0,14.10,1.92,6.03,20.59,21.92,1.30,9.82,6.24,-11.48,9.60,9.63,5.90,20.14,21.44,1.28,491.43,480.76,0.055099999999999996,16/12/2025,AFLT3
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.0584,30/09/2025,AFLT3
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.057800000000000004,30/06/2025,AFLT3
3,14.17,1.69,5.33,60.82,79.20,1.26,11.06,7.11,-15.82,11.45,11.40,5.52,62.96,81.98,1.30,434.02,449.26,0.0311,31/03/2025,AFLT3
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.0933,31/12/2024,AFLT3
5,19.63,1.79,8.09,14.52,14.67,1.41,15.00,15.52,-11.62,14.29,14.05,7.71,13.82,13.97,1.34,443.49,422.35,0.0828,30/09/2024,AFLT3
6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.081,30/06/2024,AFLT3
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.0,31/03/2024,AFLT3
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.0746,31/12/2023,AFLT3
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.07919999999999999,30/09/2023,AFLT3
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.0647,30/06/2023,AFLT3
11,14.16,2.05,6.93,35.45,40.71,1.80,13.87,9.54,26.23,13.40,13.33,6.69,34.24,39.32,1.74,555.15,536.26,0.0675,31/03/2023,AFLT3
12,15.46,2.22,8.05,28.00,30.85,1.93,15.13,12.06,71.78,14.58,14.51,7.75,26.99,29.73,1.86,579.75,558.76,0.025699999999999997,31/12/2022,AFLT3
13,4.79,2.11,3.73,23.21,24.16,1.82,4.65,10.24,44.50,4.40,4.40,3.53,21.96,22.86,1.73,574.07,543.14,0.046900000000000004,30/09/2022,AFLT3
14,4.86,2.17,3.85,21.20,22.25,1.86,4.70,11.51,103.44,4.49,4.49,3.68,20.24,21.25,1.77,567.13,541.57,0.0475,30/06/2022,AFLT3
15,5.84,2.33,4.76,22.78,NA,2.13,5.65,10.18,17.20,5.46,5.45,4.60,22.01,NA,2.06,598.05,577.92,0.045,31/03/2022,AFLT3
16,5.37,2.16,4.45,19.46,20.38,1.94,5.19,10.62,24.32,5.02,5.02,4.31,18.84,19.73,1.88,535.59,518.51,0.0742,31/12/2021,AFLT3
17,27.70,3.05,14.04,23.20,24.89,2.78,26.29,12.36,20.66,25.36,25.26,13.55,22.38,24.01,2.68,545.69,526.51,0.0508,30/09/2021,AFLT3
18,32.36,3.72,17.36,27.02,28.97,3.38,30.92,18.67,38.40,30.33,30.09,17.03,26.51,28.42,3.31,639.05,626.98,0.11470000000000001,30/06/2021,AFLT3
19,32.78,3.20,17.25,25.09,NA,2.93,31.53,11.24,16.66,29.77,29.55,16.29,23.69,NA,2.76,618.86,584.41,0.1185,31/03/2021,AFLT3
20,31.73,3.17,16.52,22.36,23.33,2.86,30.96,12.33,21.35,29.38,29.18,15.67,21.21,22.13,2.71,593.63,563.16,0.0768,31/12/2020,AFLT3
21,28.80,3.41,16.99,24.04,24.18,3.03,28.69,14.06,29.59,27.07,26.94,16.04,22.69,22.81,2.86,637.16,601.29,0.08199999999999999,30/09/2020,AFLT3
22,27.48,2.90,16.98,23.50,NA,2.76,27.72,7.82,9.05,25.04,25.04,15.34,21.23,NA,2.49,652.93,589.77,0.0102,30/06/2020,AFLT3
23,17.98,2.02,11.48,16.31,NA,1.93,18.20,5.72,6.63,15.88,15.88,10.02,14.23,NA,1.68,444.75,388.04,0.015,31/03/2020,AFLT3
24,30.62,3.61,20.03,27.27,27.36,3.43,30.99,10.86,12.92,28.96,28.96,18.72,25.49,25.57,3.20,773.42,722.92,0.0086,31/12/2019,AFLT3
25,33.04,4.10,24.08,31.52,NA,3.91,33.17,12.42,14.63,31.26,31.26,22.70,29.71,NA,3.68,889.49,838.44,0.0074,30/09/2019,AFLT3
26,14.37,1.71,10.13,13.25,NA,1.63,14.34,5.66,6.75,12.63,12.63,8.91,11.67,NA,1.43,355.17,312.7,0.018500000000000003,30/06/2019,AFLT3
27,14.02,1.65,9.63,13.21,NA,1.57,13.91,5.92,7.31,12.39,12.39,8.58,11.77,NA,1.40,333.72,297.2,0.0197,31/03/2019,AFLT3
28,13.39,1.55,8.99,12.42,NA,1.47,13.22,6.09,7.72,11.94,11.94,8.12,11.22,NA,1.33,302.81,273.57,0.037599999999999995,31/12/2018,AFLT3
29,24.42,6.57,12.79,14.42,NA,5.45,22.78,5.98,7.34,20.81,20.81,11.69,13.17,NA,4.98,340.66,311.24,0.0141,30/09/2018,AFLT3
30,30.63,7.47,14.28,16.38,NA,6.15,28.37,6.72,8.34,26.56,26.56,13.37,15.33,NA,5.75,348.86,326.6,0.0359,30/06/2018,AFLT3
31,51.90,11.58,23.10,24.67,NA,8.52,48.05,10.22,14.98,45.87,45.87,22.05,23.55,NA,8.13,498.37,475.7,0.025099999999999997,31/03/2018,AFLT3
32,30.24,8.42,16.01,18.58,NA,6.91,29.88,7.48,9.28,28.60,28.60,15.32,17.78,NA,6.61,378.51,362.27,0.1157,31/12/2017,AFLT3
33,24.03,6.63,10.24,950.51,NA,5.40,18.40,6.17,7.83,17.66,17.66,9.83,912.35,NA,5.18,283.25,271.88,0.15460000000000002,30/09/2017,AFLT3
34,13.69,4.15,6.55,161.52,NA,3.43,11.38,4.13,5.22,11.55,11.55,6.65,164.00,NA,3.49,198.51,201.55,0.1151,30/06/2017,AFLT3
35,13.20,4.24,6.73,-27.41,NA,2.37,11.61,5.13,103.13,9.53,9.53,5.52,-22.51,NA,1.95,220.8,181.26,0.1973,31/03/2017,AFLT3
36,18.10,3.39,8.25,-81.46,NA,2.95,15.77,3.98,4.83,13.83,13.83,7.23,-71.43,NA,2.59,258.65,226.78,0.0754,31/12/2016,AFLT3
37,12.61,2.52,6.24,39.69,NA,2.25,14.70,3.06,3.57,12.35,12.35,5.24,33.34,NA,1.89,187.99,157.92,0.10369999999999999,30/09/2016,AFLT3
38,11.42,1.65,4.90,11.96,NA,1.51,14.05,1.97,2.20,10.53,10.53,3.67,8.96,NA,1.13,126.8,94.98,0.15380000000000002,30/06/2016,AFLT3
39,10.72,1.55,4.86,5.14,NA,1.38,12.63,1.77,2.06,8.42,8.42,3.24,3.43,NA,0.92,126.8,84.56,0.15380000000000002,31/03/2016,AFLT3
40,10.04,1.62,4.62,4.58,NA,1.42,11.30,1.89,2.26,7.89,7.89,3.23,3.20,NA,0.99,126.8,88.57,0.15380000000000002,31/12/2015,AFLT3
41,10.92,1.83,5.07,5.63,NA,1.68,11.88,2.09,2.33,8.88,8.88,3.79,4.21,NA,1.25,145.1,108.4,0.0542,30/09/2015,AFLT3
42,8.24,1.83,4.69,6.61,NA,1.69,8.63,2.26,2.52,6.80,6.80,3.70,5.21,NA,1.33,142.57,112.37,0.0998,30/06/2015,AFLT3
43,12.77,2.34,5.46,7.00,NA,2.15,13.33,2.96,3.33,11.14,11.14,4.56,5.85,NA,1.80,189.26,158.18,0.07519999999999999,31/03/2015,AFLT3
44,10.74,2.10,4.64,6.47,NA,1.92,11.19,2.75,3.14,9.47,9.47,3.93,5.48,NA,1.62,160.87,136.15,0.0984,31/12/2014,AFLT3
45,15.99,2.22,9.68,6.70,NA,1.81,16.38,2.91,4.15,13.24,13.24,7.82,5.41,NA,1.46,164.02,132.52,0.0965,30/09/2014,AFLT3
46,11.29,2.48,5.15,6.27,NA,2.14,11.57,3.72,4.89,10.00,10.00,4.45,5.42,NA,1.85,185.47,160.19,0.051,30/06/2014,AFLT3
47,9.85,2.31,5.89,8.93,NA,2.18,10.04,3.05,3.32,8.45,8.45,4.96,7.51,NA,1.83,189.26,159.18,0.09759999999999999,31/03/2014,AFLT3
48,8.79,2.21,4.87,7.34,NA,2.05,8.93,3.01,3.36,7.60,7.60,4.14,6.25,NA,1.74,170.96,145.42,0.151,31/12/2013,AFLT3
49,12.13,3.03,6.35,9.60,NA,2.82,12.35,3.75,4.13,11.23,11.23,5.78,8.73,NA,2.57,220.83,200.93,0.11689999999999999,30/09/2013,AFLT3
50,13.27,3.08,7.17,9.26,NA,2.88,13.46,3.73,4.07,12.07,12.07,6.44,8.31,NA,2.58,236.61,212.21,0.1091,30/06/2013,AFLT3
51,13.68,2.81,7.41,9.00,NA,2.49,13.91,3.36,3.95,11.73,11.73,6.25,7.59,NA,2.10,236.57,199.48,0.071,31/03/2013,AFLT3
52,12.84,2.85,8.04,9.00,NA,2.44,13.23,3.29,4.09,11.31,11.31,6.87,7.69,NA,2.08,227.11,194.13,0.0885,31/12/2012,AFLT3
53,17.08,4.32,11.33,13.14,NA,4.00,17.38,5.06,5.57,15.80,15.80,10.29,11.94,NA,3.63,346.97,315.34,0.0579,30/09/2012,AFLT3
54,18.36,5.00,12.60,17.39,NA,4.60,18.85,6.45,7.26,17.78,17.78,11.88,16.41,NA,4.34,378.51,357.08,0.053099999999999994,30/06/2012,AFLT3
55,12.91,3.11,8.35,12.97,NA,2.74,13.37,3.92,4.72,12.22,12.22,7.64,11.86,NA,2.50,268.11,245.09,0.075,31/03/2012,AFLT3
56,13.41,3.49,8.87,16.77,NA,3.07,13.91,4.47,5.45,14.11,14.11,9.00,17.02,NA,3.11,283.88,288.07,0.0555,31/12/2011,AFLT3
57,12.32,2.93,7.79,14.13,NA,2.71,13.08,3.56,3.93,11.41,11.41,6.79,12.32,NA,2.37,234.68,204.62,0.06709999999999999,30/09/2011,AFLT3
58,12.16,2.93,7.07,11.71,NA,2.72,12.59,3.66,4.05,11.17,11.17,6.27,10.39,NA,2.41,220.8,195.88,0.0713,30/06/2011,AFLT3
59,13.78,3.09,8.24,9.56,NA,2.73,13.84,3.69,4.36,11.68,11.68,6.95,8.07,NA,2.31,252.34,213.07,0.062400000000000004,31/03/2011,AFLT3
60,10.64,2.65,6.37,8.41,NA,2.38,10.50,3.43,4.02,8.57,8.57,5.20,6.86,NA,1.95,202.5,165.28,0.0,31/12/2010,AFLT3
