,preço_lucro,preço_vpa,preço_receita_líquida,preço_fco,preço_fcf,preço_ativo_total,preço_ebit,preço_capital_giro,preço_ncav,ev_ebit,ev_ebitda,ev_receita_líquida,ev_fco,ev_fcf,ev_ativo_total,market_cap_empresa,enterprise_value,dividend_yield,datas,tic
65,12.42,1.30,2.16,23.29,-39.69,1.17,13.74,2.05,2.51,9.92,NA,1.56,16.82,-28.66,0.84,1140.0,816.48,0.030899999999999997,30/09/2009,FESA4
66,4.37,1.07,1.49,5.54,10.92,0.99,4.25,1.68,1.92,3.21,NA,1.13,4.19,8.25,0.75,974.46,703.89,0.0771,30/06/2009,FESA4
67,1.92,0.70,0.77,2.54,4.17,0.61,1.74,1.10,1.42,1.04,NA,0.46,1.52,2.50,0.37,674.47,365.04,0.11789999999999999,31/03/2009,FESA4
68,1.56,0.62,0.60,1.71,2.46,0.53,1.38,0.97,1.33,0.60,NA,0.26,0.75,1.07,0.23,585.86,229.26,0.08560000000000001,31/12/2008,FESA4
69,2.11,0.74,0.75,NA,NA,0.65,1.92,1.12,1.42,0.70,NA,0.28,NA,NA,0.24,599.99,220.67,0.09380000000000001,30/09/2008,FESA4
70,0.90,0.23,0.25,NA,NA,0.20,0.78,0.35,0.45,-0.34,NA,-0.11,NA,NA,-0.08,183.93,-70.81,0.0149,30/06/2008,FESA4
71,13.07,1.86,2.28,NA,NA,1.63,11.54,3.09,4.01,10.61,NA,2.09,NA,NA,1.50,1260.0,1050.0,0.0172,31/03/2008,FESA4
72,13.08,1.30,1.68,NA,NA,1.15,12.80,2.23,2.87,11.12,NA,1.46,NA,NA,1.00,850.08,652.52,0.0212,31/12/2007,FESA4
73,10.75,0.95,1.28,NA,NA,0.88,10.09,1.76,2.08,7.04,NA,0.90,NA,NA,0.61,542.95,384.99,0.0165,30/09/2007,FESA4
74,11.38,0.90,1.17,NA,NA,0.83,10.81,1.68,1.96,7.22,NA,0.78,NA,NA,0.56,512.62,334.58,0.0182,30/06/2007,FESA4
75,10.61,0.70,0.92,NA,NA,0.64,9.99,1.33,1.60,7.69,NA,0.71,NA,NA,0.50,443.07,290.58,0.0242,31/03/2007,FESA4
76,11.32,0.69,0.91,NA,NA,0.63,10.42,1.21,1.43,6.74,NA,0.59,NA,NA,0.41,359.9,234.09,0.045700000000000005,31/12/2006,FESA4
77,11.17,0.59,0.79,NA,NA,0.55,9.09,1.12,1.26,5.58,NA,0.49,NA,NA,0.34,327.52,189.69,0.0379,30/09/2006,FESA4
78,9.94,0.51,0.69,NA,NA,0.47,8.38,0.99,1.16,6.28,NA,0.52,NA,NA,0.35,318.95,197.29,0.0444,30/06/2006,FESA4
79,8.75,0.54,0.69,NA,NA,0.50,7.07,1.05,1.27,5.47,NA,0.53,NA,NA,0.38,325.75,211.81,0.042800000000000005,31/03/2006,FESA4
80,6.38,0.57,0.66,NA,NA,0.51,4.92,1.02,1.28,3.63,NA,0.49,NA,NA,0.37,330.98,207.49,0.0889,31/12/2005,FESA4
81,5.38,0.58,0.64,NA,NA,0.54,3.96,1.10,1.32,3.30,NA,0.53,NA,NA,0.45,339.74,244.89,0.0849,30/09/2005,FESA4
82,4.06,0.64,0.63,NA,NA,0.59,2.78,1.16,1.39,2.18,NA,0.50,NA,NA,0.46,355.34,248.69,0.0787,30/06/2005,FESA4
83,392.43,76.28,72.67,NA,NA,66.53,266.57,132.11,177.02,281.62,NA,76.77,NA,NA,70.29,38630.0,38490.0,0.0687,31/03/2005,FESA4
84,4.82,1.04,0.98,NA,NA,0.87,3.33,1.64,2.37,103.54,NA,30.39,NA,NA,26.92,14650.0,14530.0,,31/12/2004,FESA4
85,4.45,0.96,0.99,NA,NA,0.86,3.04,1.51,1.82,2.64,NA,0.86,NA,NA,0.75,447.49,381.88,,30/09/2004,FESA4
86,5.25,1.05,1.09,NA,NA,0.95,3.72,1.66,2.02,3.12,NA,0.91,NA,NA,0.79,446.74,367.47,,30/06/2004,FESA4
87,4.75,0.97,0.97,NA,NA,0.81,3.36,1.55,2.25,2.92,NA,0.84,NA,NA,0.71,401.12,322.08,,31/03/2004,FESA4
88,5.11,1.17,1.12,NA,NA,0.97,3.65,1.71,2.41,2.78,NA,0.85,NA,NA,0.74,425.41,309.18,,31/12/2003,FESA4
89,3.79,0.89,0.90,NA,NA,0.79,2.65,1.36,1.73,2.39,NA,0.81,NA,NA,0.71,362.11,280.6,,30/09/2003,FESA4
90,3.83,0.92,0.92,NA,NA,0.81,2.65,1.47,1.88,2.44,NA,0.84,NA,NA,0.74,353.27,273.54,,30/06/2003,FESA4
91,3.54,0.74,0.78,NA,NA,0.65,2.45,1.22,1.60,2.70,NA,0.86,NA,NA,0.71,301.76,242.63,,31/03/2003,FESA4
92,4.08,0.66,0.72,NA,NA,0.53,2.73,1.01,1.65,3.21,NA,0.85,NA,NA,0.62,270.22,203.78,,31/12/2002,FESA4
93,3.24,0.53,0.67,NA,NA,0.43,2.23,1.04,1.86,1.41,NA,0.42,NA,NA,0.27,128.8,83.88,,30/09/2002,FESA4
94,2.76,0.42,0.58,NA,NA,0.35,1.86,0.85,1.52,1.35,NA,0.42,NA,NA,0.25,105.98,71.1,,30/06/2002,FESA4
95,2.17,0.36,0.47,NA,NA,0.29,1.43,0.74,1.55,0.89,NA,0.30,NA,NA,0.18,94.21,50.21,,31/03/2002,FESA4
96,2.45,0.42,0.51,NA,NA,0.32,1.53,0.79,1.85,0.91,NA,0.31,NA,NA,0.19,100.83,53.94,,31/12/2001,FESA4
97,2.24,0.27,0.33,NA,NA,0.23,1.41,0.58,0.99,1.69,NA,0.40,NA,NA,0.27,75.81,63.28,,30/06/2001,FESA4
98,3.07,0.31,0.36,NA,NA,0.24,1.92,0.71,2.01,2.48,NA,0.47,NA,NA,0.31,77.28,71.23,,31/03/2001,FESA4
99,3.66,0.40,0.44,NA,NA,0.32,2.39,0.84,1.74,2.31,NA,0.42,NA,NA,0.31,84.64,63.91,,31/12/2000,FESA4
100,2.64,0.38,0.40,NA,NA,0.32,1.84,0.92,1.69,1.72,NA,0.37,NA,NA,0.30,83.17,59.88,,30/09/2000,FESA4
101,3.51,0.47,0.46,NA,NA,0.40,2.36,1.15,1.98,2.03,NA,0.39,NA,NA,0.35,92.0,66.42,,30/06/2000,FESA4
102,2.84,0.42,0.41,NA,NA,0.35,1.83,1.16,2.72,1.17,NA,0.26,NA,NA,0.22,67.68,42.94,,31/03/2000,FESA4
0,10.47,1.62,1.82,3.58,6.89,0.87,6.86,9.85,-2.32,7.83,4.19,2.08,4.09,7.86,0.99,2060.0,2350.0,0.047400000000000005,16/12/2025,FIQE3
1,9.57,1.48,1.67,3.28,6.30,0.79,6.27,9.00,-2.12,7.23,3.88,1.92,3.78,7.27,0.92,1880.0,2170.0,0.0518,30/09/2025,FIQE3
2,7.88,1.11,1.30,2.56,5.51,0.61,4.97,7.09,-1.67,5.80,3.10,1.52,2.99,6.44,0.71,1400.0,1640.0,0.0256,30/06/2025,FIQE3
3,8.38,1.20,1.40,2.84,6.99,0.63,5.45,6.35,-1.68,6.03,3.17,1.54,3.15,7.74,0.70,1460.0,1620.0,0.0633,31/03/2025,FIQE3
4,7.40,1.08,1.26,2.40,5.50,0.57,4.97,6.03,-1.48,5.37,2.79,1.36,2.58,5.93,0.61,1290.0,1390.0,0.07139999999999999,31/12/2024,FIQE3
5,8.56,1.27,1.49,3.21,6.15,0.66,5.75,5.35,-1.84,5.98,3.13,1.55,3.33,6.39,0.68,1480.0,1540.0,0.0519,30/09/2024,FIQE3
6,7.24,1.08,1.25,2.61,4.23,0.54,4.89,4.30,-1.48,5.02,2.59,1.29,2.68,4.34,0.56,1210.0,1250.0,0.0719,30/06/2024,FIQE3
7,8.57,1.18,1.44,2.94,4.73,0.68,5.70,8.65,-1.96,5.93,3.02,1.50,3.07,4.93,0.71,1340.0,1400.0,0.0344,31/03/2024,FIQE3
8,10.43,1.38,1.71,3.50,5.82,0.75,6.82,9.86,-1.98,7.05,3.55,1.77,3.62,6.02,0.78,1510.0,1560.0,0.0305,31/12/2023,FIQE3
9,9.96,1.19,1.53,3.01,5.68,0.65,6.17,6.40,-1.86,6.29,3.14,1.56,3.07,5.79,0.67,1290.0,1320.0,0.0435,30/09/2023,FIQE3
10,13.20,1.50,2.01,3.95,9.43,0.79,8.05,8.11,-2.10,8.30,4.16,2.07,4.07,9.73,0.81,1580.0,1630.0,0.028999999999999998,30/06/2023,FIQE3
11,9.99,1.21,1.69,3.39,8.75,0.65,6.51,4.52,-2.02,6.81,3.50,1.77,3.54,9.15,0.68,1230.0,1290.0,0.0246,31/03/2023,FIQE3
12,9.29,1.21,1.78,3.57,10.45,0.63,6.65,3.74,-2.02,6.66,3.51,1.79,3.58,10.46,0.63,1210.0,1210.0,0.0504,31/12/2022,FIQE3
13,12.08,1.47,2.31,4.47,9.78,0.77,9.12,3.73,-2.84,8.62,4.50,2.18,4.22,9.24,0.73,1460.0,1380.0,0.0416,30/09/2022,FIQE3
14,15.26,1.77,2.97,7.18,30.19,1.01,11.46,3.32,-8.05,10.30,5.51,2.67,6.46,27.15,0.91,1710.0,1530.0,0.0356,30/06/2022,FIQE3
15,16.93,1.65,3.07,8.28,121.92,0.99,11.55,3.35,-9.48,10.18,5.62,2.71,7.30,107.45,0.87,1600.0,1410.0,0.0378,31/03/2022,FIQE3
16,22.84,1.92,4.02,10.72,540.48,1.14,14.19,3.47,-14.25,12.33,7.09,3.49,9.32,469.84,0.99,1840.0,1600.0,0.0163,31/12/2021,FIQE3
17,33.90,2.46,6.15,33.11,-29.40,1.51,19.38,3.71,66.66,16.91,10.26,5.37,28.88,-25.64,1.32,2430.0,2120.0,0.0,30/09/2021,FIQE3
18,34.67,17.17,6.10,18.55,-99.69,3.25,19.46,-93.95,-3.84,21.48,13.20,6.74,20.47,-110.02,3.59,2130.0,2350.0,0.0,30/06/2021,FIQE3
19,1.70,0.69,0.30,0.86,-17.59,0.15,0.98,1.34,-0.23,2.32,1.43,0.71,2.04,-41.68,0.37,93.96,222.6,0.0,31/03/2021,FIQE3
20,1.86,0.80,0.33,1.09,-15.21,0.21,1.06,-2.17,-0.25,2.32,1.47,0.72,2.39,-33.19,0.45,93.96,205.06,0.0,31/12/2020,FIQE3
0,13.46,1.50,1.00,3.86,5.23,0.59,6.69,3.03,-1.46,11.24,6.55,1.68,6.49,8.78,1.00,8080.0,13580.0,0.0526,16/12/2025,FLRY3
1,13.76,1.53,1.02,3.95,5.34,0.61,6.84,3.10,-1.50,11.39,6.63,1.70,6.58,8.89,1.01,8260.0,13760.0,0.06559999999999999,30/09/2025,FLRY3
2,13.13,1.48,1.02,4.12,5.69,0.61,6.74,3.03,-1.57,11.28,6.61,1.70,6.89,9.51,1.02,7960.0,13320.0,0.0699,30/06/2025,FLRY3
3,11.49,1.38,0.93,3.55,4.67,0.54,5.99,2.74,-1.33,10.55,6.33,1.63,6.25,8.22,0.96,7210.0,12700.0,0.07719999999999999,31/03/2025,FLRY3
4,9.88,1.15,0.79,3.15,4.22,0.47,5.08,2.31,-1.18,9.56,5.79,1.49,5.93,7.94,0.88,6080.0,11450.0,0.0629,31/12/2024,FLRY3
5,12.87,1.48,1.05,4.41,5.79,0.61,6.68,3.72,-1.42,11.04,6.69,1.73,7.29,9.57,1.00,7900.0,13050.0,0.052000000000000005,30/09/2024,FLRY3
6,14.26,1.59,1.14,4.97,6.50,0.67,7.34,3.56,-1.69,11.77,7.12,1.83,7.97,10.42,1.07,8510.0,13660.0,0.0374,30/06/2024,FLRY3
7,16.21,1.56,1.13,5.58,7.79,0.69,7.85,6.63,-1.53,11.85,6.92,1.71,8.42,11.76,1.04,8070.0,12190.0,0.0395,31/03/2024,FLRY3
8,20.21,1.68,1.32,5.95,8.35,0.74,9.35,7.67,-1.59,13.96,8.03,1.98,8.88,12.46,1.10,8560.0,12780.0,0.0278,31/12/2023,FLRY3
9,24.06,1.74,1.53,6.96,10.00,0.78,10.71,9.76,-1.65,15.56,9.01,2.22,10.11,14.51,1.13,8980.0,13050.0,0.0274,30/09/2023,FLRY3
10,29.65,1.72,1.70,7.55,11.69,0.76,11.77,11.75,-1.54,17.40,10.15,2.51,11.16,17.28,1.12,8750.0,12940.0,0.0175,30/06/2023,FLRY3
11,18.42,1.93,1.16,4.72,7.46,0.68,7.35,4.32,-1.40,12.39,7.48,1.96,7.96,12.58,1.15,5360.0,9050.0,0.0202,31/03/2023,FLRY3
12,17.70,2.03,1.22,5.52,9.49,0.70,7.41,4.71,-1.38,12.40,7.65,2.04,9.23,15.87,1.17,5450.0,9110.0,0.0677,31/12/2022,FLRY3
13,16.96,3.08,1.35,5.96,11.24,0.87,7.55,11.70,-1.35,12.17,7.79,2.18,9.61,18.12,1.40,5900.0,9510.0,0.0434,30/09/2022,FLRY3
14,15.17,2.89,1.24,5.87,11.78,0.78,7.07,9.68,-1.20,11.89,7.52,2.08,9.88,19.80,1.31,5260.0,8840.0,0.048600000000000004,30/06/2022,FLRY3
15,13.18,2.58,1.11,5.11,9.93,0.75,6.55,10.89,-1.17,10.67,6.69,1.80,8.32,16.18,1.22,4510.0,7340.0,0.0662,31/03/2022,FLRY3
16,15.32,2.90,1.38,5.26,8.85,0.88,8.03,10.01,-1.45,12.40,7.83,2.14,8.12,13.67,1.36,5360.0,8280.0,0.013600000000000001,31/12/2021,FLRY3
17,13.93,3.21,1.54,5.74,8.18,0.96,8.19,8.00,-1.64,12.40,8.08,2.33,8.70,12.39,1.45,5830.0,8830.0,0.0471,30/09/2021,FLRY3
18,16.76,4.35,2.10,8.16,11.03,1.44,10.00,-665.72,-2.14,13.08,8.86,2.75,10.67,14.43,1.88,7640.0,9990.0,0.030299999999999997,30/06/2021,FLRY3
19,25.57,4.79,2.57,11.33,15.68,1.47,14.25,14.52,-2.50,18.93,11.61,3.41,15.05,20.82,1.96,8100.0,10760.0,0.0286,31/03/2021,FLRY3
20,33.30,4.89,2.88,13.22,18.62,1.55,17.88,11.11,-2.85,21.79,12.46,3.51,16.12,22.70,1.89,8560.0,10430.0,0.0319,31/12/2020,FLRY3
21,50.16,5.16,3.15,15.07,22.46,1.55,21.34,9.73,-2.88,26.02,14.47,3.84,18.38,27.38,1.90,8710.0,10610.0,0.0269,30/09/2020,FLRY3
22,61.25,5.24,3.07,12.38,17.76,1.50,25.07,11.20,-2.59,30.94,15.46,3.79,15.27,21.92,1.85,8119.999999999999,10020.0,0.0366,30/06/2020,FLRY3
23,23.70,4.07,2.26,8.74,11.89,1.28,12.75,9.63,-2.33,15.71,9.66,2.79,10.76,14.64,1.58,6600.0,8130.000000000001,0.045,31/03/2020,FLRY3
24,32.44,5.76,3.49,13.84,19.31,1.99,18.09,13.73,-3.90,20.85,13.26,4.02,15.95,22.26,2.29,10130.0,11680.0,0.0313,31/12/2019,FLRY3
25,24.69,4.47,2.73,10.49,16.63,1.63,14.86,18.86,-2.98,16.90,10.62,3.11,11.94,18.92,1.86,7760.0,8830.0,0.0414,30/09/2019,FLRY3
26,23.93,4.41,2.71,11.40,22.79,1.61,14.85,21.20,-2.87,16.95,11.07,3.10,13.01,26.02,1.84,7510.0,8570.0,0.042,30/06/2019,FLRY3
27,21.75,4.38,2.63,10.10,19.51,1.51,13.91,16.93,-2.68,16.02,11.07,3.03,11.63,22.47,1.74,7130.0,8210.0,0.044199999999999996,31/03/2019,FLRY3
28,19.66,3.72,2.45,9.29,17.31,1.67,12.95,8.05,-4.82,15.34,11.15,2.90,11.01,20.51,1.97,6520.0,7720.0,0.0464,31/12/2018,FLRY3
29,20.87,4.08,2.72,11.74,22.18,1.79,14.03,8.00,-5.31,16.51,12.25,3.20,13.81,26.10,2.11,7050.0,8300.0,0.043,30/09/2018,FLRY3
30,26.31,5.21,3.48,14.70,26.79,2.28,17.75,10.01,-6.78,20.07,15.07,3.94,16.62,30.29,2.57,8790.0,9940.0,0.0346,30/06/2018,FLRY3
31,25.56,5.36,3.50,15.66,31.09,2.48,17.91,28.19,-5.53,19.33,14.64,3.78,16.90,33.56,2.68,8570.0,9250.0,0.0355,31/03/2018,FLRY3
32,26.86,5.05,3.61,16.26,36.80,2.44,18.06,13.71,-7.22,19.56,15.06,3.91,17.61,39.86,2.64,8610.0,9330.0,0.02,31/12/2017,FLRY3
33,28.77,5.68,4.10,18.15,39.56,2.94,21.20,19.88,-8.83,22.39,17.05,4.33,19.17,41.79,3.11,9520.0,10060.0,0.048499999999999995,30/09/2017,FLRY3
34,30.28,5.65,4.14,18.08,33.05,2.96,21.95,21.27,-8.76,23.28,17.46,4.39,19.17,35.04,3.14,9310.0,9870.0,0.0467,30/06/2017,FLRY3
35,27.96,4.80,3.41,14.24,24.13,2.46,18.94,19.88,-6.75,20.36,14.90,3.67,15.31,25.95,2.64,7430.0,7990.0,0.058499999999999996,31/03/2017,FLRY3
36,28.42,4.23,3.10,12.65,19.63,2.16,19.19,12.41,-6.87,20.72,14.50,3.35,13.66,21.20,2.34,6500.0,7020.0,0.0592,31/12/2016,FLRY3
37,34.35,3.49,3.02,12.15,16.54,1.83,18.71,6.76,-9.05,19.17,13.50,3.09,12.45,16.95,1.88,6170.0,6330.0,0.0086,30/09/2016,FLRY3
38,31.91,2.79,2.42,9.99,13.74,1.46,16.25,5.58,-6.85,17.04,11.77,2.54,10.48,14.40,1.53,4840.0,5080.0,0.0064,30/06/2016,FLRY3
39,26.50,2.16,1.88,8.41,11.60,1.13,13.14,4.57,-4.91,14.33,9.83,2.05,9.17,12.65,1.23,3670.0,4010.0,0.0102,31/03/2016,FLRY3
40,25.48,1.65,1.44,7.41,10.63,0.85,11.61,3.83,-3.28,13.16,8.66,1.64,8.40,12.05,0.97,2740.0,3100.0,0.0059,31/12/2015,FLRY3
41,26.55,1.52,1.35,7.40,11.04,0.74,11.28,3.02,-2.83,13.19,8.52,1.58,8.65,12.90,0.87,2490.0,2910.0,0.0466,30/09/2015,FLRY3
42,30.79,1.71,1.53,9.69,15.36,0.84,12.61,3.33,-3.28,14.87,9.64,1.81,11.42,18.11,0.99,2760.0,3260.0,0.038599999999999995,30/06/2015,FLRY3
43,35.91,1.65,1.52,10.01,16.43,0.81,13.62,3.37,-2.97,16.55,10.32,1.84,12.16,19.96,0.98,2630.0,3190.0,0.0381,31/03/2015,FLRY3
44,25.68,1.40,1.31,7.71,13.05,0.69,11.35,2.93,-2.49,14.10,8.88,1.63,9.58,16.21,0.85,2200.0,2740.0,0.0908,31/12/2014,FLRY3
45,32.28,1.41,1.42,8.51,17.33,0.72,13.54,2.95,-3.00,16.23,9.88,1.71,10.21,20.78,0.87,2340.0,2810.0,0.059000000000000004,30/09/2014,FLRY3
46,38.93,1.43,1.43,9.70,23.67,0.73,15.19,3.15,-2.87,18.46,10.79,1.74,11.79,28.78,0.89,2330.0,2830.0,0.078,30/06/2014,FLRY3
47,36.99,1.42,1.47,12.12,45.09,0.75,14.40,3.01,-3.38,17.13,10.44,1.74,14.42,53.65,0.89,2430.0,2890.0,0.07490000000000001,31/03/2014,FLRY3
48,48.57,1.76,1.79,14.17,47.42,0.92,17.52,3.74,-4.08,20.14,12.27,2.06,16.29,54.52,1.06,2970.0,3410.0,0.0276,31/12/2013,FLRY3
49,34.58,1.57,1.65,17.92,74.37,0.83,13.66,2.87,-4.70,15.71,10.16,1.90,20.61,85.54,0.96,2710.0,3120.0,0.022000000000000002,30/09/2013,FLRY3
50,35.33,1.74,1.90,17.88,62.41,0.93,14.84,3.14,-5.46,16.62,10.91,2.13,20.04,69.92,1.04,3050.0,3410.0,0.0118,30/06/2013,FLRY3
51,31.07,1.73,1.94,15.56,49.98,0.91,14.62,3.22,-4.66,16.55,10.92,2.20,17.61,56.59,1.03,3000.0,3390.0,0.012,31/03/2013,FLRY3
52,30.64,1.91,2.17,19.55,691.55,1.19,15.22,7.79,-5.33,16.99,11.58,2.43,21.82,771.87,1.33,3270.0,3640.0,0.011000000000000001,31/12/2012,FLRY3
53,35.13,2.19,2.56,15.66,77.39,1.34,19.05,8.91,-5.72,20.81,14.00,2.80,17.11,84.55,1.47,3730.0,4080.0,0.008,30/09/2012,FLRY3
54,32.90,2.01,2.48,18.72,-191.03,1.25,20.39,8.58,-5.42,22.40,14.64,2.73,20.56,-209.82,1.38,3420.0,3760.0,0.0092,30/06/2012,FLRY3
55,35.79,2.26,3.01,27.77,-58.28,1.39,24.33,8.46,-6.34,26.56,18.11,3.29,30.31,-63.60,1.52,3760.0,4100.0,0.0084,31/03/2012,FLRY3
56,38.02,2.35,3.40,26.22,-264.70,1.35,27.13,7.75,-5.42,27.87,19.69,3.49,26.93,-271.86,1.39,3830.0,3930.0,0.008199999999999999,31/12/2011,FLRY3
57,24.68,1.74,2.81,20.21,70.46,1.19,19.47,23.49,-4.52,19.89,15.07,2.86,20.64,71.96,1.22,2840.0,2900.0,0.0147,30/09/2011,FLRY3
58,19.23,2.43,2.82,15.23,28.03,1.77,15.37,3.80,9.32,12.75,10.55,2.34,12.63,23.24,1.46,2610.0,2170.0,0.015300000000000001,30/06/2011,FLRY3
59,23.03,2.97,3.44,22.57,39.45,2.28,17.81,4.56,8.55,15.13,12.65,2.92,19.17,33.52,1.93,3090.0,2620.0,0.013000000000000001,31/03/2011,FLRY3
60,23.58,3.03,3.52,27.15,48.59,2.31,18.18,4.71,9.18,15.50,12.96,3.00,23.14,41.41,1.97,3070.0,2610.0,0.013000000000000001,31/12/2010,FLRY3
61,24.29,2.89,3.39,30.82,53.70,2.14,17.24,4.39,9.31,14.43,NA,2.84,25.79,44.94,1.79,2900.0,2430.0,0.005600000000000001,30/09/2010,FLRY3
62,24.46,2.74,3.27,47.42,121.04,2.03,16.59,4.17,9.00,13.69,NA,2.70,39.12,99.85,1.67,2680.0,2210.0,0.0060999999999999995,30/06/2010,FLRY3
63,24.15,2.44,2.94,51.77,121.66,1.75,15.10,3.68,9.04,12.20,NA,2.37,41.84,98.31,1.42,2320.0,1880.0,0.0,31/03/2010,FLRY3
64,29.26,2.89,3.18,101.90,-791.97,1.94,16.50,4.50,19.42,13.83,NA,2.67,85.44,-664.04,1.62,2450.0,2050.0,0.0,31/12/2009,FLRY3
65,1.23,0.28,0.11,NA,NA,0.11,0.64,1.20,-0.22,1.07,NA,0.19,NA,NA,0.18,82.72,137.81,0.0,30/09/2009,FLRY3
66,1.86,0.27,0.11,1.14,NA,0.11,0.74,0.74,-0.26,1.16,NA,0.18,1.80,NA,0.18,82.72,130.04,0.0,30/06/2009,FLRY3
67,2.25,0.31,0.13,1.25,NA,0.12,0.86,0.85,-0.28,1.44,NA,0.22,2.10,NA,0.21,90.15,151.7,0.0,31/03/2009,FLRY3
68,1.13,0.31,0.07,0.65,3.61,0.08,0.46,-1.54,-0.10,1.99,NA,0.31,2.85,15.73,0.33,47.34,206.5,0.0,31/12/2008,FLRY3
0,18.41,2.72,1.26,5.27,6.24,0.95,8.76,3.47,-2.52,10.99,8.29,1.58,6.61,7.83,1.19,6550.0,8220.0,0.0,16/12/2025,FRAS3
1,19.14,2.83,1.31,5.48,6.49,0.99,9.11,3.61,-2.63,11.34,8.56,1.63,6.82,8.08,1.23,6820.0,8480.0,0.0,30/09/2025,FRAS3
2,18.26,2.81,1.27,7.93,10.42,0.93,8.92,3.50,-2.28,11.75,8.88,1.67,10.45,13.74,1.22,6140.0,8090.0,0.0,30/06/2025,FRAS3
3,24.05,3.70,1.77,12.52,16.88,1.17,13.25,4.42,-2.79,16.65,12.62,2.22,15.73,21.21,1.47,7880.0,9900.0,0.0,31/03/2025,FRAS3
4,19.42,3.22,1.80,62.66,-155.67,1.47,13.76,4.52,-6.66,14.27,10.93,1.87,65.00,-161.48,1.52,7140.0,7410.0,0.0,31/12/2024,FRAS3
5,18.25,2.87,1.63,23.68,56.56,1.32,13.67,3.82,-6.93,14.43,10.86,1.72,25.00,59.72,1.40,5870.0,6190.0,0.0,30/09/2024,FRAS3
6,14.52,2.42,1.43,9.14,11.58,1.10,11.37,3.00,-6.14,11.41,8.67,1.43,9.17,11.62,1.10,4920.0,4940.0,0.0,30/06/2024,FRAS3
7,12.49,2.51,1.46,6.61,7.86,1.19,9.65,3.26,-7.28,9.69,7.71,1.46,6.64,7.89,1.19,4940.0,4970.0,0.0,31/03/2024,FRAS3
8,11.98,2.46,1.33,4.36,4.99,1.16,8.33,3.59,-5.55,8.01,6.52,1.28,4.19,4.80,1.11,4520.0,4350.0,0.0,31/12/2023,FRAS3
9,13.38,2.26,1.28,4.69,5.32,1.10,8.50,3.11,-6.95,8.65,6.93,1.30,4.78,5.42,1.12,4340.0,4420.0,0.0,30/09/2023,FRAS3
10,12.24,1.91,1.09,5.85,7.16,0.93,7.84,2.52,-6.44,8.02,6.32,1.11,5.99,7.33,0.95,3620.0,3700.0,0.0,30/06/2023,FRAS3
11,9.86,1.43,0.82,18.97,69.44,0.68,6.51,1.91,-3.98,7.43,5.70,0.94,21.64,79.18,0.77,2620.0,2990.0,0.0,31/03/2023,FRAS3
12,14.22,1.65,0.95,-27.73,-15.55,0.77,8.75,2.04,-5.07,9.81,7.21,1.07,-31.10,-17.44,0.87,2910.0,3270.0,0.0,31/12/2022,FRAS3
13,18.74,2.00,1.20,-18.41,-12.92,0.96,11.47,2.36,-8.34,13.11,9.58,1.37,-21.04,-14.77,1.09,3590.0,4110.0,0.0,30/09/2022,FRAS3
14,17.81,2.04,1.26,98.36,-74.50,0.96,12.87,2.37,-7.88,13.87,9.82,1.36,105.97,-80.27,1.04,3580.0,3850.0,0.0,30/06/2022,FRAS3
15,11.93,2.01,0.81,10.16,19.12,0.72,8.33,2.58,-1.97,10.86,7.54,1.05,13.24,24.92,0.94,2140.0,2780.0,0.0,31/03/2022,FRAS3
16,14.92,2.88,1.22,12.87,22.72,1.02,11.46,4.01,-2.63,13.68,9.68,1.46,15.36,27.13,1.22,3150.0,3760.0,0.0,31/12/2021,FRAS3
17,10.50,3.04,1.34,16.80,30.81,1.07,8.90,4.04,-2.83,10.56,8.15,1.59,19.94,36.56,1.28,3340.0,3960.0,0.0,30/09/2021,FRAS3
18,13.63,3.69,1.64,18.04,29.05,1.35,10.13,5.54,-3.48,11.64,9.06,1.89,20.74,33.40,1.56,3760.0,4330.0,0.0,30/06/2021,FRAS3
19,10.17,2.44,1.27,12.27,17.81,0.84,7.83,3.69,-1.98,9.59,7.30,1.55,15.03,21.81,1.03,2490.0,3050.0,0.0,31/03/2021,FRAS3
20,13.91,2.78,1.57,10.86,14.15,0.91,10.92,4.17,-1.99,12.92,9.37,1.86,12.85,16.75,1.07,2620.0,3100.0,0.0,31/12/2020,FRAS3
21,27.47,1.76,1.08,8.18,12.49,0.57,10.59,2.66,-1.21,14.44,9.05,1.47,11.16,17.03,0.77,1560.0,2130.0,0.0,30/09/2020,FRAS3
22,42.18,1.40,0.88,7.41,14.73,0.59,11.19,1.85,-2.29,13.57,7.71,1.07,9.00,17.87,0.72,1170.0,1420.0,0.0,30/06/2020,FRAS3
23,24.68,1.30,0.77,6.65,13.85,0.64,9.63,2.47,-2.54,12.05,7.19,0.96,8.32,17.34,0.80,1060.0,1330.0,0.0,31/03/2020,FRAS3
24,35.33,1.71,0.95,10.77,33.59,0.80,12.22,3.35,-2.79,14.22,8.66,1.11,12.54,39.11,0.94,1300.0,1520.0,0.0,31/12/2019,FRAS3
25,17.52,1.32,0.77,8.82,26.71,0.63,11.54,2.54,-2.36,14.12,8.66,0.94,10.79,32.67,0.78,1030.0,1260.0,0.0,30/09/2019,FRAS3
26,18.71,1.32,0.83,19.37,-92.94,0.69,11.85,3.11,-2.65,14.18,8.97,0.99,23.18,-111.22,0.82,1060.0,1260.0,0.0,30/06/2019,FRAS3
