,capex_tres_meses,fluxo_caixa_livre_tres_meses,capex_doze_meses,fluxo_caixa_livre_doze_meses,datas,tic
0,-30.1,17.16,-90.37,106.59,30/09/2024,AALR3
1,-23.95,118.68,-81.08,86.15,30/06/2024,AALR3
2,-25.01,-19.32,-82.65,-19.34,31/03/2024,AALR3
3,-11.3,-9.93,-91.52,10.78,31/12/2023,AALR3
4,-20.81,-3.28,-116.69,-59.54,30/09/2023,AALR3
5,-25.52,13.2,-127.74,-77.4,30/06/2023,AALR3
6,-33.88,10.8,-125.64,80.13,31/03/2023,AALR3
7,-36.48,-80.26,-113.01,74.29,31/12/2022,AALR3
8,-31.86,-21.14,-103.66,157.23,30/09/2022,AALR3
9,-23.42,170.72,-99.3,170.93,30/06/2022,AALR3
10,-21.25,4.96,-101.47,22.47,31/03/2022,AALR3
11,-27.13,2.68,-100.49,48.64,31/12/2021,AALR3
12,-27.5,-7.44,-96.24,70.45,30/09/2021,AALR3
13,-25.59,22.27,-86.59,58.39,30/06/2021,AALR3
14,-20.27,31.13,-70.0,45.59,31/03/2021,AALR3
15,-22.87,24.49,-66.71,51.16,31/12/2020,AALR3
16,-17.86,-19.5,-65.1,66.82,30/09/2020,AALR3
17,-9.0,9.47,-67.37,120.06,30/06/2020,AALR3
18,-16.98,36.7,-76.22,152.28,31/03/2020,AALR3
19,-21.27,40.16,-75.3,138.11,31/12/2019,AALR3
20,-20.13,34.07,-78.89,151.37,30/09/2019,AALR3
21,-17.85,41.36,-77.26,110.36,30/06/2019,AALR3
22,-16.06,22.53,-83.02,93.91,31/03/2019,AALR3
23,-24.86,53.42,-86.03,75.16,31/12/2018,AALR3
24,-18.5,-6.95,-87.21,46.17,30/09/2018,AALR3
25,-23.61,24.91,-90.24,66.58,30/06/2018,AALR3
26,-19.07,3.78,-118.27,26.05,31/03/2018,AALR3
27,-26.03,24.43,-149.02,-14.83,31/12/2017,AALR3
28,-21.53,13.46,-178.99,-66.99,30/09/2017,AALR3
29,-51.63,-15.62,-196.6,-95.49,30/06/2017,AALR3
30,-49.83,-37.1,-136.97,-55.7,31/03/2017,AALR3
31,-56.0,-21.1,-105.62,-26.64,31/12/2016,AALR3
32,-39.14,-21.67,-76.0,6.1,30/09/2016,AALR3
33,8.01,24.17,-69.39,17.18,30/06/2016,AALR3
34,-18.48,-8.04,-98.74,3.44,31/03/2016,AALR3
35,,,-102.78,-4.23,31/12/2015,AALR3
0,-1160.0,6950.0,-5310.0,20820.0,30/09/2024,ABEV3
1,-973.35,2380.0,-5410.0,20540.0,30/06/2024,ABEV3
2,-979.68,-261.48,-5700.0,20310.0,31/03/2024,ABEV3
3,-2200.0,11750.0,-5850.0,18860.0,31/12/2023,ABEV3
4,-1260.0,6670.0,-5650.0,16930.0,30/09/2023,ABEV3
5,-1260.0,2150.0,-6210.0,14550.0,30/06/2023,ABEV3
6,-1130.0,-1710.0,-6680.0,12870.0,31/03/2023,ABEV3
7,-2000.0,9810.0,-6400.0,14240.0,31/12/2022,ABEV3
8,-1820.0,4290.0,-7200.0,13460.0,30/09/2022,ABEV3
9,-1730.0,470.05,-7050.0,13890.0,30/06/2022,ABEV3
10,-851.27,-331.51,-6940.0,13640.0,31/03/2022,ABEV3
11,-2800.0,9030.0,-7380.0,15530.0,31/12/2021,ABEV3
12,-1670.0,4720.0,-5910.0,13560.0,30/09/2021,ABEV3
13,-1620.0,222.6,-5380.0,14770.0,30/06/2021,ABEV3
14,-1290.0,1550.0,-4560.0,15590.0,31/03/2021,ABEV3
15,-1330.0,7070.0,-4580.0,14270.0,31/12/2020,ABEV3
16,-1150.0,5930.0,-5140.0,14960.0,30/09/2020,ABEV3
17,-790.29,1050.0,-5580.0,10990.0,30/06/2020,ABEV3
18,-1320.0,227.97,-5670.0,12180.0,31/03/2020,ABEV3
19,-1880.0,7750.0,-4880.0,13500.0,31/12/2019,ABEV3
20,-1600.0,1950.0,-4290.0,12810.0,30/09/2019,ABEV3
21,-874.9,2240.0,-3630.0,15320.0,30/06/2019,ABEV3
22,-526.23,1550.0,-3520.0,15530.0,31/03/2019,ABEV3
23,-1290.0,7500.0,-3470.0,14440.0,31/12/2018,ABEV3
24,-935.32,4320.0,-3270.0,14750.0,30/09/2018,ABEV3
25,-771.36,2300.0,-3060.0,14270.0,30/06/2018,ABEV3
26,-471.24,321.05,-3020.0,13660.0,31/03/2018,ABEV3
27,-1100.0,7800.0,-3100.0,14770.0,31/12/2017,ABEV3
28,-720.43,3840.0,-3320.0,13590.0,30/09/2017,ABEV3
29,-735.77,1690.0,-3470.0,13410.0,30/06/2017,ABEV3
30,-548.97,1440.0,-3860.0,12690.0,31/03/2017,ABEV3
31,-1310.0,6620.0,-4000.0,8350.0,31/12/2016,ABEV3
32,-878.2,3670.0,-4700.0,10700.0,30/09/2016,ABEV3
33,-1120.0,963.82,-5080.0,11260.0,30/06/2016,ABEV3
34,-691.71,-2910.0,-5140.0,12990.0,31/03/2016,ABEV3
35,-2009.9999999999998,8980.0,-5160.0,18420.0,31/12/2015,ABEV3
36,-1260.0,4230.0,-4350.0,17010.0,30/09/2015,ABEV3
37,-1180.0,2700.0,-4290.0,14520.0,30/06/2015,ABEV3
38,-712.73,2520.0,-4220.0,13330.0,31/03/2015,ABEV3
39,-1200.0,7570.0,-4340.0,11550.0,31/12/2014,ABEV3
40,-1200.0,1730.0,-4530.0,10860.0,30/09/2014,ABEV3
41,-1100.0,1510.0,-4350.0,12520.0,30/06/2014,ABEV3
42,-836.27,741.76,-3990.0,11900.0,31/03/2014,ABEV3
43,-1400.0,3940.0,-3690.0,11560.0,31/12/2013,ABEV3
44,-1020.0,6460.0,-325.62,2310.0,30/09/2013,ABEV3
45,-1270.0,1160.0,-242.81,-1100.0,30/06/2013,ABEV3
46,,,,,31/03/2013,ABEV3
47,,,,,31/12/2012,ABEV3
0,,-3.35,,30.24,30/09/2024,AFLT3
1,,10.83,,38.31,30/06/2024,AFLT3
2,,10.86,,32.19,31/03/2024,AFLT3
3,,11.9,,19.23,31/12/2023,AFLT3
4,,4.72,-1.78,12.26,30/09/2023,AFLT3
5,,4.72,-1.8,12.92,30/06/2023,AFLT3
6,,-2.11,-2.03,13.64,31/03/2023,AFLT3
7,-1.62,4.93,-1.91,18.79,31/12/2022,AFLT3
8,,5.38,,23.76,30/09/2022,AFLT3
9,,8.48,-1.26,25.49,30/06/2022,AFLT3
10,,,,,31/03/2022,AFLT3
11,,9.9,-1.25,26.28,31/12/2021,AFLT3
12,,7.1,-1.6,21.93,30/09/2021,AFLT3
13,,9.28,-1.59,22.06,30/06/2021,AFLT3
14,,,,,31/03/2021,AFLT3
15,-1.03,5.55,-1.1,25.45,31/12/2020,AFLT3
16,,19.9,,26.36,30/09/2020,AFLT3
17,,,,,30/06/2020,AFLT3
18,,,,,31/03/2020,AFLT3
19,,28.44,,28.27,31/12/2019,AFLT3
20,,,,,30/09/2019,AFLT3
21,,,,,30/06/2019,AFLT3
22,,,,,31/03/2019,AFLT3
23,,,,,31/12/2018,AFLT3
24,,,,,30/09/2018,AFLT3
25,,,,,30/06/2018,AFLT3
26,,,,,31/03/2018,AFLT3
27,,,,,31/12/2017,AFLT3
28,,,,,30/09/2017,AFLT3
29,,,,,30/06/2017,AFLT3
30,,,,,31/03/2017,AFLT3
31,,,,,31/12/2016,AFLT3
32,,,,,30/09/2016,AFLT3
33,,,,,30/06/2016,AFLT3
34,,,,,31/03/2016,AFLT3
35,,,,,31/12/2015,AFLT3
36,,,,,30/09/2015,AFLT3
37,,,,,30/06/2015,AFLT3
38,,,,,31/03/2015,AFLT3
39,,,,,31/12/2014,AFLT3
40,,,,,30/09/2014,AFLT3
41,,,,,30/06/2014,AFLT3
42,,,,,31/03/2014,AFLT3
43,,,,,31/12/2013,AFLT3
44,,,,,30/09/2013,AFLT3
45,,,,,30/06/2013,AFLT3
46,,,,,31/03/2013,AFLT3
47,,,,,31/12/2012,AFLT3
48,,,,,30/09/2012,AFLT3
49,,,,,30/06/2012,AFLT3
50,,,,,31/03/2012,AFLT3
51,,,,,31/12/2011,AFLT3
52,,,,,30/09/2011,AFLT3
53,,,,,30/06/2011,AFLT3
54,,,,,31/03/2011,AFLT3
0,-23.48,-3.33,-76.86,-57.25,30/09/2024,AGRO3
1,-27.92,113.6,-68.41,113.64,30/06/2024,AGRO3
2,-16.18,-2.57,-71.08,181.82,31/03/2024,AGRO3
3,-9.28,-164.95,-61.97,120.69,31/12/2023,AGRO3
4,-15.03,167.57,-59.13,217.24,30/09/2023,AGRO3
5,-30.6,181.78,-60.78,211.95,30/06/2023,AGRO3
6,-7.07,-63.7,-45.43,169.82,31/03/2023,AGRO3
7,-6.44,73.81,-44.46,73.61,31/12/2022,AGRO3
8,-16.68,20.06,-61.79,-29.87,30/09/2022,AGRO3
9,-15.25,129.71,-50.84,154.34,30/06/2022,AGRO3
10,-6.09,-165.24,-42.09,65.78,31/03/2022,AGRO3
11,-23.77,-14.4,-36.94,215.06,31/12/2021,AGRO3
12,-5.73,204.26,-16.44,215.16,30/09/2021,AGRO3
13,-6.5,41.15,-18.71,132.52,30/06/2021,AGRO3
14,,-15.95,-19.51,117.7,31/03/2021,AGRO3
15,-3.26,-14.3,-26.28,97.89,31/12/2020,AGRO3
16,-8.01,121.62,-26.12,124.21,30/09/2020,AGRO3
17,-7.3,26.33,-25.09,43.94,30/06/2020,AGRO3
18,-7.71,-35.76,-33.03,59.8,31/03/2020,AGRO3
19,-3.11,12.02,-40.6,66.75,31/12/2019,AGRO3
20,-6.98,41.35,-45.16,62.01,30/09/2019,AGRO3
21,-15.24,42.19,-43.67,7.67,30/06/2019,AGRO3
22,-15.27,-28.82,-44.27,-29.3,31/03/2019,AGRO3
23,-7.67,7.29,-43.06,-3.58,31/12/2018,AGRO3
24,-5.49,-12.99,-41.61,-60.44,30/09/2018,AGRO3
25,-15.84,5.23,-43.11,-45.37,30/06/2018,AGRO3
26,-14.07,-3.1,-31.14,-12.65,31/03/2018,AGRO3
27,-6.22,-49.58,-35.97,-7.78,31/12/2017,AGRO3
28,-6.98,2.08,-31.93,42.15,30/09/2017,AGRO3
29,-3.88,37.95,-25.48,39.57,30/06/2017,AGRO3
30,-18.89,1.77,-21.7,29.23,31/03/2017,AGRO3
31,-2.18,,-2.92,-12.26,31/12/2016,AGRO3
32,,,-1.13,-22.33,30/09/2016,AGRO3
33,,27.6,-1.1,-18.88,30/06/2016,AGRO3
34,,-39.72,-1.5,-9.86,31/03/2016,AGRO3
35,,-9.71,-1.6,28.03,31/12/2015,AGRO3
36,,2.95,-1.63,-10.37,30/09/2015,AGRO3
37,,36.62,-1.8,-12.98,30/06/2015,AGRO3
38,,-1.83,-1.79,-11.56,31/03/2015,AGRO3
39,,-48.11,-1.58,-38.02,31/12/2014,AGRO3
40,,,-2.65,-21.49,30/09/2014,AGRO3
41,,38.04,-2.41,20.47,30/06/2014,AGRO3
42,2.22,-28.28,-2.45,-42.14,31/03/2014,AGRO3
43,-3.71,-31.59,-4.91,-33.52,31/12/2013,AGRO3
44,,42.3,-2.97,-5.46,30/09/2013,AGRO3
45,,-96.57,-3.38,-49.86,30/06/2013,AGRO3
46,,52.34,-4.56,13.66,31/03/2013,AGRO3
47,-1.77,-47.07,-4.78,-33.14,31/12/2012,AGRO3
48,,41.45,-4.49,18.05,30/09/2012,AGRO3
49,-1.7,-30.8,-4.34,-15.03,30/06/2012,AGRO3
50,,3.29,-4.12,19.2,31/03/2012,AGRO3
51,-1.49,4.13,,-10.54,31/12/2011,AGRO3
52,,8.36,-1.52,-14.07,30/09/2011,AGRO3
53,-1.48,38.53,-4.15,-36.78,30/06/2011,AGRO3
54,2.73,-33.02,-24.0,-58.89,31/03/2011,AGRO3
0,-11.59,-194.45,-23.44,-297.44,30/09/2024,AGXY3
1,-1.69,285.3,-53.02,-59.99,30/06/2024,AGXY3
2,-6.24,-449.78,-62.15,-159.02,31/03/2024,AGXY3
3,-3.93,61.49,-73.17,10.32,31/12/2023,AGXY3
4,-41.17,43.0,-101.07,189.33,30/09/2023,AGXY3
5,-10.81,186.26,-52.13,-84.75,30/06/2023,AGXY3
6,-17.26,-280.44,-55.28,-355.51,31/03/2023,AGXY3
7,-31.83,119.26,-50.82,-194.93,31/12/2022,AGXY3
8,7.77,-109.83,-33.94,-207.96,30/09/2022,AGXY3
9,-13.96,-84.49,-49.75,-185.89,30/06/2022,AGXY3
10,-12.81,-119.86,-45.01,-31.18,31/03/2022,AGXY3
11,-14.94,18.46,-38.03,-5.41,31/12/2021,AGXY3
12,-8.05,,-31.25,,30/09/2021,AGXY3
13,-9.21,70.23,-19.85,57.5,30/06/2021,AGXY3
14,-5.83,-94.1,-15.53,70.96,31/03/2021,AGXY3
15,-6.16,187.28,-10.4,92.4,31/12/2020,AGXY3
16,-1.14,-38.32,-6.09,-133.5,30/09/2020,AGXY3
17,-1.46,-42.06,-8.44,-17.76,30/06/2020,AGXY3
18,-1.64,-14.5,-7.82,20.14,31/03/2020,AGXY3
19,,,-7.26,47.85,31/12/2019,AGXY3
0,,-12.27,,67.83,30/09/2024,AHEB3
1,,-26.35,,50.39,30/06/2024,AHEB3
2,,55.07,,68.99,31/03/2024,AHEB3
3,,51.38,,12.14,31/12/2023,AHEB3
4,,-29.72,,4.65,30/09/2023,AHEB3
5,,-7.75,-213.37,-201.67,30/06/2023,AHEB3
6,,-1.77,,30.98,31/03/2023,AHEB3
7,,43.88,,24.44,31/12/2022,AHEB3
8,-212.95,-236.03,,-3.2,30/09/2022,AHEB3
9,212.95,224.9,211.08,236.0,30/06/2022,AHEB3
10,,-8.31,,-1.28,31/03/2022,AHEB3
11,,16.25,-2.15,-27.99,31/12/2021,AHEB3
12,-1.87,3.16,-4.31,-13.87,30/09/2021,AHEB3
13,1.35,-12.38,-6.88,-8.04,30/06/2021,AHEB3
14,-1.62,-35.02,-9.05,-9.85,31/03/2021,AHEB3
15,-2.16,30.36,-7.45,23.64,31/12/2020,AHEB3
16,-4.44,9.0,-6.35,-4.86,30/09/2020,AHEB3
17,,-14.2,-2.16,-26.76,30/06/2020,AHEB3
18,,-1.52,-1.23,-11.88,31/03/2020,AHEB3
19,-1.06,1.86,-1.31,-16.58,31/12/2019,AHEB3
20,,-12.22,,-23.03,30/09/2019,AHEB3
21,,,,,30/06/2019,AHEB3
22,,-6.22,-1.08,-40.15,31/03/2019,AHEB3
23,,-4.59,-1.53,-41.53,31/12/2018,AHEB3
24,-1.48,-36.94,15.38,4.8,30/09/2018,AHEB3
25,,,,,30/06/2018,AHEB3
26,,,,,31/03/2018,AHEB3
27,,,,,31/12/2017,AHEB3
28,-2.59,-27.47,14.04,16.56,30/09/2017,AHEB3
29,,,,,30/06/2017,AHEB3
30,,,,,31/03/2017,AHEB3
31,,,,,31/12/2016,AHEB3
32,-2.37,-29.77,31.37,-28.34,30/09/2016,AHEB3
33,,,,,30/06/2016,AHEB3
34,,,,,31/03/2016,AHEB3
35,,,,,31/12/2015,AHEB3
36,-1.83,-7.15,4.87,32.46,30/09/2015,AHEB3
37,,,,,30/06/2015,AHEB3
38,,-1.91,,196.24,31/03/2015,AHEB3
39,,,,,31/12/2014,AHEB3
40,,-3.79,19.85,9.25,30/09/2014,AHEB3
41,,,,,30/06/2014,AHEB3
42,,,,,31/03/2014,AHEB3
43,,,,,31/12/2013,AHEB3
44,,,,,30/09/2013,AHEB3
45,,,,,30/06/2013,AHEB3
46,,,,,31/03/2013,AHEB3
47,,,,,31/12/2012,AHEB3
48,,,,,30/09/2012,AHEB3
49,,,,,30/06/2012,AHEB3
50,,,,,31/03/2012,AHEB3
51,,,,,31/12/2011,AHEB3
52,,,,,30/09/2011,AHEB3
53,,,,,30/06/2011,AHEB3
54,,,,,31/03/2011,AHEB3
0,-45.83,223.6,-137.97,886.39,30/09/2024,ALPA3
1,-20.29,150.64,-157.12,787.83,30/06/2024,ALPA3
2,-14.71,300.71,-232.96,561.33,31/03/2024,ALPA3
3,-57.14,211.43,-331.99,39.58,31/12/2023,ALPA3
4,-57.14,211.43,-331.99,39.58,30/09/2023,ALPA3
5,-96.13,-75.86,-587.6,-864.86,30/06/2023,ALPA3
6,-113.74,-221.04,-640.7,-993.04,31/03/2023,ALPA3
7,-189.72,-431.24,-700.98,-1340.0,31/12/2022,ALPA3
8,-188.01,-141.41,-678.67,-757.8,30/09/2022,ALPA3
9,-149.22,-201.74,-579.59,-569.51,30/06/2022,ALPA3
10,-174.02,-564.76,-481.29,-363.73,31/03/2022,ALPA3
11,-163.01,136.01,-347.99,439.3,31/12/2021,ALPA3
12,-91.32,50.85,-290.33,383.74,30/09/2021,ALPA3
13,-51.62,9.17,-231.99,526.52,30/06/2021,ALPA3
14,-42.05,243.27,-205.83,295.78,31/03/2021,ALPA3
15,-105.35,80.45,-187.08,125.7,31/12/2020,ALPA3
16,-31.54,195.07,-159.87,175.16,30/09/2020,ALPA3
17,-26.63,-222.74,-172.29,-50.6,30/06/2020,ALPA3
18,-23.56,72.92,-173.44,338.44,31/03/2020,ALPA3
19,-67.95,134.16,-164.48,366.97,31/12/2019,ALPA3
20,-54.16,-38.44,-134.04,94.51,30/09/2019,ALPA3
21,-27.78,167.99,-92.56,183.15,30/06/2019,ALPA3
22,-14.6,103.25,-85.59,67.1,31/03/2019,ALPA3
23,-37.51,-138.3,-80.8,111.62,31/12/2018,ALPA3
24,-12.67,50.2,-68.52,447.27,30/09/2018,ALPA3
25,-20.81,51.94,-72.72,440.17,30/06/2018,ALPA3
26,-9.8,147.77,-88.14,329.98,31/03/2018,ALPA3
27,-25.23,197.36,-105.45,197.56,31/12/2017,ALPA3
28,-16.88,43.1,-128.77,115.91,30/09/2017,ALPA3
29,-36.23,-58.25,-132.8,138.64,30/06/2017,ALPA3
30,-27.12,15.35,-121.27,270.68,31/03/2017,ALPA3
31,-48.55,115.71,-109.1,231.87,31/12/2016,ALPA3
32,-20.91,65.84,-89.06,222.63,30/09/2016,ALPA3
33,-24.7,73.78,-117.54,190.66,30/06/2016,ALPA3
34,-14.94,-23.46,-119.19,202.77,31/03/2016,ALPA3
35,-28.5,106.47,-126.8,280.52,31/12/2015,ALPA3
36,-49.39,33.87,-139.18,245.21,30/09/2015,ALPA3
37,-26.36,85.89,-131.34,211.54,30/06/2015,ALPA3
38,-22.56,54.28,-144.3,153.75,31/03/2015,ALPA3
39,-40.88,71.17,-139.38,107.92,31/12/2014,ALPA3
40,-41.55,,-151.84,87.54,30/09/2014,ALPA3
41,-39.31,28.1,-143.39,84.4,30/06/2014,ALPA3
42,-17.64,8.45,-163.09,101.81,31/03/2014,ALPA3
43,-53.34,50.79,-201.91,120.29,31/12/2013,ALPA3
44,-33.1,-2.94,-245.79,60.54,30/09/2013,ALPA3
45,-59.02,45.52,-246.53,84.36,30/06/2013,ALPA3
46,-56.46,26.92,-223.4,36.62,31/03/2013,ALPA3
47,-97.22,-24.24,-205.51,-6.54,31/12/2012,ALPA3
48,-33.84,25.37,-153.37,103.6,30/09/2012,ALPA3
49,-35.89,-12.82,-138.4,131.83,30/06/2012,ALPA3
50,-38.57,5.15,-118.58,218.75,31/03/2012,ALPA3
51,-45.08,111.84,-89.74,242.98,31/12/2011,ALPA3
52,-18.87,34.26,-65.11,187.39,30/09/2011,ALPA3
53,-15.22,72.68,-56.59,197.1,30/06/2011,ALPA3
54,-10.57,24.21,-51.37,205.41,31/03/2011,ALPA3
0,-45.83,223.6,-137.97,886.39,30/09/2024,ALPA4
1,-20.29,150.64,-157.12,787.83,30/06/2024,ALPA4
2,-14.71,300.71,-232.96,561.33,31/03/2024,ALPA4
3,-57.14,211.43,-331.99,39.58,31/12/2023,ALPA4
4,-64.98,125.04,-464.57,-596.06,30/09/2023,ALPA4
5,-96.13,-75.86,-587.6,-864.86,30/06/2023,ALPA4
6,-113.74,-221.04,-640.7,-993.04,31/03/2023,ALPA4
7,-189.72,-431.24,-700.98,-1340.0,31/12/2022,ALPA4
8,-188.01,-141.41,-678.67,-757.8,30/09/2022,ALPA4
9,-149.22,-201.74,-579.59,-569.51,30/06/2022,ALPA4
10,-174.02,-564.76,-481.29,-363.73,31/03/2022,ALPA4
11,-163.01,136.01,-347.99,439.3,31/12/2021,ALPA4
12,-91.32,50.85,-290.33,383.74,30/09/2021,ALPA4
13,-51.62,9.17,-231.99,526.52,30/06/2021,ALPA4
14,-42.05,243.27,-205.83,295.78,31/03/2021,ALPA4
15,-105.35,80.45,-187.08,125.7,31/12/2020,ALPA4
16,-31.54,195.07,-159.87,175.16,30/09/2020,ALPA4
17,-26.63,-222.74,-172.29,-50.6,30/06/2020,ALPA4
18,-23.56,72.92,-173.44,338.44,31/03/2020,ALPA4
19,-67.95,134.16,-164.48,366.97,31/12/2019,ALPA4
20,-54.16,-38.44,-134.04,94.51,30/09/2019,ALPA4
21,-27.78,167.99,-92.56,183.15,30/06/2019,ALPA4
22,-14.6,103.25,-85.59,67.1,31/03/2019,ALPA4
23,-37.51,-138.3,-80.8,111.62,31/12/2018,ALPA4
24,-12.67,50.2,-68.52,447.27,30/09/2018,ALPA4
25,-20.81,51.94,-72.72,440.17,30/06/2018,ALPA4
26,-9.8,147.77,-88.14,329.98,31/03/2018,ALPA4
27,-25.23,197.36,-105.45,197.56,31/12/2017,ALPA4
28,-16.88,43.1,-128.77,115.91,30/09/2017,ALPA4
29,-36.23,-58.25,-132.8,138.64,30/06/2017,ALPA4
30,-27.12,15.35,-121.27,270.68,31/03/2017,ALPA4
31,-48.55,115.71,-109.1,231.87,31/12/2016,ALPA4
32,-20.91,65.84,-89.06,222.63,30/09/2016,ALPA4
33,-24.7,73.78,-117.54,190.66,30/06/2016,ALPA4
34,-14.94,-23.46,-119.19,202.77,31/03/2016,ALPA4
35,-28.5,106.47,-126.8,280.52,31/12/2015,ALPA4
36,-49.39,33.87,-139.18,245.21,30/09/2015,ALPA4
37,-26.36,85.89,-131.34,211.54,30/06/2015,ALPA4
38,-22.56,54.28,-144.3,153.75,31/03/2015,ALPA4
39,-40.88,71.17,-139.38,107.92,31/12/2014,ALPA4
40,-41.55,,-151.84,87.54,30/09/2014,ALPA4
41,-39.31,28.1,-143.39,84.4,30/06/2014,ALPA4
42,-17.64,8.45,-163.09,101.81,31/03/2014,ALPA4
43,-53.34,50.79,-201.91,120.29,31/12/2013,ALPA4
44,-33.1,-2.94,-245.79,60.54,30/09/2013,ALPA4
45,-59.02,45.52,-246.53,84.36,30/06/2013,ALPA4
46,-56.46,26.92,-223.4,36.62,31/03/2013,ALPA4
47,-97.22,-24.24,-205.51,-6.54,31/12/2012,ALPA4
48,-33.84,25.37,-153.37,103.6,30/09/2012,ALPA4
49,-35.89,-12.82,-138.4,131.83,30/06/2012,ALPA4
50,-38.57,5.15,-118.58,218.75,31/03/2012,ALPA4
51,-45.08,111.84,-89.74,242.98,31/12/2011,ALPA4
52,-18.87,34.26,-65.11,187.39,30/09/2011,ALPA4
53,-15.22,72.68,-56.59,197.1,30/06/2011,ALPA4
54,-10.57,24.21,-51.37,205.41,31/03/2011,ALPA4
0,,,,,30/09/2024,ALPK3
1,,,,,30/06/2024,ALPK3
2,,,,,31/03/2024,ALPK3
3,,,,,31/12/2023,ALPK3
4,-12.9,110.18,-168.49,193.13,30/09/2023,ALPK3
5,-19.25,184.25,302.42,1150.0,30/06/2023,ALPK3
6,,,,,31/03/2023,ALPK3
7,,,,,31/12/2022,ALPK3
8,-9.35,105.18,-110.02,-148.94,30/09/2022,ALPK3
9,-15.19,149.63,-114.63,-170.92,30/06/2022,ALPK3
10,,,,,31/03/2022,ALPK3
11,,,,,31/12/2021,ALPK3
12,-5.0,83.19,-258.65,-146.45,30/09/2021,ALPK3
13,-13.01,82.96,264.89,-26.02,30/06/2021,ALPK3
14,,,,,31/03/2021,ALPK3
15,,,,,31/12/2020,ALPK3
16,-3.65,7.21,372.21,-325.26,30/09/2020,ALPK3
17,-2.09,,-135.54,-315.23,30/06/2020,ALPK3
18,-10.62,47.93,352.5,27.18,31/03/2020,ALPK3
19,,,,,31/12/2019,ALPK3
0,-2.8,372.22,-7.79,1360.0,30/09/2024,ALLD3
1,-2.0,293.8,-6.39,1320.0,30/06/2024,ALLD3
2,-1.54,221.9,-6.46,1600.0,31/03/2024,ALLD3
3,-1.45,474.81,-6.75,2100.0,31/12/2023,ALLD3
4,-1.4,325.16,-7.58,2150.0,30/09/2023,ALLD3
5,-2.07,582.9,-8.87,2470.0,30/06/2023,ALLD3
6,-1.82,721.02,-10.07,2400.0,31/03/2023,ALLD3
7,-2.28,517.56,-11.33,2090.0,31/12/2022,ALLD3
8,-2.7,650.63,-16.82,429.13,30/09/2022,ALLD3
9,-3.26,512.29,-21.02,674.73,30/06/2022,ALLD3
10,-3.09,408.73,-23.21,308.6,31/03/2022,ALLD3
11,-7.77,40.67,-36.48,87.74,31/12/2021,ALLD3
12,-6.9,325.44,-38.61,180.52,30/09/2021,ALLD3
13,-5.46,-235.19,-43.68,-447.77,30/06/2021,ALLD3
14,-16.35,-43.17,-55.92,47.89,31/03/2021,ALLD3
15,-9.9,133.44,-57.02,269.74,31/12/2020,ALLD3
16,-11.97,-302.85,-53.2,249.28,30/09/2020,ALLD3
17,-17.7,260.47,-66.14,629.37,30/06/2020,ALLD3
18,-17.46,178.69,-57.05,382.59,31/03/2020,ALLD3
19,,,-43.23,-17.52,31/12/2019,ALLD3
0,-5.02,387.39,-18.18,1740.0,30/09/2024,ALOS3
1,-10.25,427.9,-15.13,1780.0,30/06/2024,ALOS3
2,-1.96,409.62,-6.21,1740.0,31/03/2024,ALOS3
3,,513.24,-10.64,1430.0,31/12/2023,ALOS3
4,-1.97,433.57,-10.15,1380.0,30/09/2023,ALOS3
5,-1.32,381.72,-8.53,1240.0,30/06/2023,ALOS3
6,-6.39,102.72,-7.33,876.23,31/03/2023,ALOS3
7,,358.51,,928.78,31/12/2022,ALOS3
8,,324.94,,807.45,30/09/2022,ALOS3
9,,59.59,,665.82,30/06/2022,ALOS3
10,,185.74,-1.19,657.46,31/03/2022,ALOS3
11,,237.18,-3.84,596.41,31/12/2021,ALOS3
12,,183.31,-9.06,510.41,30/09/2021,ALOS3
13,,51.23,-9.14,394.84,30/06/2021,ALOS3
14,-2.67,124.69,-8.53,280.95,31/03/2021,ALOS3
15,-5.43,151.18,-6.51,297.41,31/12/2020,ALOS3
16,,67.74,-3.55,301.1,30/09/2020,ALOS3
17,,-62.66,-3.77,363.96,30/06/2020,ALOS3
18,,141.14,-3.67,516.4,31/03/2020,ALOS3
19,-2.47,170.34,-3.07,465.23,31/12/2019,ALOS3
20,,184.14,,187.78,30/09/2019,ALOS3
21,,74.08,,216.88,30/06/2019,ALOS3
22,,36.67,,191.61,31/03/2019,ALOS3
23,,61.45,,186.57,31/12/2018,ALOS3
24,,44.68,-2.24,173.96,30/09/2018,ALOS3
25,,48.81,-2.51,178.13,30/06/2018,ALOS3
26,,31.63,-2.52,169.83,31/03/2018,ALOS3
27,-1.6,48.83,-2.21,168.73,31/12/2017,ALOS3
28,,48.86,-1.09,175.33,30/09/2017,ALOS3
29,,40.51,-1.04,168.59,30/06/2017,ALOS3
30,,30.54,-1.17,160.96,31/03/2017,ALOS3
31,,55.44,,161.78,31/12/2016,ALOS3
32,,42.11,,170.69,30/09/2016,ALOS3
33,,32.88,-1.15,175.15,30/06/2016,ALOS3
34,,31.35,-1.02,175.44,31/03/2016,ALOS3
35,,64.35,-1.37,161.2,31/12/2015,ALOS3
36,,46.57,-1.51,116.01,30/09/2015,ALOS3
37,,33.18,-1.37,94.49,30/06/2015,ALOS3
38,,17.11,-1.67,84.83,31/03/2015,ALOS3
39,,19.15,-2.14,71.07,31/12/2014,ALOS3
40,,25.05,-2.24,64.35,30/09/2014,ALOS3
