,datas,caixa_equivalentes_caixa,ativo_total,divida_curto_prazo,divida_longo_razo,divida_bruta,divida_liquida,patrimonio_liquido,valor_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,total_acoes,tic
32,31/03/2016,2160.0,8770.0,1720.0,4870.0,6600.0,4.44 B,463.23,2.41,191.993.702,0,191.993.702,BEEF3
33,31/12/2015,2000.0,8310.0,1550.0,5460.0,7010.0,5.01 B,-384.07,-  2.00,191.993.702,0,191.993.702,BEEF3
34,30/09/2015,2350.0,9030.0,1410.0,6480.0,7890.0,5.54 B,-466.89,-  2.43,191.993.702,0,191.993.702,BEEF3
35,30/06/2015,1600.0,7730.0,1130.0,5150.0,6280.0,4.69 B,227.49,1.18,191.993.702,0,191.993.702,BEEF3
36,31/03/2015,1920.0,7960.0,983.3,5410.0,6400.0,4.47 B,-29.79,-  0.17,178.002.062,0,178.002.062,BEEF3
37,31/12/2014,1610.0,7220.0,723.96,4600.0,5330.0,3.72 B,479.81,2.70,178.000.090,0,178.000.090,BEEF3
38,30/09/2014,1300.0,6230.0,444.67,4230.0,4670.0,3.38 B,390.03,2.62,149.000.000,0,149.000.000,BEEF3
39,30/06/2014,1260.0,5770.0,800.17,3420.0,4220.0,2.96 B,554.24,3.72,149.000.090,0,149.000.090,BEEF3
40,31/03/2014,487.4,4880.0,659.89,2810.0,3470.0,2.99 B,536.64,3.60,149.000.090,0,149.000.090,BEEF3
41,31/12/2013,712.68,4980.0,515.53,2910.0,3430.0,2.72 B,442.89,3.05,145.056.023,0,145.056.023,BEEF3
42,30/09/2013,624.38,4690.0,496.64,2620.0,3110.0,2.49 B,536.99,3.80,141.344.525,0,141.344.525,BEEF3
43,30/06/2013,550.42,4530.0,511.16,2570.0,3080.0,2.53 B,492.85,3.36,146.575.057,0,146.575.057,BEEF3
44,31/03/2013,429.22,4019.9999999999995,349.28,2060.0,2410.0,1.98 B,722.24,4.93,146.575.057,0,146.575.057,BEEF3
45,31/12/2012,467.25,4370.0,533.11,2130.0,2670.0,2.20 B,751.89,5.14,146.307.556,0,146.307.556,BEEF3
46,30/09/2012,440.98,3880.0,545.16,2060.0,2610.0,2.17 B,367.04,3.37,108.807.556,0,108.807.556,BEEF3
47,30/06/2012,371.18,3670.0,279.3,2150.0,2430.0,2.06 B,340.53,3.22,105.680.310,0,105.680.310,BEEF3
48,31/03/2012,555.31,3600.0,276.91,2000.0,2270.0,1.72 B,460.03,4.31,106.650.412,0,106.650.412,BEEF3
49,31/12/2011,229.48,3500.0,540.67,1490.0,2040.0,1.81 B,535.96,5.06,105.909.718,0,105.909.718,BEEF3
50,30/09/2011,138.17,3420.0,503.24,1500.0,2000.0,1.86 B,716.1,6.77,105.843.818,0,105.843.818,BEEF3
51,30/06/2011,134.4,3080.0,402.96,1500.0,1910.0,1.77 B,506.27,4.79,105.794.018,0,105.794.018,BEEF3
52,31/03/2011,156.23,2860.0,306.32,1490.0,1800.0,1.64 B,506.67,4.79,105.794.018,0,105.794.018,BEEF3
53,31/12/2010,151.86,2630.0,236.89,1400.0,1630.0,1.48 B,506.49,4.79,105.793.418,0,105.793.418,BEEF3
54,30/09/2010,472.73,2330.0,101.4,1340.0,1440.0,968.57 M,508.53,4.81,105.737.000,0,105.737.000,BEEF3
55,30/06/2010,504.97,2300.0,182.07,1260.0,1440.0,937.93 M,491.51,4.65,105.737.000,0,105.737.000,BEEF3
56,31/03/2010,464.52,2180.0,137.2,1210.0,1350.0,882.46 M,499.8,4.76,105.000.000,0,105.000.000,BEEF3
57,31/12/2009,424.01,2070.0,291.07,932.3,1220.0,799.36 M,526.72,5.02,105.000.000,0,105.000.000,BEEF3
58,30/09/2009,407.27,2050.0,416.96,807.74,1220.0,817.43 M,529.76,5.09,104.031.000,0,104.031.000,BEEF3
59,30/06/2009,405.68,1990.0,455.03,888.08,1340.0,937.43 M,370.09,4.93,75.000.000,0,75.000.000,BEEF3
60,31/03/2009,456.06,1990.0,392.19,1050.0,1440.0,985.84 M,313.4,4.18,75.000.000,0,75.000.000,BEEF3
61,31/12/2008,466.54,2020.0,357.84,1050.0,1410.0,943.38 M,314.05,4.19,75.000.000,0,75.000.000,BEEF3
62,30/09/2008,565.52,2090.0,185.76,905.32,1090.0,525.56 M,494.19,6.59,75.000.000,0,75.000.000,BEEF3
63,30/06/2008,251.32,1560.0,165.34,535.1,700.44,449.12 M,549.39,7.33,75.000.000,0,75.000.000,BEEF3
64,31/03/2008,359.96,1440.0,65.11,572.2,637.31,277.35 M,530.04,7.07,75.000.000,0,75.000.000,BEEF3
65,31/12/2007,376.45,1370.0,62.68,473.9,536.58,160.13 M,530.04,7.07,75.000.000,0,75.000.000,BEEF3
66,30/09/2007,462.6,1360.0,61.35,500.26,561.62,99.01 M,524.36,6.99,75.000.000,0,75.000.000,BEEF3
67,30/06/2007,189.78,1010.0,82.82,541.09,623.91,434.13 M,165.93,3.02,55.000.000,0,55.000.000,BEEF3
68,31/03/2007,314.95,1120.0,97.64,592.38,690.02,375.07 M,199.37,10.94,18.231.000,0,18.231.000,BEEF3
69,31/12/2006,92.92,900.78,253.29,192.91,446.2,353.28 M,187.98,10.31,18.231.000,0,18.231.000,BEEF3
0,31/03/2024,,487260.0,,,,,51960.0,4.52,7.244.165.568,4.261.954.360,11.506.119.928,BPAC11
1,31/12/2023,,442250.0,,,,,49380.0,4.29,7.244.165.568,4.261.954.360,11.506.119.928,BPAC11
2,30/09/2023,,426160.0,,,,,47770.0,4.15,7.244.165.568,4.261.954.360,11.506.119.928,BPAC11
3,30/06/2023,,390000.0,,,,,46710.0,4.06,7.244.165.568,4.261.954.360,11.506.119.928,BPAC11
4,31/03/2023,,367170.0,,,,,44210.0,3.84,7.244.165.568,4.261.954.360,11.506.119.928,BPAC11
5,31/12/2022,,369590.0,,,,,42370.0,3.68,7.244.165.568,4.261.954.360,11.506.119.928,BPAC11
6,30/09/2022,,368820.0,,,,,42260.0,3.67,7.244.165.568,4.261.954.360,11.506.119.928,BPAC11
7,30/06/2022,,384220.0,,,,,41360.0,3.59,7.244.165.568,4.261.954.360,11.506.119.928,BPAC11
8,31/03/2022,,327950.0,,,,,39300.0,3.42,7.244.165.568,4.261.954.360,11.506.119.928,BPAC11
9,31/12/2021,,318200.0,,,,,37380.0,3.25,7.244.165.568,4.261.954.360,11.506.119.928,BPAC11
10,30/09/2021,,340560.0,,,,,36260.0,3.16,7.234.454.000,4.242.531.224,11.476.985.224,BPAC11
11,30/06/2021,,301410.0,,,,,35040.0,3.05,7.234.454.500,4.242.531.224,11.476.985.724,BPAC11
12,31/03/2021,,301280.0,,,,,30410.0,10.88,1.784.211.500,1.011.828.806,2.796.040.306,BPAC11
13,31/12/2020,,253270.0,,,,,26680.0,9.84,1.756.433.722,956.273.250,2.712.706.972,BPAC11
14,30/09/2020,,272560.0,,,,,25990.0,9.58,1.756.433.722,956.273.250,2.712.706.972,BPAC11
15,30/06/2020,,245130.0,,,,,25570.0,9.43,1.756.433.722,956.273.250,2.712.706.972,BPAC11
16,31/03/2020,,236220.0,,,,,22000.0,8.34,1.731.276.922,905.959.650,2.637.236.572,BPAC11
17,31/12/2019,,166340.0,,,,,21600.0,8.19,1.731.276.922,905.959.650,2.637.236.572,BPAC11
18,30/09/2019,,179780.0,,,,,20770.0,7.87,1.731.276.922,905.959.650,2.637.236.572,BPAC11
19,30/06/2019,,188540.0,,,,,20380.0,7.73,1.731.276.922,905.959.650,2.637.236.572,BPAC11
20,31/03/2019,,182140.0,,,,,19390.0,7.35,1.731.276.922,905.959.650,2.637.236.572,BPAC11
21,31/12/2018,,131990.0,,,,,18940.0,7.18,1.731.276.922,905.959.650,2.637.236.572,BPAC11
22,30/09/2018,,179080.0,,,,,19130.0,7.13,1.746.065.322,935.536.450,2.681.601.772,BPAC11
23,30/06/2018,,168120.0,,,,,19160.0,7.15,1.746.065.322,935.536.450,2.681.601.772,BPAC11
24,31/03/2018,,153390.0,,,,,18650.0,6.95,1.746.065.322,935.536.450,2.681.601.772,BPAC11
25,31/12/2017,,117470.0,,,,,18750.0,6.99,1.746.065.322,935.536.450,2.681.601.772,BPAC11
26,30/09/2017,,143390.0,,,,,18550.0,6.92,1.746.065.322,935.536.450,2.681.601.772,BPAC11
27,30/06/2017,,143440.0,,,,,18020.0,6.60,1.762.281.522,967.968.849,2.730.250.371,BPAC11
28,31/03/2017,,151050.0,,,,,18280.0,6.58,1.778.353.202,1.000.112.209,2.778.465.411,BPAC11
29,31/12/2016,,111410.0,,,,,17040.0,4.98,1.352.401.604,2.065.217.271,3.417.618.875,BPAC11
30,30/09/2016,,146030.0,,,,,21260.0,6.22,1.352.401.464,2.065.217.411,3.417.618.875,BPAC11
31,30/06/2016,,144150.0,,,,,20830.0,7.72,1.384.479.772,1.311.847.544,2.696.327.316,BPAC11
32,31/03/2016,,149720.0,,,,,20350.0,7.55,1.384.479.472,1.311.847.544,2.696.327.016,BPAC11
33,31/12/2015,,243000.0,,,,,20020.0,7.26,1.404.405.002,1.351.698.004,2.756.103.006,BPAC11
34,30/09/2015,,188120.0,,,,,18860.0,6.70,1.424.305.814,1.391.499.628,2.815.805.442,BPAC11
35,30/06/2015,,161240.0,,,,,16280.000000000002,6.00,1.390.671.404,1.324.230.808,2.714.902.212,BPAC11
36,31/03/2015,,163240.0,,,,,15470.0,5.70,1.390.671.404,1.324.230.808,2.714.902.212,BPAC11
37,31/12/2014,,157710.0,,,,,14900.0,5.49,1.390.671.404,1.324.230.808,2.714.902.212,BPAC11
38,30/09/2014,,135280.0,,,,,14220.0,5.24,1.390.671.404,1.324.230.808,2.714.902.212,BPAC11
39,30/06/2014,,114330.0,,,,,13430.0,4.94,1.390.671.404,1.324.230.808,2.714.902.212,BPAC11
40,31/03/2014,,122400.0,,,,,13010.0,4.79,1.390.671.404,1.324.230.808,2.714.902.212,BPAC11
41,31/12/2013,,120890.0,,,,,12480.0,4.60,1.390.671.404,1.324.230.808,2.714.902.212,BPAC11
42,30/09/2013,,117350.0,,,,,11600.0,4.27,1.390.671.404,1.324.230.808,2.714.902.212,BPAC11
43,30/06/2013,,122960.0,,,,,10980.0,4.04,1.390.671.404,1.324.230.808,2.714.902.212,BPAC11
44,31/03/2013,,102550.0,,,,,10550.0,3.89,1.390.671.404,1.324.230.808,2.714.902.212,BPAC11
45,31/12/2012,,124430.0,,,,,10350.0,3.81,1.390.671.404,1.324.230.808,2.714.902.212,BPAC11
46,30/09/2012,,85430.0,,,,,9360.0,3.53,1.368.504.000,1.279.896.000,2.648.400.000,BPAC11
47,30/06/2012,,82130.0,,,,,8940.0,3.37,1.368.504.000,1.279.896.000,2.648.400.000,BPAC11
48,31/03/2012,,72450.0,,,,,6740.0,2.81,1.200.160.000,1.199.840.000,2.400.000.000,BPAC11
49,31/12/2011,,82390.0,,,,,6330.0,2.64,2.400.000.000,0,2.400.000.000,BPAC11
50,30/09/2011,,59320.0,,,,,5650.0,2.36,1.200.160.000,1.199.840.000,2.400.000.000,BPAC11
51,30/06/2011,,52280.0,,,,,5830.0,2.43,1.200.160.000,1.199.840.000,2.400.000.000,BPAC11
52,31/03/2011,,41850.0,,,,,5600.0,2.33,1.200.160.000,1.199.840.000,2.400.000.000,BPAC11
53,31/12/2010,,46460.0,,,,,5600.0,2.33,1.200.160.000,1.199.840.000,2.400.000.000,BPAC11
0,31/03/2024,710.88,8270.0,,,,-  710.88 M,8210.0,20.90,137.990.000,255.107.000,393.097.000,BRAP4
1,31/12/2023,246.2,7890.0,,,,-  246.20 M,7830.0,19.93,137.990.000,255.107.000,393.097.000,BRAP4
2,30/09/2023,503.06,8130.000000000001,,,,-  503.06 M,8020.0,20.41,137.990.000,255.107.000,393.097.000,BRAP4
3,30/06/2023,259.35,7640.0,,,,-  259.35 M,7590.0,19.30,137.990.000,255.107.000,393.097.000,BRAP4
4,31/03/2023,782.88,8020.0,,,,-  782.88 M,7430.0,18.91,137.990.000,255.107.000,393.097.000,BRAP4
5,31/12/2022,408.7,8060.000000000001,,,,-  408.70 M,7480.0,19.02,137.990.000,255.107.000,393.097.000,BRAP4
6,30/09/2022,842.74,7930.0,,,,-  842.74 M,7830.0,19.93,137.990.000,255.107.000,393.097.000,BRAP4
7,30/06/2022,310.38,7790.0,,,,-  310.38 M,7740.0,19.69,137.990.000,255.107.000,393.097.000,BRAP4
8,31/03/2022,905.32,7720.0,,,,-  905.32 M,7660.0,19.50,137.990.000,255.107.000,393.097.000,BRAP4
9,31/12/2021,294.71,7550.0,,,,-  294.71 M,7500.0,19.09,137.990.000,255.107.000,393.097.000,BRAP4
10,30/09/2021,2560.0,14590.0,,,,-  2.56 B,14550.0,37.01,137.990.000,255.107.000,393.097.000,BRAP4
11,30/06/2021,748.93,13480.0,,,,-  748.93 M,13420.0,38.56,122.171.000,225.863.000,348.034.000,BRAP4
12,31/03/2021,1240.0,13370.0,,,,-  1.24 B,12160.0,34.95,122.171.000,225.863.000,348.034.000,BRAP4
13,31/12/2020,62.56,11300.0,,,,-  62.56 M,11250.0,32.34,122.171.000,225.863.000,348.034.000,BRAP4
14,30/09/2020,967.49,12370.0,228.39,,228.39,-  739.10 M,12010.0,34.51,122.171.000,225.863.000,348.034.000,BRAP4
15,30/06/2020,197.08,11480.0,227.16,,227.16,30.07 M,10970.0,31.52,122.171.000,225.863.000,348.034.000,BRAP4
16,31/03/2020,199.62,11030.0,,225.4,225.4,25.78 M,10520.0,30.23,122.171.000,225.863.000,348.034.000,BRAP4
17,31/12/2019,201.19,10110.0,,223.02,223.02,21.83 M,9560.0,27.47,122.171.000,225.863.000,348.034.000,BRAP4
18,30/09/2019,203.09,10460.0,,220.15,220.15,17.06 M,10200.0,29.32,122.171.000,225.863.000,348.034.000,BRAP4
19,30/06/2019,187.46,9810.0,,216.64,216.64,29.18 M,9550.0,27.45,122.171.000,225.863.000,348.034.000,BRAP4
20,31/03/2019,328.61,10110.0,,213.2,213.2,-  115.41 M,9660.0,27.76,122.171.000,225.863.000,348.034.000,BRAP4
21,31/12/2018,459.81,10630.0,,209.86,209.86,-  249.95 M,9960.0,28.62,122.171.000,225.863.000,348.034.000,BRAP4
22,30/09/2018,1510.0,12360.0,,710.84,710.84,-  800.24 M,9160.0,26.32,122.171.000,225.863.000,348.034.000,BRAP4
23,30/06/2018,86.66,11340.0,664.94,699.96,1360.0,1.28 B,8690.0,24.98,122.171.000,225.863.000,348.034.000,BRAP4
24,31/03/2018,1620.0,11330.0,1740.0,,1740.0,122.50 M,8500.0,24.33,122.523.000,227.025.000,349.548.000,BRAP4
25,31/12/2017,1670.0,11320.0,1710.0,,1710.0,40.19 M,8810.0,25.19,122.523.000,227.025.000,349.548.000,BRAP4
26,30/09/2017,479.93,11270.0,1680.0,,1680.0,1.20 B,8920.0,25.51,122.523.000,227.025.000,349.548.000,BRAP4
27,30/06/2017,472.53,10630.0,,1640.0,1640.0,1.17 B,8310.0,23.78,122.523.000,227.025.000,349.548.000,BRAP4
28,31/03/2017,420.76,10640.0,,1600.0,1600.0,1.18 B,8250.0,23.59,122.523.000,227.025.000,349.548.000,BRAP4
29,31/12/2016,439.06,10280.0,,1550.0,1550.0,1.11 B,7910.0,22.63,122.523.000,227.025.000,349.548.000,BRAP4
30,30/09/2016,398.48,10110.0,,1500.0,1500.0,1.10 B,8000.0,22.90,122.523.000,227.025.000,349.548.000,BRAP4
31,30/06/2016,384.95,9750.0,,1440.0,1440.0,1.06 B,7770.0,22.24,122.523.000,227.025.000,349.548.000,BRAP4
32,31/03/2016,382.16,9910.0,,1390.0,1390.0,1.01 B,8010.0,22.91,122.523.000,227.025.000,349.548.000,BRAP4
33,31/12/2015,377.98,9690.0,,1350.0,1350.0,969.72 M,7920.0,22.65,122.523.000,227.025.000,349.548.000,BRAP4
34,30/09/2015,327.9,11850.0,,1300.0,1300.0,973.41 M,10120.0,28.96,122.523.000,227.025.000,349.548.000,BRAP4
35,30/06/2015,302.43,10950.0,1240.0,,1240.0,935.43 M,9190.0,26.30,122.523.000,227.025.000,349.548.000,BRAP4
36,31/03/2015,296.32,11010.0,1200.0,,1200.0,903.28 M,9300.0,26.60,122.523.000,227.025.000,349.548.000,BRAP4
37,31/12/2014,312.0,10600.0,1170.0,,1170.0,853.11 M,8940.0,25.57,122.523.000,227.025.000,349.548.000,BRAP4
38,30/09/2014,208.58,10980.0,1130.0,,1130.0,923.55 M,9360.0,26.79,122.523.000,227.025.000,349.548.000,BRAP4
39,30/06/2014,346.87,10910.0,,1100.0,1100.0,753.62 M,8970.0,25.65,122.523.000,227.025.000,349.548.000,BRAP4
40,31/03/2014,262.72,10960.0,,1070.0,1070.0,809.42 M,9110.0,26.08,122.523.000,227.025.000,349.548.000,BRAP4
41,31/12/2013,258.68,10860.0,,1050.0,1050.0,787.01 M,9030.0,25.85,122.523.000,227.025.000,349.548.000,BRAP4
42,30/09/2013,265.67,11820.0,,1020.0,1020.0,755.16 M,10030.0,28.70,122.523.000,227.025.000,349.548.000,BRAP4
43,30/06/2013,248.96,11320.0,985.65,,985.65,736.69 M,9540.0,27.30,122.523.000,227.025.000,349.548.000,BRAP4
44,31/03/2013,255.18,11090.0,967.45,,967.45,712.27 M,9360.0,26.78,122.523.000,227.025.000,349.548.000,BRAP4
45,31/12/2012,254.21,11060.0,951.26,,951.26,697.05 M,9320.0,26.65,122.523.000,227.025.000,349.548.000,BRAP4
46,30/09/2012,261.81,11730.0,934.53,,934.53,672.72 M,9880.0,28.27,122.523.000,227.025.000,349.548.000,BRAP4
47,30/06/2012,219.39,11460.0,321.74,566.45,888.19,668.81 M,9600.0,27.47,122.523.000,227.025.000,349.548.000,BRAP4
48,31/03/2012,262.21,11140.0,314.82,554.15,868.97,606.77 M,9040.0,25.87,122.523.000,227.025.000,349.548.000,BRAP4
49,31/12/2011,263.98,10740.0,306.88,540.04,846.92,582.94 M,8670.0,24.82,122.523.000,227.025.000,349.548.000,BRAP4
50,30/09/2011,219.94,10260.0,298.5,525.14,823.64,603.70 M,8720.0,24.93,122.523.000,227.025.000,349.548.000,BRAP4
51,30/06/2011,79.49,9300.0,806.67,,806.67,727.19 M,7740.0,22.15,122.523.000,227.025.000,349.548.000,BRAP4
52,31/03/2011,1360.0,14640.0,782.61,,782.61,-  575.39 M,7450.0,21.31,122.523.000,227.025.000,349.548.000,BRAP4
53,31/12/2010,955.73,14280.0,1110.0,2320.0,3430.0,2.47 B,6780.0,19.39,122.523.000,227.025.000,349.548.000,BRAP4
54,30/09/2010,1150.0,12900.0,739.68,96.31,835.99,-  315.19 M,6170.0,17.65,122.523.000,227.025.000,349.548.000,BRAP4
55,30/06/2010,966.26,12340.0,152.37,799.72,952.1,-  14.17 M,5620.0,16.08,122.523.000,227.025.000,349.548.000,BRAP4
56,31/03/2010,1470.0,11620.0,148.21,701.8,850.02,-  620.91 M,5300.0,15.15,122.664.000,227.025.000,349.689.000,BRAP4
57,31/12/2009,1060.0,11110.0,492.7,2790.0,3280.0,2.22 B,5050.0,14.44,122.664.000,227.025.000,349.689.000,BRAP4
58,30/09/2009,278.62,6170.0,140.59,670.87,811.46,532.85 M,5220.0,14.93,122.664.000,227.025.000,349.689.000,BRAP4
59,30/06/2009,183.78,6010.0,,,,-  183.78 M,5150.0,14.72,122.664.000,227.025.000,349.689.000,BRAP4
60,31/03/2009,241.52,6660.0,,627.88,627.88,386.36 M,5030.0,14.39,122.664.000,227.025.000,349.689.000,BRAP4
61,31/12/2008,1910.0,11930.0,155.2,2480.0,2640.0,721.08 M,4940.0,14.11,122.664.000,227.025.000,349.689.000,BRAP4
62,30/09/2008,389.86,6520.0,,,,-  389.86 M,4980.0,14.23,122.664.000,227.025.000,349.689.000,BRAP4
63,30/06/2008,298.75,4390.0,,,,-  298.75 M,4280.0,12.23,122.664.000,227.025.000,349.689.000,BRAP4
64,31/03/2008,310.61,4240.0,,,,-  310.61 M,3970.0,11.35,122.664.000,227.025.000,349.689.000,BRAP4
65,31/12/2007,434.02,8400.0,190.31,1840.0,2029.9999999999998,1.59 B,3860.0,11.03,122.664.000,227.025.000,349.689.000,BRAP4
66,30/09/2007,133.19,4040.0,,,,-  133.19 M,3930.0,22.48,61.332.000,113.513.000,174.845.000,BRAP4
67,30/06/2007,131.47,3810.0,,,,-  131.47 M,3700.0,21.15,61.332.000,113.513.000,174.845.000,BRAP4
68,31/03/2007,175.17,3580.0,,,,-  175.17 M,3410.0,19.53,61.332.000,113.513.000,174.845.000,BRAP4
69,31/12/2006,921.16,8000.0,207.27,2600.0,2810.0,1.89 B,3150.0,36.05,30.666.000,56.756.000,87.422.000,BRAP4
70,30/09/2006,289.08,3320.0,,,,-  289.08 M,3220.0,36.89,30.666.000,56.756.000,87.422.000,BRAP4
71,30/06/2006,283.09,3150.0,,,,-  283.09 M,3050.0,34.91,30.666.000,56.756.000,87.422.000,BRAP4
72,31/03/2006,16.82,2940.0,,,,-  16.82 M,2770.0,31.69,30.666.000,56.756.000,87.422.000,BRAP4
73,31/12/2005,441.22,6350.0,579.99,1410.0,1990.0,1.55 B,2650.0,30.31,30.666.000,56.756.000,87.422.000,BRAP4
74,30/09/2005,11.32,2740.0,,,,-  11.32 M,2700.0,30.91,30.666.000,56.756.000,87.422.000,BRAP4
75,30/06/2005,14.4,2590.0,,,,-  14.40 M,2550.0,29.15,30.666.000,56.756.000,87.422.000,BRAP4
76,31/03/2005,17.24,2400.0,,,,-  17.24 M,2360.0,54.06,15.333.000,28.378.000,43.711.000,BRAP4
77,31/12/2004,508.47,5880.0,351.74,1770.0,2120.0,1.61 B,2240.0,51.26,15.333.000,28.378.000,43.711.000,BRAP4
78,30/09/2004,24.43,1210.0,,,,-  24.43 M,1170.0,38.79,15.333.000,14.813.000,30.146.000,BRAP4
79,30/06/2004,,1120.0,,,,-  831.00 mil,1110.0,0.00,766.653.183.000,740.628.817.000,1.507.282.000.000,BRAP4
80,31/03/2004,,1100.0,,,,-  501.00 mil,1080.0,0.00,766.653.183.000,740.628.817.000,1.507.282.000.000,BRAP4
81,31/12/2003,656.06,5850.0,533.76,2730.0,3270.0,2.61 B,1060.0,0.00,766.653.183.000,740.628.817.000,1.507.282.000.000,BRAP4
82,30/09/2003,5.07,1150.0,,,,-  5.07 M,1130.0,0.00,766.653.183.000,740.628.817.000,1.507.282.000.000,BRAP4
83,30/06/2003,1.73,997.65,,,,-  1.73 M,978.96,0.00,766.653.183.000,740.628.817.000,1.507.282.000.000,BRAP4
84,31/03/2003,2.98,1110.0,,,,-  2.98 M,1100.0,0.00,766.653.183.000,740.628.817.000,1.507.282.000.000,BRAP4
85,31/12/2002,626.27,7580.0,1120.0,3930.0,5050.0,4.42 B,1190.0,0.00,766.653.183.000,740.628.817.000,1.507.282.000.000,BRAP4
86,30/09/2002,55.62,1420.0,,,,-  55.62 M,580.37,0.00,766.653.183.000,740.628.817.000,1.507.282.000.000,BRAP4
87,30/06/2002,56.12,1560.0,,,,-  56.12 M,760.59,0.00,766.653.183.000,740.628.817.000,1.507.282.000.000,BRAP4
88,31/03/2002,7.63,2120.0,,,,-  7.63 M,1360.0,0.00,766.653.183.000,740.628.817.000,1.507.282.000.000,BRAP4
89,31/12/2001,506.89,6840.0,659.06,3610.0,4270.0,3.77 B,1440.0,0.00,766.653.183.000,740.628.817.000,1.507.282.000.000,BRAP4
90,31/03/2001,15.77,2310.0,,,,-  15.77 M,1490.0,0.00,766.653.183.000,740.628.817.000,1.507.282.000.000,BRAP4
91,31/12/2000,440.78,7540.0,451.05,3830.0,4290.0,3.85 B,1060.0,0.00,554.722.817.000,535.892.517.000,1.090.615.334.000,BRAP4
92,30/09/2000,,897.19,,,,-  367.00 mil,888.4,0.00,554.722.817.000,535.892.517.000,1.090.615.334.000,BRAP4
93,30/06/2000,,947.47,,,,-  525.00 mil,942.91,0.00,554.722.817.000,535.892.517.000,1.090.615.334.000,BRAP4
94,31/03/2000,,997.13,,,,0.00,997.13,0.00,554.722.817.000,535.892.517.000,1.090.615.334.000,BRAP4
95,29/02/2000,632.02,6070.0,879.76,2740.0,3620.0,2.99 B,993.22,0.00,554.722.817.000,535.892.517.000,1.090.615.334.000,BRAP4
