,datas,caixa_equivalentes_caixa,ativo_total,divida_curto_prazo,divida_longo_razo,divida_bruta,divida_liquida,patrimonio_liquido,valor_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,total_acoes,tic
0,31/03/2024,12840.0,133820.0,1650.0,2170.0,3820.0,-  9.03 B,86590.0,5.50,15.757.657.000,0,15.757.657.000,ABEV3
1,31/12/2023,16059.999999999998,132640.0,1300.0,2200.0,3500.0,-  12.56 B,78970.0,5.01,15.753.833.000,0,15.753.833.000,ABEV3
2,30/09/2023,17410.0,137910.0,1240.0,2480.0,3720.0,-  13.70 B,90250.0,5.73,15.753.833.000,0,15.753.833.000,ABEV3
3,30/06/2023,12120.0,133290.0,1320.0,2670.0,3990.0,-  8.12 B,85070.0,5.40,15.753.833.000,0,15.753.833.000,ABEV3
4,31/03/2023,12210.0,135470.0,1140.0,2650.0,3790.0,-  8.42 B,85000.0,5.40,15.753.833.000,0,15.753.833.000,ABEV3
5,31/12/2022,14930.0,137960.0,982.57,2790.0,3770.0,-  11.16 B,81960.0,5.20,15.750.217.000,0,15.750.217.000,ABEV3
6,30/09/2022,17710.0,142060.0,761.51,2220.0,2980.0,-  14.73 B,90180.0,5.73,15.750.217.000,0,15.750.217.000,ABEV3
7,30/06/2022,14130.0,136630.0,894.36,2300.0,3200.0,-  10.93 B,86260.0,5.48,15.750.217.000,0,15.750.217.000,ABEV3
8,31/03/2022,12890.0,127400.0,815.86,2170.0,2990.0,-  9.90 B,78920.0,5.01,15.750.217.000,0,15.750.217.000,ABEV3
9,31/12/2021,16630.0,138600.0,847.12,2250.0,3100.0,-  13.53 B,82640.0,5.25,15.744.452.000,0,15.744.452.000,ABEV3
10,30/09/2021,17960.0,135130.0,889.26,2140.0,3030.0,-  14.93 B,86770.0,5.51,15.741.455.000,0,15.741.455.000,ABEV3
11,30/06/2021,13270.0,124440.0,854.76,2140.0,2990.0,-  10.28 B,78890.0,5.01,15.741.455.000,0,15.741.455.000,ABEV3
12,31/03/2021,17290.0,133420.0,2600.0,2430.0,5030.0,-  12.26 B,82040.0,5.21,15.739.243.000,0,15.739.243.000,ABEV3
13,31/12/2020,17090.0,125200.0,2740.0,2050.0,4790.0,-  12.30 B,73820.0,4.69,15.735.118.000,0,15.735.118.000,ABEV3
14,30/09/2020,21660.0,127060.0,4320.0,2540.0,6860.0,-  14.81 B,78010.0,4.96,15.735.118.000,0,15.735.118.000,ABEV3
15,30/06/2020,17440.0,121390.0,4120.0,2660.0,6780.0,-  10.66 B,73920.0,4.70,15.735.118.000,0,15.735.118.000,ABEV3
16,31/03/2020,13200.0,113690.0,780.09,2690.0,3470.0,-  9.73 B,70360.0,4.47,15.735.118.000,0,15.735.118.000,ABEV3
17,31/12/2019,11900.0,101740.0,653.15,2410.0,3060.0,-  8.84 B,61280.0,3.89,15.733.575.000,0,15.733.575.000,ABEV3
18,30/09/2019,15020.0,102480.0,1720.0,2370.0,4090.0,-  10.93 B,65750.0,4.18,15.733.575.000,0,15.733.575.000,ABEV3
19,30/06/2019,14230.0,98740.0,2560.0,2330.0,4900.0,-  9.34 B,61630.0,3.92,15.727.523.000,0,15.727.523.000,ABEV3
20,31/03/2019,12820.0,96910.0,2660.0,2430.0,5090.0,-  7.74 B,59110.0,3.76,15.726.842.000,0,15.726.842.000,ABEV3
21,31/12/2018,11460.0,94130.0,1560.0,862.14,2420.0,-  9.04 B,56340.0,3.58,15.722.147.000,0,15.722.147.000,ABEV3
22,30/09/2018,12230.0,95690.0,3740.0,1250.0,4980.0,-  7.25 B,58960.0,3.75,15.722.147.000,0,15.722.147.000,ABEV3
23,30/06/2018,10620.0,90920.0,3720.0,1140.0,4860.0,-  5.76 B,52260.0,3.32,15.722.147.000,0,15.722.147.000,ABEV3
24,31/03/2018,7950.0,82380.0,3280.0,1190.0,4470.0,-  3.49 B,48820.0,3.11,15.722.147.000,0,15.722.147.000,ABEV3
25,31/12/2017,10350.0,86850.0,1320.0,1230.0,2550.0,-  7.80 B,46010.0,2.93,15.717.615.000,0,15.717.615.000,ABEV3
26,30/09/2017,8340.0,83020.0,1970.0,1360.0,3330.0,-  5.01 B,47170.0,3.00,15.717.615.000,0,15.717.615.000,ABEV3
27,30/06/2017,8760.0,84120.0,3590.0,1330.0,4920.0,-  3.84 B,47770.0,3.04,15.717.615.000,0,15.717.615.000,ABEV3
28,31/03/2017,7230.0,80730.0,3470.0,1660.0,5130.0,-  2.10 B,46840.0,2.98,15.717.615.000,0,15.717.615.000,ABEV3
29,31/12/2016,7880.0,83840.0,3630.0,1770.0,5400.0,-  2.48 B,44830.0,2.85,15.717.615.000,0,15.717.615.000,ABEV3
30,30/09/2016,7290.0,79110.0,2520.0,1690.0,4210.0,-  3.08 B,47430.0,3.02,15.717.615.000,0,15.717.615.000,ABEV3
31,30/06/2016,5730.0,76660.0,1670.0,1970.0,3630.0,-  2.10 B,44300.0,2.82,15.717.615.000,0,15.717.615.000,ABEV3
32,31/03/2016,6010.0,80250.0,1670.0,2290.0,3960.0,-  2.05 B,47080.0,3.00,15.717.615.000,0,15.717.615.000,ABEV3
33,31/12/2015,13620.0,90180.0,1280.0,2320.0,3600.0,-  10.02 B,48330.0,3.08,15.717.615.000,0,15.717.615.000,ABEV3
34,30/09/2015,9680.0,88040.0,997.33,1990.0,2990.0,-  6.70 B,48270.0,3.07,15.717.615.000,0,15.717.615.000,ABEV3
35,30/06/2015,6900.0,74440.0,1060.0,1610.0,2670.0,-  4.23 B,44190.0,2.81,15.717.615.000,0,15.717.615.000,ABEV3
36,31/03/2015,6970.0,75100.0,994.52,1700.0,2690.0,-  4.28 B,44320.0,2.82,15.717.615.000,0,15.717.615.000,ABEV3
37,31/12/2014,9720.0,72140.0,988.06,1630.0,2620.0,-  7.10 B,42220.0,2.69,15.712.619.000,0,15.712.619.000,ABEV3
38,30/09/2014,5750.0,65129.99999999999,794.89,1720.0,2510.0,-  3.23 B,42400.0,2.70,15.699.508.000,0,15.699.508.000,ABEV3
39,30/06/2014,6270.0,62990.0,869.69,1790.0,2660.0,-  3.62 B,40810.0,2.60,15.670.883.000,0,15.670.883.000,ABEV3
40,31/03/2014,7300.0,63300.0,922.27,1830.0,2750.0,-  4.54 B,38920.0,2.48,15.666.170.000,0,15.666.170.000,ABEV3
41,31/12/2013,11290.0,68670.0,1040.0,1850.0,2890.0,-  8.39 B,42840.0,2.74,15.644.280.000,0,15.644.280.000,ABEV3
42,30/09/2013,4840.0,59620.0,897.85,2100.0,3000.0,-  1.84 B,38630.0,3.99,9.693.598.000,0,9.693.598.000,ABEV3
43,30/06/2013,4480.0,58740.0,897.0,2110.0,3010.0,-  1.47 B,26630.0,2.75,9.693.598.000,0,9.693.598.000,ABEV3
44,31/03/2013,74.2,1340.0,,,,-  74.20 M,958.63,3.85,249.061.000,0,249.061.000,ABEV3
45,31/12/2012,48.16,1350.0,,,,-  48.16 M,977.21,3.92,249.061.000,0,249.061.000,ABEV3
0,31/03/2024,1340.0,20900.0,4970.0,22610.0,27580.0,26.24 B,-22370.0,-  17.69,928.965.058,335.750.796,1.264.715.854,AZUL4
1,31/12/2023,1900.0,20530.0,4810.0,20060.0,24870.0,22.97 B,-21330.0,-  16.86,928.965.058,335.747.796,1.264.712.854,AZUL4
2,30/09/2023,1400.0,19610.0,4950.0,21620.0,26580.0,25.18 B,-21290.0,-  16.83,928.965.058,335.747.796,1.264.712.854,AZUL4
3,30/06/2023,616.21,17120.0,6350.0,15870.0,22220.0,21.61 B,-19680.0,-  15.56,928.965.058,335.697.408,1.264.662.466,AZUL4
4,31/03/2023,466.35,17400.0,6020.0,17120.0,23140.0,22.68 B,-19730.0,-  15.60,928.965.058,335.623.408,1.264.588.466,AZUL4
5,31/12/2022,668.35,18720.0,5150.0,18070.0,23220.0,22.55 B,-19010.0,-  15.03,928.965.058,335.623.408,1.264.588.466,AZUL4
6,30/09/2022,1100.0,18320.0,5080.0,18790.0,23870.0,22.77 B,-20130.0,-  15.92,928.965.058,335.617.908,1.264.582.966,AZUL4
7,30/06/2022,2029.9999999999998,18530.0,4740.0,18440.0,23180.0,21.14 B,-18120.0,-  14.33,928.965.058,335.612.858,1.264.577.916,AZUL4
8,31/03/2022,1860.0,17790.0,4520.0,17200.0,21720.0,19.86 B,-15640.0,-  12.37,928.965.058,335.592.858,1.264.557.916,AZUL4
9,31/12/2021,3070.0,18530.0,4520.0,20390.0,24910.0,21.84 B,-18330.0,-  14.52,928.965.058,333.680.010,1.262.645.068,AZUL4
10,30/09/2021,3630.0,17780.0,749.91,9650.0,10400.0,6.76 B,-17950.0,-  14.21,928.965.058,333.644.960,1.262.610.018,AZUL4
11,30/06/2021,4340.0,17390.0,250.54,9650.0,9900.0,5.56 B,-15740.0,-  12.47,928.965.058,333.605.241,1.262.570.299,AZUL4
12,31/03/2021,2280.0,15190.0,524.51,7250.0,7780.0,5.50 B,-16910.0,-  13.39,928.965.058,333.549.383,1.262.514.441,AZUL4
13,31/12/2020,3060.0,15790.0,858.33,6500.0,7360.0,4.30 B,-14150.0,-  11.22,928.965.058,331.644.724,1.260.609.782,AZUL4
14,30/09/2020,1440.0,13930.0,3660.0,14640.0,18310.0,16.87 B,-13870.0,-  11.01,928.965.058,329.904.767,1.258.869.825,AZUL4
15,30/06/2020,1570.0,15160.0,3370.0,15860.0,19230.0,17.67 B,-12650.0,-  10.05,928.965.058,329.703.517,1.258.668.575,AZUL4
16,31/03/2020,529.24,18820.0,4280.0,16370.000000000002,20650.0,20.13 B,-9650.0,-  7.66,928.965.058,329.703.517,1.258.668.575,AZUL4
17,31/12/2019,1650.0,19200.0,481.23,3040.0,3520.0,1.87 B,-3520.0,-  2.80,928.965.058,329.568.166,1.258.533.224,AZUL4
18,30/09/2019,1520.0,18610.0,273.61,3120.0,3400.0,1.87 B,-644.79,-  0.51,928.965.058,329.359.720,1.258.324.778,AZUL4
19,30/06/2019,1210.0,17740.0,227.3,2820.0,3050.0,1.84 B,-88.43,-  0.07,928.965.058,329.115.383,1.258.080.441,AZUL4
20,31/03/2019,908.39,16740.0,155.74,2880.0,3040.0,2.13 B,-471.89,-  0.38,928.965.058,327.175.146,1.256.140.204,AZUL4
21,31/12/2018,1170.0,11790.0,335.05,3370.0,3710.0,2.54 B,3160.0,2.52,928.965.058,326.631.190,1.255.596.248,AZUL4
22,30/09/2018,893.68,11450.0,435.75,3320.0,3750.0,2.86 B,2950.0,2.35,928.965.058,326.063.741,1.255.028.799,AZUL4
23,30/06/2018,848.96,10960.0,542.3,3290.0,3830.0,2.99 B,2870.0,2.28,928.965.058,325.992.745,1.254.957.803,AZUL4
24,31/03/2018,738.94,10400.0,581.57,2810.0,3390.0,2.65 B,3020.0,2.41,928.965.058,323.965.337,1.252.930.395,AZUL4
25,31/12/2017,762.32,10320.0,568.23,2920.0,3490.0,2.73 B,2830.0,2.27,928.965.058,321.650.720,1.250.615.778,AZUL4
26,30/09/2017,485.86,9010.0,1010.0,1890.0,2900.0,2.42 B,2520.0,2.02,928.965.058,320.086.893,1.249.051.951,AZUL4
27,30/06/2017,500.91,9180.0,1100.0,2540.0,3640.0,3.14 B,2290.0,1.84,928.965.058,317.571.266,1.246.536.324,AZUL4
28,31/03/2017,434.97,8070.0,1020.0,2700.0,3720.0,3.28 B,1060.0,0.89,928.965.058,254.571.266,1.183.536.324,AZUL4
29,31/12/2016,549.16,8400.0,985.24,3050.0,4030.0000000000005,3.49 B,1000.0,0.85,928.965.058,254.571.226,1.183.536.284,AZUL4
0,31/03/2024,1660.0,48280.0,2380.0,11710.0,14090.0,12.43 B,19880.0,3.52,5.646.500.000,0,5.646.500.000,B3SA3
1,31/12/2023,1790.0,49420.0,4250.0,9760.0,14010.0,12.22 B,20270.0,3.59,5.646.500.000,0,5.646.500.000,B3SA3
2,30/09/2023,3170.0,47870.0,3020.0,8560.0,11580.0,8.40 B,20230.0,3.48,5.819.000.000,0,5.819.000.000,B3SA3
3,30/06/2023,2170.0,47180.0,2040.0,9390.0,11430.0,9.26 B,20540.0,3.53,5.819.000.000,0,5.819.000.000,B3SA3
4,31/03/2023,1930.0,45810.0,481.25,11190.0,11670.0,9.74 B,20550.0,3.37,6.099.000.000,0,6.099.000.000,B3SA3
5,31/12/2022,2610.0,47590.0,560.24,11550.0,12110.0,9.50 B,20270.0,3.32,6.099.000.000,0,6.099.000.000,B3SA3
6,30/09/2022,4270.0,48770.0,1770.0,10530.0,12300.0,8.03 B,20420.0,3.35,6.099.000.000,0,6.099.000.000,B3SA3
7,30/06/2022,2370.0,47390.0,3200.0,9500.0,12700.0,10.33 B,20650.0,3.39,6.099.000.000,0,6.099.000.000,B3SA3
8,31/03/2022,2710.0,50740.0,3110.0,10370.0,13480.0,10.76 B,21810.0,3.58,6.099.000.000,0,6.099.000.000,B3SA3
9,31/12/2021,2560.0,52530.0,3200.0,10990.0,14200.0,11.64 B,22410.0,3.66,6.126.000.000,0,6.126.000.000,B3SA3
10,30/09/2021,3780.0,54810.0,3060.0,10890.0,13950.0,10.17 B,22580.0,3.69,6.126.000.000,0,6.126.000.000,B3SA3
11,30/06/2021,2070.0,49530.0,1310.0,8750.0,10060.0,7.99 B,22690.0,3.70,6.126.000.000,0,6.126.000.000,B3SA3
12,31/03/2021,1540.0,46190.0,37.81,7050.0,7090.0,5.55 B,24350.0,11.92,2.042.000.000,0,2.042.000.000,B3SA3
13,31/12/2020,1440.0,46330.0,79.4,6980.0,7060.0,5.62 B,24510.0,11.90,2.059.138.490,0,2.059.138.490,B3SA3
14,30/09/2020,1290.0,45380.0,40.67,6840.0,6880.0,5.59 B,24980.0,12.13,2.059.138.490,0,2.059.138.490,B3SA3
15,30/06/2020,966.7,44190.0,4000.0,2750.0,6750.0,5.78 B,25550.0,12.41,2.059.138.490,0,2.059.138.490,B3SA3
16,31/03/2020,905.06,41140.0,3770.0,1480.0,5260.0,4.35 B,24890.0,12.09,2.059.138.490,0,2.059.138.490,B3SA3
17,31/12/2019,494.03,40030.0,2540.0,1830.0,4360.0,3.87 B,25390.0,12.33,2.059.138.490,0,2.059.138.490,B3SA3
18,30/09/2019,642.59,40950.0,4130.0,1850.0,5980.0,5.33 B,25360.0,12.32,2.059.138.490,0,2.059.138.490,B3SA3
19,30/06/2019,520.25,40170.0,1780.0,3960.0,5740.0,5.22 B,25330.0,12.30,2.059.138.490,0,2.059.138.490,B3SA3
20,31/03/2019,888.53,38710.0,1760.0,2780.0,4540.0,3.65 B,25280.0,12.28,2.059.138.490,0,2.059.138.490,B3SA3
21,31/12/2018,329.69,37670.0,1780.0,2730.0,4510.0,4.18 B,25030.0,12.16,2.059.138.490,0,2.059.138.490,B3SA3
22,30/09/2018,566.17,38650.0,1800.0,4340.0,6150.0,5.58 B,24890.0,12.09,2.059.138.490,0,2.059.138.490,B3SA3
23,30/06/2018,396.02,37970.0,1590.0,4400.0,5990.0,5.59 B,24750.0,12.02,2.059.138.490,0,2.059.138.490,B3SA3
24,31/03/2018,252.62,36990.0,1600.0,4000.0,5600.0,5.34 B,24640.0,11.96,2.059.138.490,0,2.059.138.490,B3SA3
25,31/12/2017,711.14,37580.0,1620.0,4019.9999999999995,5630.0,4.92 B,24300.0,11.80,2.059.138.490,0,2.059.138.490,B3SA3
26,30/09/2017,319.89,37110.0,260.19,5410.0,5670.0,5.35 B,24460.0,11.88,2.059.138.490,0,2.059.138.490,B3SA3
27,30/06/2017,313.77,37240.0,1010.0,5370.0,6380.0,6.06 B,24170.0,11.74,2.059.138.490,0,2.059.138.490,B3SA3
28,31/03/2017,262.32,46010.0,1140.0,5250.0,6390.0,6.13 B,24110.0,11.71,2.059.138.490,0,2.059.138.490,B3SA3
29,31/12/2016,319.12,31160.0,450.21,5010.0,5460.0,5.14 B,19070.0,10.50,1.815.000.000,0,1.815.000.000,B3SA3
30,30/09/2016,546.76,27150.0,26.42,1990.0,2020.0,1.47 B,18610.0,10.25,1.815.000.000,0,1.815.000.000,B3SA3
31,30/06/2016,470.56,26800.0,58.95,1970.0,2029.9999999999998,1.56 B,18520.0,10.20,1.815.000.000,0,1.815.000.000,B3SA3
32,31/03/2016,455.76,26710.0,29.28,2190.0,2220.0,1.77 B,18690.0,10.30,1.815.000.000,0,1.815.000.000,B3SA3
33,31/12/2015,440.85,26310.0,70.18,2380.0,2450.0,2.01 B,18340.0,10.11,1.815.000.000,0,1.815.000.000,B3SA3
34,30/09/2015,3020.0,31000.0,32.04,2430.0,2460.0,-  565.17 M,19610.0,10.81,1.815.000.000,0,1.815.000.000,B3SA3
35,30/06/2015,283.85,26200.0,55.81,1890.0,1950.0,1.66 B,19420.0,10.70,1.815.000.000,0,1.815.000.000,B3SA3
36,31/03/2015,323.11,26500.0,25.84,1960.0,1980.0,1.66 B,19530.0,10.76,1.815.000.000,0,1.815.000.000,B3SA3
37,31/12/2014,500.54,25540.0,47.37,1620.0,1670.0,1.17 B,18980.0,9.99,1.900.000.000,0,1.900.000.000,B3SA3
38,30/09/2014,370.03,25240.0,19.8,1490.0,1510.0,1.14 B,18950.0,9.97,1.900.000.000,0,1.900.000.000,B3SA3
39,30/06/2014,198.7,24420.0,39.91,1340.0,1380.0,1.18 B,18640.0,9.81,1.900.000.000,0,1.900.000.000,B3SA3
40,31/03/2014,1320.0,26000.0,18.49,1380.0,1400.0,76.65 M,18860.0,9.92,1.900.000.000,0,1.900.000.000,B3SA3
41,31/12/2013,1200.0,25900.0,42.13,1430.0,1470.0,271.73 M,19280.0,9.74,1.980.000.000,0,1.980.000.000,B3SA3
42,30/09/2013,754.68,25290.0,18.24,1360.0,1380.0,620.60 M,19320.0,9.76,1.980.000.000,0,1.980.000.000,B3SA3
43,30/06/2013,187.63,24690.0,39.55,1350.0,1390.0,1.20 B,19420.0,9.81,1.980.000.000,0,1.980.000.000,B3SA3
44,31/03/2013,32.77,24460.0,16.37,1220.0,1240.0,1.21 B,19670.0,9.94,1.980.000.000,0,1.980.000.000,B3SA3
45,31/12/2012,43.64,24150.0,36.88,1240.0,1280.0,1.24 B,19400.0,9.80,1.980.000.000,0,1.980.000.000,B3SA3
46,30/09/2012,46.28,24130.0,16.54,1230.0,1250.0,1.20 B,19610.0,9.90,1.980.000.000,0,1.980.000.000,B3SA3
47,30/06/2012,47.06,24260.0,36.08,1230.0,1260.0,1.22 B,19390.0,9.79,1.980.000.000,0,1.980.000.000,B3SA3
48,31/03/2012,34.33,23400.0,14.76,1110.0,1120.0,1.09 B,19030.0,9.61,1.980.000.000,0,1.980.000.000,B3SA3
49,31/12/2011,64.65,23590.0,33.57,1140.0,1170.0,1.11 B,19240.0,9.72,1.980.000.000,0,1.980.000.000,B3SA3
50,30/09/2011,139.48,23140.0,15.01,1130.0,1140.0,1.00 B,19270.0,9.43,2.044.014.295,0,2.044.014.295,B3SA3
51,30/06/2011,25.1,22560.0,28.46,945.73,974.18,949.09 M,19000.0,9.30,2.044.014.295,0,2.044.014.295,B3SA3
52,31/03/2011,1540.0,24030.0,14.17,986.83,1000.0,-  541.30 M,19360.0,9.47,2.044.014.295,0,2.044.014.295,B3SA3
53,31/12/2010,104.02,22630.0,33.15,1010.0,1040.0,939.20 M,19400.0,9.49,2.044.014.295,0,2.044.014.295,B3SA3
54,30/09/2010,2960.0,22770.0,19.15,1030.0,1050.0,-  1.91 B,19630.0,9.61,2.044.014.295,0,2.044.014.295,B3SA3
55,30/06/2010,3620.0,21300.0,6.67,,6.67,-  3.61 B,19380.0,9.48,2.044.014.295,0,2.044.014.295,B3SA3
56,31/03/2010,4040.0,21620.0,9.07,,9.23,-  4.03 B,19500.0,9.54,2.044.014.295,0,2.044.014.295,B3SA3
57,31/12/2009,2650.0,21200.0,9.3,2.5,11.79,-  2.64 B,19710.0,9.64,2.044.014.295,0,2.044.014.295,B3SA3
58,30/09/2009,2700.0,21290.0,9.1,5.02,14.13,-  2.69 B,19640.0,9.61,2.044.014.295,0,2.044.014.295,B3SA3
59,30/06/2009,2340.0,20940.0,8.22,8.23,16.45,-  2.32 B,19560.0,9.57,2.044.014.295,0,2.044.014.295,B3SA3
60,31/03/2009,2590.0,21200.0,3.57,,3.57,-  2.59 B,19460.0,9.52,2.044.014.295,0,2.044.014.295,B3SA3
61,31/12/2008,1780.0,20430.0,4.09,,4.09,-  1.78 B,19290.0,9.44,2.044.014.295,0,2.044.014.295,B3SA3
62,30/09/2008,2060.0,20750.0,148.24,,148.24,-  1.91 B,19530.0,9.56,2.044.014.295,0,2.044.014.295,B3SA3
63,30/06/2008,2800.0,21270.0,502.73,,502.73,-  2.30 B,19630.0,9.62,2.040.797.995,0,2.040.797.995,B3SA3
0,31/03/2024,,2280000.0,,,,,174750.0,60.99,2.865.417.020,0,2.865.417.020,BBAS3
1,31/12/2023,,2150000.0,,,,,169240.0,59.06,2.865.417.020,0,2.865.417.020,BBAS3
2,30/09/2023,,2230000.0,,,,,165690.0,57.82,2.865.417.020,0,2.865.417.020,BBAS3
3,30/06/2023,,2080000.0,,,,,162610.0,56.75,2.865.417.020,0,2.865.417.020,BBAS3
4,31/03/2023,,2089999.9999999998,,,,,163230.0,56.97,2.865.417.020,0,2.865.417.020,BBAS3
5,31/12/2022,,2009999.9999999998,,,,,158960.0,55.47,2.865.417.020,0,2.865.417.020,BBAS3
6,30/09/2022,,2100000.0,,,,,153120.0,53.44,2.865.417.020,0,2.865.417.020,BBAS3
7,30/06/2022,,2049999.9999999998,,,,,151860.0,53.00,2.865.417.020,0,2.865.417.020,BBAS3
8,31/03/2022,,2000000.0,,,,,148310.0,51.76,2.865.417.020,0,2.865.417.020,BBAS3
9,31/12/2021,,1900000.0,,,,,142750.0,49.82,2.865.417.020,0,2.865.417.020,BBAS3
10,30/09/2021,,2029999.9999999998,,,,,136730.0,47.72,2.865.417.020,0,2.865.417.020,BBAS3
11,30/06/2021,,1910000.0,,,,,135440.0,47.27,2.865.417.020,0,2.865.417.020,BBAS3
12,31/03/2021,,1890000.0,,,,,127590.0,44.53,2.865.417.020,0,2.865.417.020,BBAS3
13,31/12/2020,,1690000.0,,,,,125100.0,43.66,2.865.417.020,0,2.865.417.020,BBAS3
14,30/09/2020,,1840000.0,,,,,112090.0,39.12,2.865.417.020,0,2.865.417.020,BBAS3
15,30/06/2020,,1780000.0,,,,,105010.0,36.65,2.865.417.020,0,2.865.417.020,BBAS3
16,31/03/2020,,1660000.0,,,,,102220.0,35.67,2.865.417.020,0,2.865.417.020,BBAS3
17,31/12/2019,,1450000.0,,,,,107730.0,37.60,2.865.417.020,0,2.865.417.020,BBAS3
18,30/09/2019,,1570000.0,,,,,94500.0,32.98,2.865.417.020,0,2.865.417.020,BBAS3
19,30/06/2019,,1600000.0,,,,,91690.0,32.00,2.865.417.020,0,2.865.417.020,BBAS3
20,31/03/2019,,1580000.0,,,,,94520.0,32.99,2.865.417.020,0,2.865.417.020,BBAS3
21,31/12/2018,,1400000.0,,,,,101890.0,35.56,2.865.417.020,0,2.865.417.020,BBAS3
22,30/09/2018,,1540000.0,,,,,92760.0,32.37,2.865.417.020,0,2.865.417.020,BBAS3
23,30/06/2018,,1510000.0,,,,,91570.0,31.96,2.865.417.020,0,2.865.417.020,BBAS3
24,31/03/2018,,1480000.0,,,,,89770.0,31.33,2.865.417.020,0,2.865.417.020,BBAS3
25,31/12/2017,,1350000.0,,,,,97360.0,33.98,2.865.417.020,0,2.865.417.020,BBAS3
26,30/09/2017,,1460000.0,,,,,82120.0,28.66,2.865.417.020,0,2.865.417.020,BBAS3
27,30/06/2017,,1500000.0,,,,,79740.0,27.83,2.865.417.020,0,2.865.417.020,BBAS3
28,31/03/2017,,1470000.0,,,,,78450.0,27.38,2.865.417.020,0,2.865.417.020,BBAS3
29,31/12/2016,,1390000.0,,,,,86380.0,30.14,2.865.417.020,0,2.865.417.020,BBAS3
30,30/09/2016,,1550000.0,,,,,74600.0,26.03,2.865.417.020,0,2.865.417.020,BBAS3
31,30/06/2016,,1550000.0,,,,,72590.0,25.33,2.865.417.020,0,2.865.417.020,BBAS3
32,31/03/2016,,1520000.0,,,,,73080.0,25.50,2.865.417.020,0,2.865.417.020,BBAS3
33,31/12/2015,,1390000.0,,,,,82560.0,28.81,2.865.417.020,0,2.865.417.020,BBAS3
34,30/09/2015,,1510000.0,,,,,72410.0,25.27,2.865.417.020,0,2.865.417.020,BBAS3
35,30/06/2015,,1460000.0,,,,,71940.0,25.11,2.865.417.020,0,2.865.417.020,BBAS3
36,31/03/2015,,1470000.0,,,,,72600.0,25.34,2.865.417.020,0,2.865.417.020,BBAS3
37,31/12/2014,,1280000.0,,,,,81780.0,28.54,2.865.417.020,0,2.865.417.020,BBAS3
38,30/09/2014,,1370000.0,,,,,78850.0,27.52,2.865.417.020,0,2.865.417.020,BBAS3
39,30/06/2014,,1340000.0,,,,,69440.0,24.23,2.865.417.020,0,2.865.417.020,BBAS3
40,31/03/2014,,1290000.0,,,,,71460.0,24.94,2.865.417.020,0,2.865.417.020,BBAS3
41,31/12/2013,,1160000.0,,,,,73190.0,25.54,2.865.417.020,0,2.865.417.020,BBAS3
42,30/09/2013,,1180000.0,,,,,63800.0,22.27,2.865.417.020,0,2.865.417.020,BBAS3
43,30/06/2013,,1140000.0,,,,,62530.0,21.82,2.865.417.020,0,2.865.417.020,BBAS3
44,31/03/2013,,1110000.0,,,,,61850.0,21.58,2.865.417.020,0,2.865.417.020,BBAS3
45,31/12/2012,,1140000.0,,,,,69020.0,24.09,2.865.417.020,0,2.865.417.020,BBAS3
46,30/09/2012,,1010000.0,,,,,63840.0,22.34,2.858.171.973,0,2.858.171.973,BBAS3
47,30/06/2012,,962760.0,,,,,62000.0,21.64,2.865.416.973,0,2.865.416.973,BBAS3
48,31/03/2012,,913870.0,,,,,59820.0,20.88,2.865.416.973,0,2.865.416.973,BBAS3
49,31/12/2011,,966820.0,,,,,62550.0,21.83,2.865.416.988,0,2.865.416.988,BBAS3
50,30/09/2011,,859280.0,,,,,56280.0,19.67,2.860.729.247,0,2.860.729.247,BBAS3
51,30/06/2011,,816130.0,,,,,54280.0,18.97,2.860.729.247,0,2.860.729.247,BBAS3
52,31/03/2011,,787910.0,,,,,52170.0,18.24,2.860.729.247,0,2.860.729.247,BBAS3
53,31/12/2010,,802820.0,,,,,54320.0,18.99,2.860.729.247,0,2.860.729.247,BBAS3
54,30/09/2010,,796820.0,,,,,48200.0,16.85,2.860.729.247,0,2.860.729.247,BBAS3
55,30/06/2010,,755710.0,,,,,39330.0,15.30,2.569.869.551,0,2.569.869.551,BBAS3
56,31/03/2010,,724880.0,,,,,37650.0,14.65,2.569.860.512,0,2.569.860.512,BBAS3
57,31/12/2009,,708550.0,,,,,36120.0,14.05,2.569.860.512,0,2.569.860.512,BBAS3
58,30/09/2009,,685680.0,,,,,33660.0,13.11,2.568.186.485,0,2.568.186.485,BBAS3
59,30/06/2009,,598840.0,,,,,32360.0,12.60,2.568.186.485,0,2.568.186.485,BBAS3
60,31/03/2009,,591930.0,,,,,30860.0,12.02,2.568.186.485,0,2.568.186.485,BBAS3
61,31/12/2008,,521270.0,,,,,29940.0,11.66,2.568.186.485,0,2.568.186.485,BBAS3
62,30/09/2008,,458870.0,,,,,27890.0,10.87,2.565.255.836,0,2.565.255.836,BBAS3
63,30/06/2008,,416500.0,,,,,26370.0,10.37,2.542.181.530,0,2.542.181.530,BBAS3
64,31/03/2008,,404870.0,,,,,25410.0,9.99,2.542.181.530,0,2.542.181.530,BBAS3
65,31/12/2007,,357750.0,,,,,24260.0,9.80,2.475.949.269,0,2.475.949.269,BBAS3
66,30/09/2007,,342400.0,,,,,23070.0,9.32,2.475.949.269,0,2.475.949.269,BBAS3
67,30/06/2007,,332970.0,,,,,22310.0,9.01,2.475.949.269,0,2.475.949.269,BBAS3
