,data,preco_lucro,preco_vpa,preco_receita_liquida,preco_fco,preco_fcf,preco_ativo_total,preco_ebit,preco_capital_giro,preco_ncav,ev_ebit,ev_ebitda,ev_receita_liquida,ev_fco,ev_fcf,ev_atito_total,market_cap_empresa,enterprise_value,dividend_yield,tic
31,31/12/2016,,,,,,,,,,,,,,,,7040.0,8150.0,,BRAP4
32,30/09/2016,,,,,,,,,,,,,,,,4740.0,5840.0,,BRAP4
33,30/06/2016,,,,,,,,,,,,,,,,3500.0,4560.0,,BRAP4
34,31/03/2016,,,,,,,,,,,,,,,,2470.0,3480.0,,BRAP4
35,31/12/2015,,,,,,,,,,,,,,,,1990.0,2960.0,,BRAP4
36,30/09/2015,,,,,,,,,,,,,,,,2370.0,3340.0,,BRAP4
37,30/06/2015,,,,,,,,,,,,,,,,3270.0,4200.0,,BRAP4
38,31/03/2015,,,,,,,,,,,,,,,,3940.0,4840.0,,BRAP4
39,31/12/2014,,,,,,,,,,,,,,,,3800.0,4650.0,,BRAP4
40,30/09/2014,,,,,,,,,,,,,,,,4720.0,5640.0,,BRAP4
41,30/06/2014,,,,,,,,,,,,,,,,7090.0,7840.0,,BRAP4
42,31/03/2014,,,,,,,,,,,,,,,,6760.0,7570.0,,BRAP4
43,31/12/2013,,,,,,,,,,,,,,,,6320.0,7100.0,,BRAP4
44,30/09/2013,,,,,,,,,,,,,,,,8119.999999999999,8870.0,,BRAP4
45,30/06/2013,,,,,,,,,,,,,,,,8340.0,9080.0,,BRAP4
46,31/03/2013,,,,,,,,,,,,,,,,7920.0,8630.0,,BRAP4
47,31/12/2012,,,,,,,,,,,,,,,,9180.0,9870.0,,BRAP4
48,30/09/2012,,,,,,,,,,,,,,,,9930.0,10600.0,,BRAP4
49,30/06/2012,,,,,,,,,,,,,,,,10590.0,11260.0,,BRAP4
50,31/03/2012,,,,,,,,,,,,,,,,11410.0,12020.0,,BRAP4
51,31/12/2011,,,,,,,,,,,,,,,,12700.0,13290.0,,BRAP4
52,30/09/2011,,,,,,,,,,,,,,,,12640.0,13240.0,,BRAP4
53,30/06/2011,,,,,,,,,,,,,,,,12320.0,13050.0,,BRAP4
54,31/03/2011,,,,,,,,,,,,,,,,13510.0,12940.0,,BRAP4
55,31/12/2010,,,,,,,,,,,,,,,,14760.0,17230.0,,BRAP4
56,30/09/2010,,,,,,,,,,,,,,,,15670.0,15360.0,,BRAP4
57,30/06/2010,,,,,,,,,,,,,,,,13260.0,13240.0,,BRAP4
58,31/03/2010,,,,,,,,,,,,,,,,12270.0,11650.0,,BRAP4
59,31/12/2009,,,,,,,,,,,,,,,,14980.0,17200.0,,BRAP4
60,30/09/2009,,,,,,,,,,,,,,,,13080.0,13620.0,,BRAP4
61,30/06/2009,,,,,,,,,,,,,,,,10150.0,9960.0,,BRAP4
62,31/03/2009,,,,,,,,,,,,,,,,9180.0,9570.0,,BRAP4
63,31/12/2008,,,,,,,,,,,,,,,,7730.0,8450.0,,BRAP4
64,30/09/2008,,,,,,,,,,,,,,,,6570.0,6180.0,,BRAP4
65,30/06/2008,,,,,,,,,,,,,,,,10800.0,10500.0,,BRAP4
66,31/03/2008,,,,,,,,,,,,,,,,18120.0,17810.0,,BRAP4
67,31/12/2007,,,,,,,,,,,,,,,,16140.0,17730.0,,BRAP4
68,30/09/2007,,,,,,,,,,,,,,,,8780.0,8640.0,,BRAP4
69,30/06/2007,,,,,,,,,,,,,,,,12620.0,12490.0,,BRAP4
70,31/03/2007,,,,,,,,,,,,,,,,13110.0,12930.0,,BRAP4
71,31/12/2006,,,,,,,,,,,,,,,,5340.0,7230.0,,BRAP4
72,30/09/2006,,,,,,,,,,,,,,,,7640.0,7350.0,,BRAP4
73,30/06/2006,,,,,,,,,,,,,,,,6720.0,6440.0,,BRAP4
74,31/03/2006,,,,,,,,,,,,,,,,7260.0,7240.0,,BRAP4
75,31/12/2005,,,,,,,,,,,,,,,,6090.0,7640.0,,BRAP4
76,30/09/2005,,,,,,,,,,,,,,,,4980.0,4970.0,,BRAP4
77,30/06/2005,,,,,,,,,,,,,,,,4180.0,4170.0,,BRAP4
78,31/03/2005,,,,,,,,,,,,,,,,1710.0,1700.0,,BRAP4
79,31/12/2004,,,,,,,,,,,,,,,,4260.0,5870.0,,BRAP4
80,30/09/2004,,,,,,,,,,,,,,,,2450.0,2430.0,,BRAP4
81,30/06/2004,,,,,,,,,,,,,,,,,,,BRAP4
82,31/03/2004,,,,,,,,,,,,,,,,1690.0,1690.0,,BRAP4
83,31/12/2003,,,,,,,,,,,,,,,,1970.0,4580.0,,BRAP4
84,30/09/2003,,,,,,,,,,,,,,,,1250.0,1240.0,,BRAP4
85,30/06/2003,,,,,,,,,,,,,,,,1020.0,1010.0,,BRAP4
86,31/03/2003,,,,,,,,,,,,,,,,895.66,892.69,,BRAP4
87,31/12/2002,,,,,,,,,,,,,,,,888.0,5310.0,,BRAP4
88,30/09/2002,,,,,,,,,,,,,,,,654.76,599.14,,BRAP4
89,30/06/2002,,,,,,,,,,,,,,,,707.64,651.52,,BRAP4
90,31/03/2002,,,,,,,,,,,,,,,,873.44,865.81,,BRAP4
91,31/12/2001,,,,,,,,,,,,,,,,1090.0,4860.0,,BRAP4
92,31/03/2001,,,,,,,,,,,,,,,,1350.0,1330.0,,BRAP4
93,31/12/2000,,,,,,,,,,,,,,,,1030.0,4880.0,,BRAP4
94,30/09/2000,,,,,,,,,,,,,,,,1050.0,1050.0,,BRAP4
95,30/06/2000,,,,,,,,,,,,,,,,1380.0,1380.0,,BRAP4
96,31/03/2000,,,,,,,,,,,,,,,,1440.0,1440.0,,BRAP4
97,29/02/2000,,,,,,,,,,,,,,,,1440.0,4420.0,,BRAP4
